,HRU:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,
time,day,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
444,2003-12-18,27.1079,27.104,30.2397,27.118,27.1086,0,13.9178,0,0,15.0213,0,0,13.8624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
445,2003-12-19,29.7079,29.704,32.8397,29.718,29.7086,0,17.7178,0,0,18.8213,0,0,17.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
446,2003-12-20,30.3079,30.304,33.4397,30.318,30.3086,0,18.7178,0,0,19.8213,0,0,18.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
447,2003-12-21,30.3079,30.304,33.4397,30.318,30.3086,0,18.7178,0,0,19.8213,0,0,18.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
448,2003-12-22,27.1951,27.1889,32.0923,27.2108,27.1962,0,14.8115,0,0,18.0105,0,0,14.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
449,2003-12-23,24.6005,24.5924,30.9692,24.621,24.6019,0,10.416,0,0,15.9728,0,0,10.1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450,2003-12-24,22.0048,21.9949,29.8457,22.03,22.0066,0,7.48446,0,0,14.6138,0,0,7.12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
451,2003-12-25,23.505,23.4947,31.738,23.5315,23.5069,0,13.6587,0,0,21.1445,0,0,13.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
452,2003-12-26,23.505,23.4947,31.738,23.5315,23.5069,0,13.6587,0,0,21.1445,0,0,13.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
453,2003-12-27,21.4233,21.4114,30.8369,21.4536,21.4255,0,13.6587,0,0,21.1445,0,0,13.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
454,2003-12-28,15.1704,15.1541,28.1303,15.2121,15.1734,0,7.28325,0,0,18.189,0,0,6.73616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
455,2003-12-29,6.29929,6.27663,24.2904,6.35725,6.3034,0,0,0,0,12.9525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456,2003-12-30,6.69929,6.67663,24.6904,6.75725,6.7034,0,0,0,0,12.2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
457,2003-12-31,4.081,4.05648,23.557,4.14375,4.08545,0,0,0,0,10.8975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
458,2004-01-01,5.14459,5.11884,24.6666,5.21047,5.14926,0,0,0,0,9.75284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,2004-01-02,0,0,20.1137,0,0,0,0,0,0,4.47541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
460,2004-01-03,0,0,13.9524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
461,2004-01-04,1.6,1.6,16.25,1.6,1.6,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
462,2004-01-05,5.2,5.2,19.85,5.2,5.2,0,14,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463,2004-01-06,8.6,8.6,23.25,8.6,8.6,0,30,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
464,2004-01-07,16.8,16.8,31.45,16.8,16.8,0,32,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
465,2004-01-08,17.4,17.4,32.05,17.4,17.4,1.4,34,1.4,1.4,34,1.4,1.4,34,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,
466,2004-01-09,17.4,17.4,32.05,17.4,17.4,1.4,34,1.4,1.4,34,1.4,1.4,34,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,
467,2004-01-10,17.8,17.8,32.45,17.8,17.8,1.4,38,1.4,1.4,38,1.4,1.4,38,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,
468,2004-01-11,28.2,28.2,42.85,28.2,28.2,1.4,50,1.4,1.4,50,1.4,1.4,50,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,
469,2004-01-12,33.2,33.2,47.85,33.2,33.2,1.6,53,1.6,1.6,53,1.6,1.6,53,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
470,2004-01-13,33.6,33.6,48.25,33.6,33.6,1.6,53,1.6,1.6,53,1.6,1.6,53,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
471,2004-01-14,37,37,51.65,37,37,1.6,62,1.6,1.6,62,1.6,1.6,62,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
472,2004-01-15,37,37,51.65,37,37,1.6,62,1.6,1.6,62,1.6,1.6,62,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
473,2004-01-16,37,37,51.65,37,37,1.6,62,1.6,1.6,62,1.6,1.6,62,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
474,2004-01-17,39.6,39.6,54.25,39.6,39.6,1.6,67.3,1.6,1.6,67.3,1.6,1.6,67.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
475,2004-01-18,44.4,44.4,59.05,44.4,44.4,1.6,78.3,1.6,1.6,78.3,1.6,1.6,78.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
476,2004-01-19,45.4,45.4,60.05,45.4,45.4,1.6,78.3,1.6,1.6,78.3,1.6,1.6,78.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
477,2004-01-20,45.8,45.8,60.45,45.8,45.8,1.6,78.3,1.6,1.6,78.3,1.6,1.6,78.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
478,2004-01-21,55.2,55.2,69.85,55.2,55.2,1.6,95.3,1.6,1.6,95.3,1.6,1.6,95.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
479,2004-01-22,60.8,60.8,75.45,60.8,60.8,1.6,106.3,1.6,1.6,106.3,1.6,1.6,106.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
480,2004-01-23,61.6,61.6,76.25,61.6,61.6,1.6,108.3,1.6,1.6,108.3,1.6,1.6,108.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
481,2004-01-24,62.2,62.2,76.85,62.2,62.2,1.6,108.3,1.6,1.6,108.3,1.6,1.6,108.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
482,2004-01-25,62.2,62.2,76.85,62.2,62.2,1.6,108.3,1.6,1.6,108.3,1.6,1.6,108.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
483,2004-01-26,67.2,67.2,81.85,67.2,67.2,1.6,111.8,1.6,1.6,111.8,1.6,1.6,111.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
484,2004-01-27,72,72,86.65,72,72,1.6,125.3,1.6,1.6,125.3,1.6,1.6,125.3,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
485,2004-01-28,79.8,79.8,94.45,79.8,79.8,1.6,138.8,1.6,1.6,138.8,1.6,1.6,138.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
486,2004-01-29,81.8,81.8,96.45,81.8,81.8,1.6,144.8,1.6,1.6,144.8,1.6,1.6,144.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
487,2004-01-30,101,101,115.65,101,101,1.6,160.8,1.6,1.6,160.8,1.6,1.6,160.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
488,2004-01-31,108,108,122.65,108,108,1.6,164.8,1.6,1.6,164.8,1.6,1.6,164.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
489,2004-02-01,108,108,122.65,108,108,1.6,164.8,1.6,1.6,164.8,1.6,1.6,164.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
490,2004-02-02,112,112,126.65,112,112,1.6,167.8,1.6,1.6,167.8,1.6,1.6,167.8,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
491,2004-02-03,114.8,114.8,129.45,114.8,114.8,1.6,166.708,1.6,1.6,167.33,1.6,1.6,166.677,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
492,2004-02-04,115,115,129.65,115,115,1.6,168.641,1.6,1.6,169.263,1.6,1.6,168.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
493,2004-02-05,116.2,116.2,130.85,116.2,116.2,1.6,170.641,1.6,1.6,171.263,1.6,1.6,170.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
494,2004-02-06,119,119,133.65,119,119,1.6,171.641,1.6,1.6,172.263,1.6,1.6,171.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
495,2004-02-07,119,119,133.65,119,119,1.6,171.641,1.6,1.6,172.263,1.6,1.6,171.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
496,2004-02-08,119,119,133.65,119,119,1.6,171.641,1.6,1.6,172.263,1.6,1.6,171.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
497,2004-02-09,120,120,134.65,120,120,1.6,172.641,1.6,1.6,173.263,1.6,1.6,172.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
498,2004-02-10,122,122,136.65,122,122,1.6,179.641,1.6,1.6,180.263,1.6,1.6,179.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
499,2004-02-11,122.4,122.4,137.05,122.4,122.4,1.6,180.641,1.6,1.6,181.263,1.6,1.6,180.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
500,2004-02-12,122.6,122.6,137.25,122.6,122.6,1.6,180.641,1.6,1.6,181.263,1.6,1.6,180.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
501,2004-02-13,122.6,122.6,137.25,122.6,122.6,1.6,180.641,1.6,1.6,181.263,1.6,1.6,180.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
502,2004-02-14,124.2,124.2,138.85,124.2,124.2,1.6,181.641,1.6,1.6,182.263,1.6,1.6,181.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
503,2004-02-15,124.2,124.2,138.85,124.2,124.2,1.6,181.641,1.6,1.6,182.263,1.6,1.6,181.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
504,2004-02-16,124.2,124.2,138.85,124.2,124.2,1.6,181.641,1.6,1.6,182.263,1.6,1.6,181.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
505,2004-02-17,124.2,124.2,138.85,124.2,124.2,1.6,181.641,1.6,1.6,182.263,1.6,1.6,181.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
506,2004-02-18,124.2,124.2,138.85,124.2,124.2,1.6,181.641,1.6,1.6,182.263,1.6,1.6,181.61,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
507,2004-02-19,124.6,124.6,139.25,124.6,124.6,1.6,182.041,1.6,1.6,182.663,1.6,1.6,182.01,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
508,2004-02-20,130.568,130.568,145.218,130.568,130.568,0.761524,178.097,0.763979,1.23508,180.834,1.23519,0.779615,177.96,0.771514,0.76661,0.776112,0.79019,1.23441,1.23325,1.23511,0.760892,0.797441,0.779729,0.727204,0.770147,0.761359,0.845076,1.23452,0.76771,0.762565,0.820801,0.73126,
509,2004-02-21,133.6,133.6,148.25,133.6,133.6,0.761524,181.347,0.763979,1.23508,184.084,1.23519,0.779615,181.21,0.771514,0.76661,0.776112,0.79019,1.23441,1.23325,1.23511,0.760892,0.797441,0.779729,0.727204,0.770147,0.761359,0.845076,1.23452,0.76771,0.762565,0.820801,0.73126,
510,2004-02-22,133.6,133.6,148.25,133.6,133.6,0.961524,182.597,0.963979,1.43508,185.334,1.43519,0.979615,182.46,0.971514,0.96661,0.976112,0.99019,1.43441,1.43325,1.43511,0.960892,0.997441,0.979729,0.927204,0.970147,0.961359,1.04508,1.43452,0.96771,0.962565,1.0208,0.93126,
511,2004-02-23,134.8,134.8,149.45,134.8,134.8,1.16152,186.847,1.16398,1.63508,189.584,1.63519,1.17961,186.71,1.17151,1.16661,1.17611,1.19019,1.63441,1.63325,1.63511,1.16089,1.19744,1.17973,1.1272,1.17015,1.16136,1.24508,1.63452,1.16771,1.16257,1.2208,1.13126,
512,2004-02-24,134.8,134.8,149.45,134.8,134.8,1.36152,189.597,1.36398,1.83508,192.334,1.83519,1.37961,189.46,1.37151,1.36661,1.37611,1.39019,1.83441,1.83325,1.83511,1.36089,1.39744,1.37973,1.3272,1.37015,1.36136,1.44508,1.83452,1.36771,1.36257,1.4208,1.33126,
513,2004-02-25,134.8,134.8,149.45,134.8,134.8,1.36152,190.002,1.36398,1.83508,192.876,1.83519,1.37961,189.858,1.37151,1.36661,1.37611,1.39019,1.83441,1.83325,1.83511,1.36089,1.39744,1.37973,1.3272,1.37015,1.36136,1.44508,1.83452,1.36771,1.36257,1.4208,1.33126,
514,2004-02-26,134.8,134.8,149.45,134.8,134.8,1.36152,190.002,1.36398,1.83508,192.876,1.83519,1.37961,189.858,1.37151,1.36661,1.37611,1.39019,1.83441,1.83325,1.83511,1.36089,1.39744,1.37973,1.3272,1.37015,1.36136,1.44508,1.83452,1.36771,1.36257,1.4208,1.33126,
515,2004-02-27,134.8,134.8,149.45,134.8,134.8,1.36152,190.002,1.36398,1.83508,192.876,1.83519,1.37961,189.858,1.37151,1.36661,1.37611,1.39019,1.83441,1.83325,1.83511,1.36089,1.39744,1.37973,1.3272,1.37015,1.36136,1.44508,1.83452,1.36771,1.36257,1.4208,1.33126,
516,2004-02-28,134.8,134.8,149.45,134.8,134.8,1.36152,190.002,1.36398,1.83508,192.876,1.83519,1.37961,189.858,1.37151,1.36661,1.37611,1.39019,1.83441,1.83325,1.83511,1.36089,1.39744,1.37973,1.3272,1.37015,1.36136,1.44508,1.83452,1.36771,1.36257,1.4208,1.33126,
517,2004-02-29,127.311,127.306,146.209,127.325,127.312,0,184.364,0,0,190.262,0,0,184.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
518,2004-03-01,122.029,122.019,143.922,122.052,122.03,0,175.13,0,0,185.982,0,0,174.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
519,2004-03-02,109.099,109.081,138.325,109.146,109.102,0,160.098,0,0,179.013,0,0,159.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520,2004-03-03,104.5,104.479,136.335,104.556,104.504,0,153.606,0,0,176.004,0,0,152.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,2004-03-04,99.0934,99.0679,133.994,99.1587,99.098,0,144.882,0,0,171.96,0,0,143.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,2004-03-05,74.9636,74.9209,123.55,75.073,74.9714,0,119.974,0,0,160.413,0,0,117.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,2004-03-06,76.4636,76.4209,125.05,76.573,76.4714,0,119.974,0,0,160.413,0,0,117.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524,2004-03-07,85.2636,85.2209,133.85,85.373,85.2714,3.25537,119.514,3.25537,3.25537,160.352,3.25537,3.25537,117.465,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,3.25537,
525,2004-03-08,86.5118,86.467,136.1,86.6266,86.52,5.25537,121.514,5.25537,5.25537,162.352,5.25537,5.25537,119.465,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,5.25537,
526,2004-03-09,86.5118,86.467,137.527,86.6266,86.52,7.25537,125.49,7.25537,7.25537,166.352,7.25537,7.25537,123.339,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,
527,2004-03-10,86.5118,86.467,137.527,86.6266,86.52,7.25537,125.49,7.25537,7.25537,167.102,7.25537,7.25537,123.339,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,7.25537,
528,2004-03-11,91.9118,91.867,142.927,92.0266,91.92,8.04015,120.889,8.04015,8.04015,164.969,8.04015,8.04015,118.614,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,8.04015,
529,2004-03-12,95.5118,95.467,146.527,95.6266,95.52,8.40292,131.889,8.40292,8.40292,177.219,8.40292,8.40292,129.614,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,
530,2004-03-13,95.5118,95.467,146.527,95.6266,95.52,8.40292,131.889,8.40292,8.40292,177.236,8.40292,8.40292,129.614,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,8.40292,
531,2004-03-14,97.1118,97.067,148.127,97.2266,97.12,11.4029,131.889,11.4029,11.4029,177.236,11.4029,11.4029,129.614,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,
532,2004-03-15,97.1118,97.067,148.127,97.2266,97.12,11.4029,131.889,11.4029,11.4029,177.236,11.4029,11.4029,129.614,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,
533,2004-03-16,101.112,101.067,152.127,101.227,101.12,11.4029,140.889,11.4029,11.4029,186.236,11.4029,11.4029,138.614,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,11.4029,
534,2004-03-17,101.712,101.667,152.727,101.827,101.72,12.2029,140.889,12.2029,12.2029,186.236,12.2029,12.2029,138.614,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,
535,2004-03-18,101.712,101.667,152.727,101.827,101.72,12.2029,140.889,12.2029,12.2029,186.236,12.2029,12.2029,138.614,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,
536,2004-03-19,102.512,102.467,153.527,102.627,102.52,12.2029,141.489,12.2029,12.2029,186.836,12.2029,12.2029,139.214,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,12.2029,
537,2004-03-20,98.1585,98.1105,151.643,98.2812,98.1672,4.67619,132.475,4.69823,8.92714,182.658,8.92815,4.83859,129.957,4.76587,4.72185,4.80714,4.93352,8.92112,8.91075,8.92741,4.67052,4.99861,4.83961,4.36811,4.7536,4.67471,5.42621,8.92212,4.73172,4.68554,5.20831,4.40452,
538,2004-03-21,103.266,103.216,158.093,103.395,103.276,4.91,135.875,4.93315,9.37349,186.058,9.37455,5.08052,133.357,5.00416,4.95794,5.0475,5.18019,9.36718,9.35628,9.37378,4.90404,5.24854,5.08159,4.58652,4.99128,4.90845,5.69752,9.36822,4.9683,4.91982,5.46872,4.62475,
539,2004-03-22,104.266,104.216,160.425,104.395,104.276,4.91,135.875,4.93315,9.37349,186.058,9.37455,5.08052,133.357,5.00416,4.95794,5.0475,5.18019,9.36718,9.35628,9.37378,4.90404,5.24854,5.08159,4.58652,4.99128,4.90845,5.69752,9.36822,4.9683,4.91982,5.46872,4.62475,
540,2004-03-23,108.666,108.616,164.825,108.795,108.676,5.31,137.875,5.33315,9.77349,188.058,9.77455,5.48052,135.357,5.40416,5.35794,5.4475,5.58019,9.76718,9.75628,9.77378,5.30404,5.64854,5.48159,4.98652,5.39128,5.30845,6.09752,9.76822,5.3683,5.31982,5.86872,5.02475,
541,2004-03-24,102.397,102.342,162.111,102.537,102.407,0,126.073,0,6.42704,182.587,6.42913,0,123.238,0,0,0,0,6.41457,6.39308,6.4276,0,0,0,0,0,0,0,6.41664,0,0,0,0,
542,2004-03-25,71.7312,71.6545,148.837,71.9276,71.7452,0,91.2698,0,0,166.453,0,0,87.4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
543,2004-03-26,32.6801,32.5755,131.934,32.9479,32.6991,0,49.3879,0,0,147.038,0,0,44.4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
544,2004-03-27,4.33379,4.20892,119.664,4.65334,4.35645,0,18.4064,0,0,132.675,0,0,12.6741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
545,2004-03-28,0,0,108.506,0,0,0,0,0,0,119.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
546,2004-03-29,0,0,94.8656,0,0,0,0,0,0,102.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
547,2004-03-30,0,0,85.1727,0,0,0,0,0,0,91.8468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
548,2004-03-31,0,0,78.668,0,0,0,0,0,0,84.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
549,2004-04-01,0,0,74.1666,0,0,0,0,0,0,78.2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550,2004-04-02,0,0,65.1052,0,0,0,0,0,0,69.1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
551,2004-04-03,0,0,56.4001,0,0,0,0,0,0,61.6318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
552,2004-04-04,0,0,59.2201,0,0,1,0,1,1,64.3818,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
553,2004-04-05,0,0,59.2201,0,0,1,0,1,1,64.7134,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
554,2004-04-06,2.6,2.6,61.8201,2.6,2.6,2.6,1.30559,2.6,2.6,66.019,2.6,2.6,1.30559,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,
