time [d],date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Snow Evaporation[mm],Snow Melt & Refreeze[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Capillary Rise[mm],Soil Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,CANOPY_SNOW,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],SOIL[1],SOIL[0],SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,SURFACE_WATER,ATMOSPHERE,ATMOS_PRECIP,PONDED_WATER,SOIL[0],SOIL[1],SOIL[2],SNOW_LIQ,SNOW,CANOPY,CANOPY_SNOW,ATMOSPHERE,ATMOSPHERE,PONDED_WATER,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,SOIL[0],ATMOSPHERE,SOIL[2],SURFACE_WATER,SURFACE_WATER
221,2003-05-10,00:00:00.00,2.57378,0,0,0,206.302,0,0,0,5.34912,125.935,1.33012,0.0685134,1.33012,0.0685134,128.509,2.77533,164.853,172.733,172.733,111.677,35.6035,98.7442,68.7404,78.3889,71.9201
222,2003-05-11,00:00:00.00,2.57378,0,0,0,213.066,0,0,0,5.34912,125.935,1.38108,0.0685134,1.38108,0.0685134,128.509,2.77533,171.487,172.863,172.863,113.407,35.6696,100.257,68.8003,78.3889,72.2229
223,2003-05-12,00:00:00.00,2.57378,0,0,0,227.183,0,0,0,5.34912,125.935,1.50459,0.0685134,1.50459,0.0685134,128.509,2.77533,183.067,175.401,175.401,116.95,36.0262,103.811,69.334,78.6611,72.5358
224,2003-05-13,00:00:00.00,2.57378,0,0,0,233.405,0,0,0,5.34912,125.935,1.55865,0.0685134,1.55865,0.0685134,128.509,2.77533,186.621,178.068,178.068,118.533,36.8419,105.398,70.7643,78.9756,72.8978
225,2003-05-14,00:00:00.00,2.57378,0,0,0,233.724,0,0,0,5.34912,125.935,1.56126,0.0685134,1.56126,0.0685134,128.509,2.77533,186.776,178.233,178.233,120.653,37.1704,107.522,71.298,79.0455,73.2675
226,2003-05-15,00:00:00.00,2.57378,0,0,0,233.724,0,0,0,5.34912,125.935,1.56126,0.0685134,1.56126,0.0685134,128.509,2.77533,186.776,178.233,178.233,123.852,37.5246,109.209,71.5736,79.0504,73.633
227,2003-05-16,00:00:00.00,2.57378,0,0,0,233.724,0,0,0,5.34912,125.935,1.56126,0.0685134,1.56126,0.0685134,128.509,2.77533,186.776,178.233,178.233,124.695,37.5831,109.522,71.5991,79.0504,73.9835
228,2003-05-17,00:00:00.00,2.57378,0,0,0,238.05,0,0,0,5.34912,125.935,1.6015,0.0685134,1.6015,0.0685134,128.509,2.77533,190.934,178.4,178.4,125.84,37.6932,110.605,71.6165,79.0548,74.3193
229,2003-05-18,00:00:00.00,2.57378,0,0,0,238.05,0,0,0,5.34912,125.935,1.6015,0.0685134,1.6015,0.0685134,128.509,2.77533,190.934,178.4,178.4,127.023,37.7065,111.17,71.6339,79.0549,74.6412
230,2003-05-19,00:00:00.00,2.57378,0,0,0,238.05,0,0,0,5.34912,125.935,1.6015,0.0685134,1.6015,0.0685134,128.509,2.77533,190.934,178.4,178.4,127.412,37.7115,111.225,71.6339,79.0549,74.9489
231,2003-05-20,00:00:00.00,2.57378,0,0,0,238.05,0,0,0,5.34912,125.935,1.6015,0.0685134,1.6015,0.0685134,128.509,2.77533,190.934,178.4,178.4,127.421,37.7115,111.225,71.6339,79.0549,75.243
232,2003-05-21,00:00:00.00,2.57378,0,0,0,248.196,0,0,0,5.34912,125.935,1.69172,0.0685134,1.69172,0.0685134,128.509,2.77533,200.942,178.539,178.539,130.642,37.7249,114.455,71.6512,79.0854,75.525
233,2003-05-22,00:00:00.00,2.57378,0,0,0,248.196,0,0,0,5.34912,125.935,1.69172,0.0685134,1.69172,0.0685134,128.509,2.77533,200.942,178.539,178.539,133.368,37.7384,115.122,71.6686,79.0912,75.7953
234,2003-05-23,00:00:00.00,2.57378,0,0,0,248.196,0,0,0,5.34912,125.935,1.69172,0.0685134,1.69172,0.0685134,128.509,2.77533,200.942,178.539,178.539,133.527,37.7519,115.16,71.686,79.0914,76.0545
235,2003-05-24,00:00:00.00,2.57378,0,0,0,268.941,0,0,0,5.34912,125.935,1.87089,0.0685134,1.87089,0.0685134,128.509,2.77533,221.338,178.888,178.888,136.975,37.8755,118.616,71.7034,79.2133,76.3031
236,2003-05-25,00:00:00.00,2.57378,0,0,0,272.062,0,0,0,5.34912,125.935,1.9003,0.0685134,1.9003,0.0685134,128.509,2.77533,222.744,180.603,180.603,139.997,38.3673,121.646,72.6331,79.2577,76.5816
237,2003-05-26,00:00:00.00,2.57378,0,0,0,272.126,0,0,0,5.34912,125.935,1.9009,0.0685134,1.9009,0.0685134,128.509,2.77533,222.777,180.633,180.633,143.322,38.671,124.975,72.6505,79.2656,76.8487
238,2003-05-27,00:00:00.00,2.57378,0,0,0,272.169,0,0,0,5.34912,125.935,1.90134,0.0685134,1.90134,0.0685134,128.509,2.77533,222.81,180.643,180.643,145.998,38.6947,125.42,72.6679,79.2662,77.1047
239,2003-05-28,00:00:00.00,2.57378,0,0,0,279.298,0,0,0,5.34912,125.935,1.96322,0.0685134,1.96322,0.0685134,128.509,2.77533,229.642,180.94,180.94,149.057,38.9125,128.3,72.6853,79.2818,77.3503
240,2003-05-29,00:00:00.00,2.57378,0,0,0,279.362,0,0,0,5.34912,125.935,1.96382,0.0685134,1.96382,0.0685134,128.509,2.77533,229.696,180.951,180.951,150.213,38.9352,128.409,72.7027,79.2844,77.5858
241,2003-05-30,00:00:00.00,2.57378,0,0,0,279.362,0,0,0,5.34912,125.935,1.96382,0.0685134,1.96382,0.0685134,128.509,2.77533,229.696,180.951,180.951,150.222,38.9487,128.423,72.7176,79.2844,77.8116
242,2003-05-31,00:00:00.00,2.57378,0,0,0,280.336,0,0,0,5.34912,125.935,1.97119,0.0685134,1.97119,0.0685134,128.509,2.77533,230.666,180.954,180.954,151.143,38.9523,128.472,72.7176,79.2844,78.0275
243,2003-06-01,00:00:00.00,2.57378,0,0,0,281.355,0,0,0,5.34912,125.935,1.98079,0.0685134,1.98079,0.0685134,128.509,2.77533,231.664,180.976,180.976,151.815,38.9677,128.703,72.7233,79.2844,78.2341
244,2003-06-02,00:00:00.00,2.57378,0,0,0,281.355,0,0,0,5.34912,125.935,1.98079,0.0685134,1.98079,0.0685134,128.509,2.77533,231.664,180.976,180.976,151.903,38.9677,128.723,72.7233,79.2844,78.4317
245,2003-06-03,00:00:00.00,2.57378,0,0,0,281.355,0,0,0,5.34912,125.935,1.98079,0.0685134,1.98079,0.0685134,128.509,2.77533,231.664,180.976,180.976,151.909,38.9677,128.723,72.7233,79.2844,78.6205
246,2003-06-04,00:00:00.00,2.57378,0,0,0,281.355,0,0,0,5.34912,125.935,1.98079,0.0685134,1.98079,0.0685134,128.509,2.77533,231.664,180.976,180.976,151.909,38.9677,128.723,72.7233,79.2844,78.801
247,2003-06-05,00:00:00.00,2.57378,0,0,0,289.927,0,0,0,5.34912,125.935,2.05386,0.0685134,2.05386,0.0685134,128.509,2.77533,240.144,181.067,181.067,154.798,38.9813,131.62,72.7407,79.2943,78.9744
248,2003-06-06,00:00:00.00,2.57378,0,0,0,291.687,0,0,0,5.34912,125.935,2.06927,0.0685134,2.06927,0.0685134,128.509,2.77533,241.507,181.465,181.465,157.008,39.3694,132.849,72.7581,79.2993,79.1409
249,2003-06-07,00:00:00.00,2.57378,0,0,0,291.964,0,0,0,5.34912,125.935,2.07144,0.0685134,2.07144,0.0685134,128.509,2.77533,241.741,181.507,181.507,158.262,39.4239,132.903,72.7755,79.2995,79.3008
250,2003-06-08,00:00:00.00,2.57378,0,0,0,292.027,0,0,0,5.34912,125.935,2.07204,0.0685134,2.07204,0.0685134,128.509,2.77533,241.804,181.508,181.508,158.32,39.433,132.916,72.7755,79.2995,79.4537
251,2003-06-09,00:00:00.00,2.57378,0,0,0,298.464,0,0,0,5.34912,125.935,2.12706,0.0685134,2.12706,0.0685134,128.509,2.77533,248.17,181.579,181.579,162.418,39.4521,134.914,72.7929,79.3027,79.6006
252,2003-06-10,00:00:00.00,2.57378,0,0,0,299.986,0,0,0,5.34912,125.935,2.14063,0.0685134,2.14063,0.0685134,128.509,2.77533,249.616,181.655,181.655,163.672,39.5189,135.302,72.8103,79.3041,79.7419
253,2003-06-11,00:00:00.00,2.57378,0,0,0,300.301,0,0,0,5.34912,125.935,2.14314,0.0685134,2.14314,0.0685134,128.509,2.77533,249.913,181.672,181.672,164.13,39.547,135.33,72.8206,79.3041,79.8773
254,2003-06-12,00:00:00.00,2.57378,0,0,0,300.365,0,0,0,5.34912,125.935,2.14374,0.0685134,2.14374,0.0685134,128.509,2.77533,249.976,181.673,181.673,164.184,39.5482,135.339,72.8206,79.3041,80.0068
255,2003-06-13,00:00:00.00,2.57378,0,0,0,307.496,0,0,0,5.34912,125.935,2.20611,0.0685134,2.20611,0.0685134,128.509,2.77533,257.01,181.77,181.77,166.511,39.576,137.626,72.838,79.3115,80.1314
256,2003-06-14,00:00:00.00,2.57378,0,0,0,308.32,0,0,0,5.34912,125.935,2.21342,0.0685134,2.21342,0.0685134,128.509,2.77533,257.661,181.944,181.944,168.409,39.7512,138.492,72.8554,79.3134,80.2513
257,2003-06-15,00:00:00.00,2.57378,0,0,0,308.384,0,0,0,5.34912,125.935,2.21402,0.0685134,2.21402,0.0685134,128.509,2.77533,257.718,181.951,181.951,168.976,39.7701,138.511,72.8672,79.3134,80.3664
258,2003-06-16,00:00:00.00,2.57378,0,0,0,308.384,0,0,0,5.34912,125.935,2.21402,0.0685134,2.21402,0.0685134,128.509,2.77533,257.718,181.951,181.951,168.976,39.7701,138.511,72.8672,79.3134,80.4764
259,2003-06-17,00:00:00.00,2.57378,0,0,0,308.384,0,0,0,5.34912,125.935,2.21402,0.0685134,2.21402,0.0685134,128.509,2.77533,257.718,181.951,181.951,168.976,39.7701,138.511,72.8672,79.3134,80.5816
260,2003-06-18,00:00:00.00,2.57378,0,0,0,308.384,0,0,0,5.34912,125.935,2.21402,0.0685134,2.21402,0.0685134,128.509,2.77533,257.718,181.951,181.951,168.976,39.7701,138.511,72.8672,79.3134,80.6822
261,2003-06-19,00:00:00.00,2.57378,0,0,0,315.883,0,0,0,5.34912,125.935,2.27671,0.0685134,2.27671,0.0685134,128.509,2.77533,265.153,182.014,182.014,173.662,39.7836,140.694,72.8846,79.3164,80.7791
262,2003-06-20,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.519,39.7971,141.246,72.9019,79.3205,80.8725
263,2003-06-21,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8105,141.26,72.9193,79.3205,80.9626
264,2003-06-22,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8142,141.264,72.9193,79.3205,81.0487
265,2003-06-23,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8142,141.264,72.9193,79.3205,81.131
266,2003-06-24,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8142,141.264,72.9193,79.3205,81.2097
267,2003-06-25,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8142,141.264,72.9193,79.3205,81.2849
268,2003-06-26,00:00:00.00,2.57378,0,0,0,317.985,0,0,0,5.34912,125.935,2.29651,0.0685134,2.29651,0.0685134,128.509,2.77533,267.215,182.054,182.054,175.766,39.8142,141.264,72.9193,79.3205,81.3568
269,2003-06-27,00:00:00.00,2.57378,0,0,0,324.162,0,0,0,5.34912,125.935,2.34692,0.0685134,2.34692,0.0685134,128.509,2.77533,273.344,182.102,182.102,180.32,39.8277,142.851,72.9367,79.3214,81.4263
270,2003-06-28,00:00:00.00,2.57378,0,0,0,324.162,0,0,0,5.34912,125.935,2.34692,0.0685134,2.34692,0.0685134,128.509,2.77533,273.344,182.102,182.102,180.32,39.8412,142.864,72.9396,79.3214,81.4929
271,2003-06-29,00:00:00.00,2.57378,0,0,0,325.736,0,0,0,5.34912,125.935,2.35878,0.0685134,2.35878,0.0685134,128.509,2.77533,274.918,182.102,182.102,181.853,39.8412,142.906,72.9396,79.3214,81.5566
272,2003-06-30,00:00:00.00,2.57378,0,0,0,327.821,0,0,0,5.34912,125.935,2.37708,0.0685134,2.37708,0.0685134,128.509,2.77533,276.979,182.126,182.126,183.914,39.8547,142.919,72.9502,79.3214,81.6179
273,2003-07-01,00:00:00.00,2.57378,0,0,0,327.885,0,0,0,5.34912,125.935,2.37768,0.0685134,2.37768,0.0685134,128.509,2.77533,277.042,182.127,182.127,183.977,39.8559,142.921,72.9502,79.3214,81.6765
274,2003-07-02,00:00:00.00,2.57378,0,0,0,327.885,0,0,0,5.34912,125.935,2.37768,0.0685134,2.37768,0.0685134,128.509,2.77533,277.042,182.127,182.127,183.977,39.8559,142.921,72.9502,79.3214,81.7326
275,2003-07-03,00:00:00.00,2.57378,0,0,0,327.885,0,0,0,5.34912,125.935,2.37768,0.0685134,2.37768,0.0685134,128.509,2.77533,277.042,182.127,182.127,183.977,39.8559,142.921,72.9502,79.3214,81.7862
276,2003-07-04,00:00:00.00,2.57378,0,0,0,327.885,0,0,0,5.34912,125.935,2.37768,0.0685134,2.37768,0.0685134,128.509,2.77533,277.042,182.127,182.127,183.977,39.8559,142.921,72.9502,79.3214,81.8374
277,2003-07-05,00:00:00.00,2.57378,0,0,0,327.902,0,0,0,5.34912,125.935,2.37785,0.0685134,2.37785,0.0685134,128.509,2.77533,277.059,182.127,182.127,183.994,39.8559,142.921,72.9502,79.3214,81.8863
278,2003-07-06,00:00:00.00,2.57378,0,0,0,330.313,0,0,0,5.34912,125.935,2.39911,0.0685134,2.39911,0.0685134,128.509,2.77533,279.438,182.16,182.16,186.373,39.8694,142.934,72.9676,79.3214,81.9339
279,2003-07-07,00:00:00.00,2.57378,0,0,0,335.622,0,0,0,5.34912,125.935,2.43714,0.0685134,2.43714,0.0685134,128.509,2.77533,284.745,182.161,182.161,188.511,39.8722,144.769,72.9676,79.3214,81.9794
280,2003-07-08,00:00:00.00,2.57378,0,0,0,343.878,0,0,0,5.34912,125.935,2.51334,0.0685134,2.51334,0.0685134,128.509,2.77533,292.652,182.511,182.511,191.963,40.0987,147.778,72.985,79.3512,82.0236
281,2003-07-09,00:00:00.00,2.57378,0,0,0,344.493,0,0,0,5.34912,125.935,2.51902,0.0685134,2.51902,0.0685134,128.509,2.77533,293.102,182.675,182.675,194.909,40.2666,148.428,73.0024,79.3594,82.0667
282,2003-07-10,00:00:00.00,2.57378,0,0,0,344.811,0,0,0,5.34912,125.935,2.52202,0.0685134,2.52202,0.0685134,128.509,2.77533,293.408,182.687,182.687,195.247,40.2862,148.448,73.0198,79.3608,82.1086
283,2003-07-11,00:00:00.00,2.57378,0,0,0,347.968,0,0,0,5.34912,125.935,2.55049,0.0685134,2.55049,0.0685134,128.509,2.77533,296.518,182.734,182.734,197.28,40.2997,149.156,73.0371,79.3645,82.1495
284,2003-07-12,00:00:00.00,2.57378,0,0,0,356.676,0,0,0,5.34912,125.935,2.62339,0.0685134,2.62339,0.0685134,128.509,2.77533,304.589,183.371,183.371,200.318,40.8562,151.986,73.0673,79.3827,82.1899
285,2003-07-13,00:00:00.00,2.57378,0,0,0,357.753,0,0,0,5.34912,125.935,2.63199,0.0685134,2.63199,0.0685134,128.509,2.77533,305.323,183.714,183.714,201.732,41.1978,153.125,73.095,79.3868,82.2297
286,2003-07-14,00:00:00.00,2.57378,0,0,0,357.829,0,0,0,5.34912,125.935,2.63272,0.0685134,2.63272,0.0685134,128.509,2.77533,305.391,183.723,183.723,203.464,41.2188,153.146,73.1124,79.3869,82.2686
287,2003-07-15,00:00:00.00,2.57378,0,0,0,357.829,0,0,0,5.34912,125.935,2.63272,0.0685134,2.63272,0.0685134,128.509,2.77533,305.391,183.723,183.723,203.464,41.2235,153.15,73.1124,79.3869,82.3057
288,2003-07-16,00:00:00.00,2.57378,0,0,0,369.201,0,0,0,5.34912,125.935,2.73529,0.0685134,2.73529,0.0685134,128.509,2.77533,316.6,183.885,183.885,208.306,41.237,157.089,73.1298,79.4322,82.3419
289,2003-07-17,00:00:00.00,2.57378,0,0,0,369.774,0,0,0,5.34912,125.935,2.74069,0.0685134,2.74069,0.0685134,128.509,2.77533,317.018,184.04,184.04,210.569,41.3949,157.684,73.1471,79.4439,82.3774
290,2003-07-18,00:00:00.00,2.57378,0,0,0,369.836,0,0,0,5.34912,125.935,2.74113,0.0685134,2.74113,0.0685134,128.509,2.77533,317.08,184.04,184.04,210.791,41.4084,157.697,73.1645,79.4455,82.412
291,2003-07-19,00:00:00.00,2.57378,0,0,0,369.836,0,0,0,5.34912,125.935,2.74113,0.0685134,2.74113,0.0685134,128.509,2.77533,317.08,184.04,184.04,210.791,41.4219,157.71,73.173,79.4455,82.4455
292,2003-07-20,00:00:00.00,2.57378,0,0,0,369.836,0,0,0,5.34912,125.935,2.74113,0.0685134,2.74113,0.0685134,128.509,2.77533,317.08,184.04,184.04,210.791,41.4219,157.71,73.173,79.4455,82.4775
293,2003-07-21,00:00:00.00,2.57378,0,0,0,373.061,0,0,0,5.34912,125.935,2.7694,0.0685134,2.7694,0.0685134,128.509,2.77533,320.265,184.08,184.08,213.319,41.4353,158.218,73.1904,79.4457,82.5089
294,2003-07-22,00:00:00.00,2.57378,0,0,0,378.905,0,0,0,5.34912,125.935,2.82336,0.0685134,2.82336,0.0685134,128.509,2.77533,325.836,184.354,184.354,216.496,41.6324,160.493,73.2078,79.4581,82.5396
295,2003-07-23,00:00:00.00,2.57378,0,0,0,378.969,0,0,0,5.34912,125.935,2.82396,0.0685134,2.82396,0.0685134,128.509,2.77533,325.893,184.36,184.36,216.987,41.6513,160.551,73.2252,79.4599,82.5698
296,2003-07-24,00:00:00.00,2.57378,0,0,0,378.969,0,0,0,5.34912,125.935,2.82396,0.0685134,2.82396,0.0685134,128.509,2.77533,325.893,184.36,184.36,216.993,41.6648,160.565,73.2357,79.4599,82.5991
297,2003-07-25,00:00:00.00,2.57378,0,0,0,378.977,0,0,0,5.34912,125.935,2.82404,0.0685134,2.82404,0.0685134,128.509,2.77533,325.901,184.36,184.36,217.001,41.6648,160.565,73.2357,79.4599,82.6271
298,2003-07-26,00:00:00.00,2.57378,0,0,0,378.977,0,0,0,5.34912,125.935,2.82404,0.0685134,2.82404,0.0685134,128.509,2.77533,325.901,184.36,184.36,217.001,41.6648,160.565,73.2357,79.4599,82.6539
299,2003-07-27,00:00:00.00,2.57378,0,0,0,380.292,0,0,0,5.34912,125.935,2.83383,0.0685134,2.83383,0.0685134,128.509,2.77533,327.211,184.365,184.365,218.116,41.6696,160.734,73.2357,79.4599,82.6795
300,2003-07-28,00:00:00.00,2.57378,0,0,0,380.417,0,0,0,5.34912,125.935,2.8347,0.0685134,2.8347,0.0685134,128.509,2.77533,327.333,184.368,184.368,218.222,41.6728,160.768,73.2357,79.4599,82.704
301,2003-07-29,00:00:00.00,2.57378,0,0,0,380.417,0,0,0,5.34912,125.935,2.8347,0.0685134,2.8347,0.0685134,128.509,2.77533,327.333,184.368,184.368,218.237,41.6728,160.768,73.2357,79.4599,82.7274
302,2003-07-30,00:00:00.00,2.57378,0,0,0,380.417,0,0,0,5.34912,125.935,2.8347,0.0685134,2.8347,0.0685134,128.509,2.77533,327.333,184.368,184.368,218.237,41.6728,160.768,73.2357,79.4599,82.7497
303,2003-07-31,00:00:00.00,2.57378,0,0,0,380.417,0,0,0,5.34912,125.935,2.8347,0.0685134,2.8347,0.0685134,128.509,2.77533,327.333,184.368,184.368,218.237,41.6728,160.768,73.2357,79.4599,82.7711
304,2003-08-01,00:00:00.00,2.57378,0,0,0,383.153,0,0,0,5.34912,125.935,2.85541,0.0685134,2.85541,0.0685134,128.509,2.77533,330.064,184.373,184.373,219.922,41.6776,161.742,73.2357,79.4599,82.7915
305,2003-08-02,00:00:00.00,2.57378,0,0,0,385.608,0,0,0,5.34912,125.935,2.87281,0.0685134,2.87281,0.0685134,128.509,2.77533,332.401,184.491,184.491,221.494,41.7953,162.702,73.2357,79.4599,82.8111
306,2003-08-03,00:00:00.00,2.57378,0,0,0,388.514,0,0,0,5.34912,125.935,2.8995,0.0685134,2.8995,0.0685134,128.509,2.77533,335.263,184.535,184.535,223.68,41.8094,163.241,73.2531,79.4604,82.8305
307,2003-08-04,00:00:00.00,2.57378,0,0,0,406.507,0,0,0,5.34912,125.935,3.04096,0.0685134,3.04096,0.0685134,128.509,2.77533,352.541,185.25,185.25,225.888,42.1044,165.455,73.6079,79.4764,82.8647
308,2003-08-05,00:00:00.00,2.57378,0,0,0,406.515,0,0,0,5.34912,125.935,3.04105,0.0685134,3.04105,0.0685134,128.509,2.77533,352.544,185.256,185.256,229.298,42.1237,167.099,73.6253,79.4789,82.8982
309,2003-08-06,00:00:00.00,2.57378,0,0,0,411.274,0,0,0,5.34912,125.935,3.08189,0.0685134,3.08189,0.0685134,128.509,2.77533,355.096,187.462,187.462,232.315,42.3255,168.693,74.159,79.7423,82.9537
310,2003-08-07,00:00:00.00,2.57378,0,0,0,413.729,0,0,0,5.34912,125.935,3.10414,0.0685134,3.10414,0.0685134,128.509,2.77533,357.231,187.783,187.783,235.106,42.5906,170.247,74.6927,79.8122,83.0302
311,2003-08-08,00:00:00.00,2.57378,0,0,0,416.021,0,0,0,5.34912,125.935,3.12559,0.0685134,3.12559,0.0685134,128.509,2.77533,359.361,187.944,187.944,238.821,43.0071,171.995,74.9975,79.8227,83.1168
312,2003-08-09,00:00:00.00,2.57378,0,0,0,416.021,0,0,0,5.34912,125.935,3.12559,0.0685134,3.12559,0.0685134,128.509,2.77533,359.361,187.944,187.944,240.193,43.0689,172.231,75.0473,79.8228,83.2017
313,2003-08-10,00:00:00.00,2.57378,0,0,0,416.209,0,0,0,5.34912,125.935,3.12706,0.0685134,3.12706,0.0685134,128.509,2.77533,359.547,187.947,187.947,240.381,43.0768,172.242,75.0473,79.8228,83.2829
314,2003-08-11,00:00:00.00,2.57378,0,0,0,416.209,0,0,0,5.34912,125.935,3.12706,0.0685134,3.12706,0.0685134,128.509,2.77533,359.547,187.947,187.947,240.381,43.0768,172.242,75.0473,79.8228,83.3606
315,2003-08-12,00:00:00.00,2.57378,0,0,0,426.949,0,0,0,5.34912,125.935,3.2212,0.0685134,3.2212,0.0685134,128.509,2.77533,370.175,188.058,188.058,244.164,43.0907,176.036,75.0647,79.8397,83.4356
316,2003-08-13,00:00:00.00,2.57378,0,0,0,430.203,0,0,0,5.34912,125.935,3.24581,0.0685134,3.24581,0.0685134,128.509,2.77533,372.673,188.815,188.815,247.005,43.5427,177.841,75.3873,79.8453,83.5214
317,2003-08-14,00:00:00.00,2.57378,0,0,0,430.267,0,0,0,5.34912,125.935,3.24641,0.0685134,3.24641,0.0685134,128.509,2.77533,372.733,188.818,188.818,247.864,43.5581,178.073,75.4047,79.8456,83.6043
318,2003-08-15,00:00:00.00,2.57378,0,0,0,430.267,0,0,0,5.34912,125.935,3.24641,0.0685134,3.24641,0.0685134,128.509,2.77533,372.733,188.818,188.818,248.076,43.5677,178.225,75.4047,79.8456,83.6835
319,2003-08-16,00:00:00.00,2.57378,0,0,0,430.454,0,0,0,5.34912,125.935,3.24771,0.0685134,3.24771,0.0685134,128.509,2.77533,372.92,188.818,188.818,248.263,43.5677,178.225,75.4047,79.8456,83.7593
320,2003-08-17,00:00:00.00,2.57378,0,0,0,432.369,0,0,0,5.34912,125.935,3.26424,0.0685134,3.26424,0.0685134,128.509,2.77533,374.811,188.842,188.842,249.986,43.5812,178.389,75.4153,79.8456,83.8321
321,2003-08-18,00:00:00.00,2.57378,0,0,0,432.369,0,0,0,5.34912,125.935,3.26424,0.0685134,3.26424,0.0685134,128.509,2.77533,374.811,188.842,188.842,250.001,43.5812,178.391,75.4153,79.8456,83.9018
322,2003-08-19,00:00:00.00,2.57378,0,0,0,432.369,0,0,0,5.34912,125.935,3.26424,0.0685134,3.26424,0.0685134,128.509,2.77533,374.811,188.842,188.842,250.001,43.5812,178.391,75.4153,79.8456,83.9684
323,2003-08-20,00:00:00.00,2.57378,0,0,0,432.369,0,0,0,5.34912,125.935,3.26424,0.0685134,3.26424,0.0685134,128.509,2.77533,374.811,188.842,188.842,250.001,43.5812,178.391,75.4153,79.8456,84.0321
324,2003-08-21,00:00:00.00,2.57378,0,0,0,432.432,0,0,0,5.34912,125.935,3.26484,0.0685134,3.26484,0.0685134,128.509,2.77533,374.873,188.843,188.843,250.063,43.5824,178.392,75.4153,79.8456,84.0929
325,2003-08-22,00:00:00.00,2.57378,0,0,0,434.645,0,0,0,5.34912,125.935,3.28088,0.0685134,3.28088,0.0685134,128.509,2.77533,377.084,188.846,188.846,251.878,43.5848,178.79,75.4153,79.8456,84.1511
326,2003-08-23,00:00:00.00,2.57378,0,0,0,434.645,0,0,0,5.34912,125.935,3.28088,0.0685134,3.28088,0.0685134,128.509,2.77533,377.084,188.846,188.846,251.878,43.5848,178.79,75.4153,79.8456,84.2067
327,2003-08-24,00:00:00.00,2.57378,0,0,0,434.645,0,0,0,5.34912,125.935,3.28088,0.0685134,3.28088,0.0685134,128.509,2.77533,377.084,188.846,188.846,251.878,43.5848,178.79,75.4153,79.8456,84.2599
328,2003-08-25,00:00:00.00,2.57378,0,0,0,434.77,0,0,0,5.34912,125.935,3.28175,0.0685134,3.28175,0.0685134,128.509,2.77533,377.208,188.846,188.846,251.989,43.5848,178.803,75.4153,79.8456,84.3108
329,2003-08-26,00:00:00.00,2.57378,0,0,0,436.89,0,0,0,5.34912,125.935,3.29652,0.0685134,3.29652,0.0685134,128.509,2.77533,379.316,188.858,188.858,253.336,43.5971,179.55,75.4153,79.8456,84.3594
330,2003-08-27,00:00:00.00,2.57378,0,0,0,440.33,0,0,0,5.34912,125.935,3.32906,0.0685134,3.32906,0.0685134,128.509,2.77533,382.694,188.921,188.921,255.944,43.6106,180.263,75.4327,79.8483,84.4066
331,2003-08-28,00:00:00.00,2.57378,0,0,0,440.33,0,0,0,5.34912,125.935,3.32906,0.0685134,3.32906,0.0685134,128.509,2.77533,382.694,188.921,188.921,256.03,43.6241,180.285,75.4481,79.8483,84.4524
332,2003-08-29,00:00:00.00,2.57378,0,0,0,440.642,0,0,0,5.34912,125.935,3.33124,0.0685134,3.33124,0.0685134,128.509,2.77533,383.005,188.921,188.921,256.32,43.6243,180.308,75.4481,79.8483,84.4962
