,SubBasin:,30,36,39,43,
time,day,mean,mean,mean,mean,
129,2003-02-06,139.082,33.6189,14.8713,14.8646,
130,2003-02-07,139.482,33.6989,14.9713,14.9646,
131,2003-02-08,141.282,34.8951,14.9713,14.9646,
132,2003-02-09,141.282,34.9752,15.0713,15.0646,
133,2003-02-10,143.482,35.8527,15.1713,15.1646,
134,2003-02-11,145.482,36.6501,15.1713,15.1646,
135,2003-02-12,146.482,37.0488,15.1713,15.1646,
136,2003-02-13,146.682,37.0887,15.1713,15.1646,
137,2003-02-14,146.682,37.0887,15.1713,15.1646,
138,2003-02-15,146.682,37.0887,15.1713,15.1646,
139,2003-02-16,147.282,37.0887,15.1713,15.1646,
140,2003-02-17,149.082,37.8862,15.1713,15.1646,
141,2003-02-18,150.082,38.0463,15.3713,15.3646,
142,2003-02-19,150.082,38.1264,15.4713,15.4646,
143,2003-02-20,150.082,38.1264,15.4713,15.4646,
144,2003-02-21,148.708,37.8754,15.4713,15.4646,
145,2003-02-22,160.708,43.3066,18.1713,18.1646,
146,2003-02-23,160.708,43.3066,18.1713,18.1646,
147,2003-02-24,162.908,44.787,19.7713,19.7646,
148,2003-02-25,162.908,44.8671,19.8713,19.8646,
149,2003-02-26,162.908,44.9471,19.9713,19.9646,
150,2003-02-27,162.908,44.9471,19.9713,19.9646,
151,2003-02-28,162.908,44.9471,19.9713,19.9646,
152,2003-03-01,165.508,45.7446,19.9713,19.9646,
153,2003-03-02,165.508,47.2658,21.8713,21.8646,
154,2003-03-03,166.508,47.8639,21.8713,21.8646,
155,2003-03-04,176.308,51.735,22.9713,22.9646,
156,2003-03-05,177.708,52.2138,23.0713,23.0646,
157,2003-03-06,177.708,54.5356,25.9713,25.9646,
158,2003-03-07,177.708,54.8951,26.1713,26.1646,
159,2003-03-08,180.708,55.4752,26.7713,26.7646,
160,2003-03-09,181.308,55.5749,26.7713,26.7646,
161,2003-03-10,181.308,55.5749,26.7713,26.7646,
162,2003-03-11,184.908,58.2498,27.8713,27.8646,
163,2003-03-12,184.908,60.0096,29.5713,29.5646,
164,2003-03-13,184.908,60.0897,29.6713,29.6646,
165,2003-03-14,184.908,60.0897,29.6713,29.6646,
166,2003-03-15,176.768,50.7119,19.7357,19.6832,
167,2003-03-16,160.368,36.7123,7.24705,7.13697,
168,2003-03-17,133.934,26.4508,0.793006,0.718325,
169,2003-03-18,118.122,22.3354,0.19781,0.180371,
170,2003-03-19,115.608,20.8277,0.0326255,0.0310736,
171,2003-03-20,105.475,17.5577,0,0,
172,2003-03-21,93.5682,14.1404,0,0,
173,2003-03-22,87.572,12.5759,0,0,
174,2003-03-23,75.4939,10.3699,0,0,
175,2003-03-24,54.642,6.08551,0,0,
176,2003-03-25,27.5189,2.66912,0,0,
177,2003-03-26,16.0652,2.54074,0,0,
178,2003-03-27,4.81671,2.35607,0,0,
179,2003-03-28,4.0888,1.9284,0,0,
180,2003-03-29,4.00358,1.83479,0,0,
181,2003-03-30,5.09966,1.94975,0.1,0.1,
182,2003-03-31,8.00376,3.5018,0.1,0.1,
183,2003-04-01,6.2227,2.24873,0,0,
184,2003-04-02,5.29916,1.86116,0,0,
185,2003-04-03,8.18017,7.6791,0.1,0.1,
186,2003-04-04,10.7802,10.0915,0.1,0.1,
187,2003-04-05,12.7802,10.1716,0.2,0.2,
188,2003-04-06,12.7802,19.2188,11.5,11.5,
189,2003-04-07,15.1802,21.0131,11.5,11.5,
190,2003-04-08,15.1802,23.415,14.5,14.5,
191,2003-04-09,14.2151,21.8303,12.5429,12.5334,
192,2003-04-10,4.47207,14.8433,6.09989,6.06064,
193,2003-04-11,3.91675,4.68057,0,0,
194,2003-04-12,3.48849,2.48462,0,0,
195,2003-04-13,3.26375,2.36119,0,0,
196,2003-04-14,2.5103,1.92669,0,0,
197,2003-04-15,1.03271,1.08397,0,0,
198,2003-04-16,0.594567,0.675932,0,0,
199,2003-04-17,0.537101,0.63385,0,0,
200,2003-04-18,0.151902,0.327093,0,0,
201,2003-04-19,0,0,0,0,
202,2003-04-20,0,0,0,0,
203,2003-04-21,0,0,0,0,
204,2003-04-22,0,0,0,0,
205,2003-04-23,0,0,0,0,
206,2003-04-24,0,0,0,0,
207,2003-04-25,0,0,0,0,
208,2003-04-26,0,0,0,0,
209,2003-04-27,0,0,0,0,
210,2003-04-28,0,0,0,0,
211,2003-04-29,0,0,0,0,
212,2003-04-30,0,0,0,0,
213,2003-05-01,0,0,0,0,
214,2003-05-02,0,0,0,0,
215,2003-05-03,0,0,0,0,
216,2003-05-04,0,0,0,0,
217,2003-05-05,0,0,0,0,
218,2003-05-06,0,0,0,0,
219,2003-05-07,0,0,0,0,
220,2003-05-08,0,0,0,0,
221,2003-05-09,0,0,0,0,
222,2003-05-10,0,0,0,0,
223,2003-05-11,0,0,0,0,
224,2003-05-12,0,0,0,0,
225,2003-05-13,0,0,0,0,
226,2003-05-14,0,0,0,0,
227,2003-05-15,0,0,0,0,
228,2003-05-16,0,0,0,0,
229,2003-05-17,0,0,0,0,
230,2003-05-18,0,0,0,0,
231,2003-05-19,0,0,0,0,
232,2003-05-20,0,0,0,0,
233,2003-05-21,0,0,0,0,
234,2003-05-22,0,0,0,0,
235,2003-05-23,0,0,0,0,
236,2003-05-24,0,0,0,0,
237,2003-05-25,0,0,0,0,
238,2003-05-26,0,0,0,0,
239,2003-05-27,0,0,0,0,
240,2003-05-28,0,0,0,0,
241,2003-05-29,0,0,0,0,
242,2003-05-30,0,0,0,0,
243,2003-05-31,0,0,0,0,
244,2003-06-01,0,0,0,0,
245,2003-06-02,0,0,0,0,
246,2003-06-03,0,0,0,0,
247,2003-06-04,0,0,0,0,
248,2003-06-05,0,0,0,0,
249,2003-06-06,0,0,0,0,
250,2003-06-07,0,0,0,0,
251,2003-06-08,0,0,0,0,
252,2003-06-09,0,0,0,0,
253,2003-06-10,0,0,0,0,
254,2003-06-11,0,0,0,0,
255,2003-06-12,0,0,0,0,
256,2003-06-13,0,0,0,0,
257,2003-06-14,0,0,0,0,
258,2003-06-15,0,0,0,0,
259,2003-06-16,0,0,0,0,
260,2003-06-17,0,0,0,0,
261,2003-06-18,0,0,0,0,
262,2003-06-19,0,0,0,0,
263,2003-06-20,0,0,0,0,
264,2003-06-21,0,0,0,0,
265,2003-06-22,0,0,0,0,
266,2003-06-23,0,0,0,0,
267,2003-06-24,0,0,0,0,
268,2003-06-25,0,0,0,0,
269,2003-06-26,0,0,0,0,
270,2003-06-27,0,0,0,0,
271,2003-06-28,0,0,0,0,
272,2003-06-29,0,0,0,0,
273,2003-06-30,0,0,0,0,
274,2003-07-01,0,0,0,0,
275,2003-07-02,0,0,0,0,
276,2003-07-03,0,0,0,0,
277,2003-07-04,0,0,0,0,
278,2003-07-05,0,0,0,0,
279,2003-07-06,0,0,0,0,
280,2003-07-07,0,0,0,0,
281,2003-07-08,0,0,0,0,
282,2003-07-09,0,0,0,0,
283,2003-07-10,0,0,0,0,
284,2003-07-11,0,0,0,0,
285,2003-07-12,0,0,0,0,
286,2003-07-13,0,0,0,0,
287,2003-07-14,0,0,0,0,
288,2003-07-15,0,0,0,0,
289,2003-07-16,0,0,0,0,
290,2003-07-17,0,0,0,0,
291,2003-07-18,0,0,0,0,
292,2003-07-19,0,0,0,0,
293,2003-07-20,0,0,0,0,
294,2003-07-21,0,0,0,0,
295,2003-07-22,0,0,0,0,
296,2003-07-23,0,0,0,0,
297,2003-07-24,0,0,0,0,
298,2003-07-25,0,0,0,0,
299,2003-07-26,0,0,0,0,
300,2003-07-27,0,0,0,0,
301,2003-07-28,0,0,0,0,
302,2003-07-29,0,0,0,0,
303,2003-07-30,0,0,0,0,
304,2003-07-31,0,0,0,0,
305,2003-08-01,0,0,0,0,
306,2003-08-02,0,0,0,0,
307,2003-08-03,0,0,0,0,
308,2003-08-04,0,0,0,0,
309,2003-08-05,0,0,0,0,
310,2003-08-06,0,0,0,0,
311,2003-08-07,0,0,0,0,
312,2003-08-08,0,0,0,0,
313,2003-08-09,0,0,0,0,
314,2003-08-10,0,0,0,0,
315,2003-08-11,0,0,0,0,
316,2003-08-12,0,0,0,0,
317,2003-08-13,0,0,0,0,
318,2003-08-14,0,0,0,0,
319,2003-08-15,0,0,0,0,
320,2003-08-16,0,0,0,0,
321,2003-08-17,0,0,0,0,
322,2003-08-18,0,0,0,0,
323,2003-08-19,0,0,0,0,
324,2003-08-20,0,0,0,0,
325,2003-08-21,0,0,0,0,
326,2003-08-22,0,0,0,0,
327,2003-08-23,0,0,0,0,
328,2003-08-24,0,0,0,0,
329,2003-08-25,0,0,0,0,
330,2003-08-26,0,0,0,0,
331,2003-08-27,0,0,0,0,
332,2003-08-28,0,0,0,0,
333,2003-08-29,0,0,0,0,
334,2003-08-30,0,0,0,0,
335,2003-08-31,0,0,0,0,
336,2003-09-01,0,0,0,0,
337,2003-09-02,0,0,0,0,
338,2003-09-03,0,0,0,0,
339,2003-09-04,0,0,0,0,
340,2003-09-05,0,0,0,0,
341,2003-09-06,0,0,0,0,
342,2003-09-07,0,0,0,0,
343,2003-09-08,0,0,0,0,
344,2003-09-09,0,0,0,0,
345,2003-09-10,0,0,0,0,
346,2003-09-11,0,0,0,0,
347,2003-09-12,0,0,0,0,
348,2003-09-13,0,0,0,0,
349,2003-09-14,0,0,0,0,
350,2003-09-15,0,0,0,0,
351,2003-09-16,0,0,0,0,
352,2003-09-17,0,0,0,0,
353,2003-09-18,0,0,0,0,
354,2003-09-19,0,0,0,0,
355,2003-09-20,0,0,0,0,
356,2003-09-21,0,0,0,0,
357,2003-09-22,0,0,0,0,
358,2003-09-23,0,0,0,0,
359,2003-09-24,0,0,0,0,
360,2003-09-25,0,0,0,0,
361,2003-09-26,0,0,0,0,
362,2003-09-27,0,0,0,0,
363,2003-09-28,0,0,0,0,
364,2003-09-29,0,0,0,0,
365,2003-09-30,0,0,0,0,
366,2003-10-01,0,0,0,0,
367,2003-10-02,0,0,0,0,
368,2003-10-03,0,0,0,0,
369,2003-10-04,0,0,0,0,
370,2003-10-05,0,0,0,0,
371,2003-10-06,0,0,0,0,
372,2003-10-07,0,0,0,0,
373,2003-10-08,0,0,0,0,
374,2003-10-09,0,0,0,0,
375,2003-10-10,0,0,0,0,
376,2003-10-11,0,0,0,0,
377,2003-10-12,0,0,0,0,
378,2003-10-13,0,0,0,0,
379,2003-10-14,0,0,0,0,
380,2003-10-15,0,0,0,0,
381,2003-10-16,0,0,0,0,
382,2003-10-17,0,0,0,0,
383,2003-10-18,0,0,0,0,
384,2003-10-19,0,0,0,0,
385,2003-10-20,0,0,0,0,
386,2003-10-21,0,0,0,0,
387,2003-10-22,0,0,0,0,
388,2003-10-23,0,0,0,0,
389,2003-10-24,0,0,0,0,
390,2003-10-25,0,0,0,0,
391,2003-10-26,0,0,0,0,
392,2003-10-27,0,0,0,0,
393,2003-10-28,0,0,0,0,
394,2003-10-29,0,0,0,0,
395,2003-10-30,0,0,0,0,
396,2003-10-31,0,0,0,0,
397,2003-11-01,0,0,0,0,
398,2003-11-02,0,0,0,0,
399,2003-11-03,0,0,0,0,
400,2003-11-04,0,0,0,0,
401,2003-11-05,0,0,0,0,
402,2003-11-06,0,0,0,0,
403,2003-11-07,0,0,0,0,
404,2003-11-08,0,0,0,0,
405,2003-11-09,0,0,0,0,
406,2003-11-10,0,0,0,0,
407,2003-11-11,0,0,0,0,
408,2003-11-12,0,0,0,0,
409,2003-11-13,8.93771,0.552033,0,0,
410,2003-11-14,9.13632,0.979417,0.533832,0.53407,
411,2003-11-15,1.67669,0,0,0,
412,2003-11-16,0.0805281,0,0,0,
413,2003-11-17,0,0,0,0,
414,2003-11-18,0,0,0,0,
415,2003-11-19,0,0,0,0,
416,2003-11-20,0,0,0,0,
417,2003-11-21,0,0,0,0,
418,2003-11-22,0,0,0,0,
419,2003-11-23,0,0,0,0,
420,2003-11-24,0,0,0,0,
421,2003-11-25,0,0.880703,1.1,1.1,
422,2003-11-26,0,0,0,0,
423,2003-11-27,1.22195,1.53501,1.92215,1.92003,
424,2003-11-28,0,0.0439808,0.0554185,0.0502066,
425,2003-11-29,1,0.345222,0.0581894,0.0527169,
426,2003-11-30,0,0,0,0,
427,2003-12-01,8.6,0.398723,0,0,
428,2003-12-02,8.6,0.398723,0,0,
429,2003-12-03,8.6,0.398723,0,0,
430,2003-12-04,8.6,0.398723,0,0,
431,2003-12-05,8.6,0.398723,0,0,
432,2003-12-06,8.6,0.398723,0,0,
433,2003-12-07,8.6,0.398723,0,0,
434,2003-12-08,8.6,0.398723,0,0,
435,2003-12-09,8.6,0.0144229,0,0,
436,2003-12-10,3.47083,0,0,0,
437,2003-12-11,4.76344,0.299042,0,0,
438,2003-12-12,17.8444,1.29585,0,0,
439,2003-12-13,18.4444,1.29585,0,0,
440,2003-12-14,21.2444,1.89393,0,0,
441,2003-12-15,21.2444,1.89393,0,0,
442,2003-12-16,23.1067,1.52312,0,0,
443,2003-12-17,26.8444,2.79545,0,0,
444,2003-12-18,27.2444,2.79545,0,0,
445,2003-12-19,29.8444,3.55302,0,0,
446,2003-12-20,30.4444,3.75238,0,0,
447,2003-12-21,30.4444,3.75238,0,0,
448,2003-12-22,27.4084,3.01307,0,0,
449,2003-12-23,24.8779,2.18117,0,0,
450,2003-12-24,22.3464,1.62633,0,0,
451,2003-12-25,23.8637,2.86395,0,0,
452,2003-12-26,23.8637,2.86395,0,0,
453,2003-12-27,21.8334,2.86395,0,0,
454,2003-12-28,15.735,1.65732,0,0,
455,2003-12-29,7.08309,0.301359,0,0,
456,2003-12-30,7.48309,0.285441,0,0,
457,2003-12-31,4.92949,0.253547,0,0,
458,2004-01-01,5.99589,0.226914,0,0,
459,2004-01-02,0.858859,0.104127,0,0,
460,2004-01-03,0.595771,0,0,0,
461,2004-01-04,2.22556,0.996807,0,0,
462,2004-01-05,5.82556,2.79106,0,0,
463,2004-01-06,9.22556,5.98084,0,0,
464,2004-01-07,17.4256,6.37956,0,0,
465,2004-01-08,18.0256,7.89918,1.4,1.4,
466,2004-01-09,18.0256,7.89918,1.4,1.4,
467,2004-01-10,18.4256,8.69662,1.4,1.4,
468,2004-01-11,28.8256,11.089,1.4,1.4,
469,2004-01-12,33.8256,11.8472,1.6,1.6,
470,2004-01-13,34.2256,11.8472,1.6,1.6,
471,2004-01-14,37.6256,13.6414,1.6,1.6,
472,2004-01-15,37.6256,13.6414,1.6,1.6,
473,2004-01-16,37.6256,13.6414,1.6,1.6,
474,2004-01-17,40.2256,14.698,1.6,1.6,
475,2004-01-18,45.0256,16.891,1.6,1.6,
476,2004-01-19,46.0256,16.891,1.6,1.6,
477,2004-01-20,46.4256,16.891,1.6,1.6,
478,2004-01-21,55.8256,20.2802,1.6,1.6,
479,2004-01-22,61.4256,22.4731,1.6,1.6,
480,2004-01-23,62.2256,22.8719,1.6,1.6,
481,2004-01-24,62.8256,22.8719,1.6,1.6,
482,2004-01-25,62.8256,22.8719,1.6,1.6,
483,2004-01-26,67.8256,23.5696,1.6,1.6,
484,2004-01-27,72.6256,26.261,1.6,1.6,
485,2004-01-28,80.4256,28.9524,1.6,1.6,
486,2004-01-29,82.4256,30.1485,1.6,1.6,
487,2004-01-30,101.626,33.3383,1.6,1.6,
488,2004-01-31,108.626,34.1358,1.6,1.6,
489,2004-02-01,108.626,34.1358,1.6,1.6,
490,2004-02-02,112.626,34.7339,1.6,1.6,
491,2004-02-03,115.426,34.5279,1.6,1.6,
492,2004-02-04,115.626,34.9132,1.6,1.6,
493,2004-02-05,116.826,35.3119,1.6,1.6,
494,2004-02-06,119.626,35.5113,1.6,1.6,
495,2004-02-07,119.626,35.5113,1.6,1.6,
496,2004-02-08,119.626,35.5113,1.6,1.6,
497,2004-02-09,120.626,35.7106,1.6,1.6,
498,2004-02-10,122.626,37.1062,1.6,1.6,
499,2004-02-11,123.026,37.3055,1.6,1.6,
500,2004-02-12,123.226,37.3055,1.6,1.6,
501,2004-02-13,123.226,37.3055,1.6,1.6,
502,2004-02-14,124.826,37.5049,1.6,1.6,
503,2004-02-15,124.826,37.5049,1.6,1.6,
504,2004-02-16,124.826,37.5049,1.6,1.6,
505,2004-02-17,124.826,37.5049,1.6,1.6,
506,2004-02-18,124.826,37.5049,1.6,1.6,
507,2004-02-19,125.226,37.5846,1.6,1.6,
508,2004-02-20,131.194,36.2095,0.822994,0.819413,
509,2004-02-21,134.226,36.8574,0.822994,0.819413,
510,2004-02-22,134.226,37.2668,1.02299,1.01941,
511,2004-02-23,135.426,38.2742,1.22299,1.21941,
512,2004-02-24,135.426,38.9825,1.42299,1.41941,
513,2004-02-25,135.426,39.0658,1.42299,1.41941,
514,2004-02-26,135.426,39.0658,1.42299,1.41941,
515,2004-02-27,135.426,39.0658,1.42299,1.41941,
516,2004-02-28,135.426,39.0658,1.42299,1.41941,
517,2004-02-29,128.122,36.866,0,0,
518,2004-03-01,122.97,35.1184,0,0,
519,2004-03-02,110.36,32.2735,0,0,
520,2004-03-03,105.874,31.0447,0,0,
521,2004-03-04,100.601,29.3937,0,0,
522,2004-03-05,77.0677,24.6796,0,0,
523,2004-03-06,78.5677,24.6796,0,0,
524,2004-03-07,87.3677,27.2017,3.25537,3.25537,
525,2004-03-08,88.6601,29.2017,5.25537,5.25537,
526,2004-03-09,88.721,31.5871,7.25537,7.25537,
527,2004-03-10,88.721,31.6045,7.25537,7.25537,
528,2004-03-11,94.121,31.362,8.04015,8.04015,
529,2004-03-12,97.721,33.8745,8.40292,8.40292,
530,2004-03-13,97.721,33.8749,8.40292,8.40292,
531,2004-03-14,99.321,36.2768,11.4029,11.4029,
532,2004-03-15,99.321,36.2768,11.4029,11.4029,
533,2004-03-16,103.321,38.0711,11.4029,11.4029,
534,2004-03-17,103.921,38.7116,12.2029,12.2029,
535,2004-03-18,103.921,38.7116,12.2029,12.2029,
536,2004-03-19,104.721,38.8312,12.2029,12.2029,
537,2004-03-20,100.475,31.4812,5.22799,5.19584,
538,2004-03-21,105.642,32.3653,5.48939,5.45564,
539,2004-03-22,106.699,32.3653,5.48939,5.45564,
540,2004-03-23,111.099,33.0843,5.88939,5.85564,
541,2004-03-24,104.984,26.7142,0.653809,0.591583,
542,2004-03-25,75.0764,19.6111,0,0,
543,2004-03-26,36.9902,11.6845,0,0,
544,2004-03-27,9.34429,5.82082,0,0,
545,2004-03-28,4.63322,2.78783,0,0,
546,2004-03-29,4.05078,2.39267,0,0,
547,2004-03-30,3.63689,2.13695,0,0,
548,2004-03-31,3.35914,1.9558,0,0,
549,2004-04-01,3.16693,1.82144,0,0,
550,2004-04-02,2.78,1.60894,0,0,
551,2004-04-03,2.40829,1.43395,0,0,
552,2004-04-04,2.52871,2.29857,1,1,
553,2004-04-05,2.52871,2.30629,1,1,
554,2004-04-06,5.12871,3.84759,2.6,2.6,
555,2004-04-07,2.34933,1.40644,0,0,
556,2004-04-08,1.98413,1.18581,0,0,
557,2004-04-09,1.72694,1.04455,0,0,
558,2004-04-10,1.52365,0.943056,0,0,
559,2004-04-11,1.35634,0.840959,0,0,
560,2004-04-12,1.01978,0.666381,0,0,
561,2004-04-13,0.869331,0.563096,0,0,
562,2004-04-14,0.453247,0.334576,0,0,
563,2004-04-15,0.0158059,0.115218,0,0,
564,2004-04-16,0,0,0,0,
565,2004-04-17,0,0,0,0,
566,2004-04-18,0,0,0,0,
567,2004-04-19,0,0,0,0,
568,2004-04-20,0,0,0,0,
569,2004-04-21,0,0,0,0,
570,2004-04-22,0,0,0,0,
571,2004-04-23,0,0,0,0,
572,2004-04-24,0,0,0,0,
573,2004-04-25,0,0,0,0,
574,2004-04-26,0,0,0,0,
575,2004-04-27,0,0,0,0,
576,2004-04-28,0,0,0,0,
577,2004-04-29,0,0,0,0,
578,2004-04-30,0,0,0,0,
579,2004-05-01,0,0,0,0,
580,2004-05-02,0,0,0,0,
581,2004-05-03,0,0,0,0,
582,2004-05-04,0,0,0,0,
583,2004-05-05,0,0,0,0,
584,2004-05-06,0,0,0,0,
585,2004-05-07,0,0,0,0,
586,2004-05-08,0,0,0,0,
587,2004-05-09,0,0,0,0,
588,2004-05-10,0,0,0,0,
589,2004-05-11,0,0,0,0,
590,2004-05-12,0,0,0,0,
591,2004-05-13,0,0,0,0,
592,2004-05-14,0,0,0,0,
593,2004-05-15,0,0,0,0,
594,2004-05-16,0,0,0,0,
595,2004-05-17,0,0,0,0,
596,2004-05-18,0,0,0,0,
597,2004-05-19,0,0,0,0,
598,2004-05-20,0,0,0,0,
599,2004-05-21,0,0,0,0,
600,2004-05-22,0,0,0,0,
601,2004-05-23,0,0,0,0,
602,2004-05-24,0,0,0,0,
603,2004-05-25,0,0,0,0,
604,2004-05-26,0,0,0,0,
605,2004-05-27,0,0,0,0,
606,2004-05-28,0,0,0,0,
607,2004-05-29,0,0,0,0,
608,2004-05-30,0,0,0,0,
609,2004-05-31,0,0,0,0,
610,2004-06-01,0,0,0,0,
611,2004-06-02,0,0,0,0,
612,2004-06-03,0,0,0,0,
613,2004-06-04,0,0,0,0,
614,2004-06-05,0,0,0,0,
615,2004-06-06,0,0,0,0,
616,2004-06-07,0,0,0,0,
617,2004-06-08,0,0,0,0,
618,2004-06-09,0,0,0,0,
619,2004-06-10,0,0,0,0,
620,2004-06-11,0,0,0,0,
621,2004-06-12,0,0,0,0,
622,2004-06-13,0,0,0,0,
623,2004-06-14,0,0,0,0,
