time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
715,2004-09-15,00:00:00.00,0,0,-1.65865,0,0.558306,0,1119.77,0,6.1578e-005,0,2.83595,0,0,0,0,1121.5,1511.42,421.47,-1.81899e-012
716,2004-09-16,00:00:00.00,0,0,-1.66077,0,0.554822,0,1119.77,0,6.8922e-006,0,2.71116,0,0,0,0,1121.37,1511.42,421.6,-2.04636e-012
717,2004-09-17,00:00:00.00,1.01372,0,-1.66243,0,0.551491,0,1120.67,1.66265e-019,0.112981,0,2.59187,0,0,0,0,1122.26,1512.44,421.724,-1.81899e-012
718,2004-09-18,00:00:00.00,0,0,-1.66417,0,0.548307,0,1120.74,-1.01985e-034,0.0423268,0,2.47782,0,0,0,0,1122.14,1512.44,421.843,-1.59162e-012
719,2004-09-19,00:00:00.00,0,0,-1.66577,0,0.545262,0,1120.78,-3.3743e-051,0.0053338,0,2.36879,0,0,0,0,1122.03,1512.44,421.957,-1.81899e-012
720,2004-09-20,00:00:00.00,0,0,-1.66732,0,0.542352,0,1120.78,1.77524e-068,0.000559744,0,2.26456,0,0,0,0,1121.92,1512.44,422.066,-2.27374e-012
721,2004-09-21,00:00:00.00,0,0,-1.6688,0,0.53957,0,1120.78,-7.77107e-085,3.68791e-005,0,2.16491,0,0,0,0,1121.82,1512.44,422.17,-2.04636e-012
722,2004-09-22,00:00:00.00,0,0,-1.67021,0,0.53691,0,1120.78,0,1.61364e-006,0,2.06965,0,0,0,0,1121.72,1512.44,422.269,-1.81899e-012
723,2004-09-23,00:00:00.00,0,0,-1.67157,0,0.534368,0,1120.78,0,4.6474e-008,0,1.97858,0,0,0,0,1121.62,1512.44,422.364,-1.81899e-012
724,2004-09-24,00:00:00.00,0,0,-1.67286,0,0.531937,0,1120.78,0,8.99284e-010,0,1.89152,0,0,0,0,1121.53,1512.44,422.455,-1.81899e-012
725,2004-09-25,00:00:00.00,0,0,-1.67409,0,0.529613,0,1120.78,0,4.56456e-011,0,1.80829,0,0,0,0,1121.45,1512.44,422.542,-2.04636e-012
726,2004-09-26,00:00:00.00,0,0,-1.67528,0,0.527391,0,1120.78,0,1.84283e-011,0,1.72872,0,0,0,0,1121.36,1512.44,422.625,-2.04636e-012
727,2004-09-27,00:00:00.00,0,0,-1.6764,0,0.525267,0,1120.78,0,1.69198e-012,0,1.65266,0,0,0,0,1121.28,1512.44,422.704,-2.27374e-012
728,2004-09-28,00:00:00.00,0,0,-1.67748,0,0.523237,0,1120.78,0,1.06307e-013,0,1.57994,0,0,0,0,1121.21,1512.44,422.78,-2.04636e-012
729,2004-09-29,00:00:00.00,0,0,-1.67852,0,0.521296,0,1120.78,0,3.11644e-014,0,1.51042,0,0,0,0,1121.14,1512.44,422.852,-2.27374e-012
730,2004-09-30,00:00:00.00,0,0,-1.6795,0,0.51944,0,1120.78,0,4.88916e-015,0,1.44395,0,0,0,0,1121.07,1512.44,422.922,-2.27374e-012
