time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
486,2004-01-30,00:00:00.00,0.489264,0,0.886435,-12.1051,-14.1607,-10.0495,-12.1051,-33333.3,-33333.3,1.28987,96.7356,0.5,0,15.5909,11.8356,2.36712,14.5594,-7.97044,2,0.165514,0.165514,1,-27.2111
487,2004-01-31,00:00:00.00,0.506432,0,6.71767,-12.0499,-14.298,-9.80175,-12.0499,-33333.3,-33333.3,1.28961,96.7369,0.5,0,15.7642,11.9776,2.39551,14.5796,-7.96965,2,0.176795,0.176795,1,-27.25
488,2004-02-01,00:00:00.00,0.523599,0,2.37017,-9.46068,-12.2111,-6.71024,-9.46068,-33333.3,-33333.3,1.27723,96.7802,0.5,0,15.9413,12.0821,2.41641,15.5229,-7.93393,2,0.285686,0.285686,1,-21.5599
489,2004-02-02,00:00:00.00,0.540766,0,0,-9.90176,-15.2815,-4.52197,-9.90176,-33333.3,-33333.3,1.27946,96.7753,0.5,0,16.122,12.2368,2.44735,15.3771,-7.93274,2,0.343178,0.343178,1,-22.6241
490,2004-02-03,00:00:00.00,0.557933,0,1.38515,-9.82569,-18.8586,-0.792744,-9.82569,-33333.3,-33333.3,1.279,96.7752,0.5,0,16.3064,12.3885,2.4777,15.3901,-7.93875,2,0.506893,0.506893,1,-22.6718
491,2004-02-04,00:00:00.00,0.5751,0.274526,0.647694,-0.444872,-2.5508,1.66106,-0.444872,-33333.3,-33333.3,1.23535,96.9266,0.5,0,16.4944,12.3352,2.46705,19.212,-7.62159,2,0.535133,0.535133,1,-1.06521
492,2004-02-05,00:00:00.00,0.592267,0,0.105875,-6.6946,-10.8063,-2.58286,-6.6946,-33333.3,-33333.3,1.2642,96.8262,0.5,0,16.6858,12.6421,2.52843,16.5864,-7.87023,2,0.477647,0.477647,1,-15.6819
493,2004-02-06,00:00:00.00,0.609435,0,0.462934,-10.896,-18.4758,-3.31621,-10.896,-33333.3,-33333.3,1.28412,96.7574,0.5,0,16.8807,12.8796,2.57593,14.9989,-7.95409,2,0.414662,0.414662,1,-25.652
494,2004-02-07,00:00:00.00,0.626602,0,0.92222,-2.14456,-5.57009,1.28097,-2.14456,-33333.3,-33333.3,1.24312,96.8996,0.5,0,17.079,12.8582,2.57164,18.4669,-7.70403,2,0.641124,0.641124,1,-5.12415
495,2004-02-08,00:00:00.00,0.643769,0,0,-9.3055,-14.4403,-4.17073,-9.3055,-33333.3,-33333.3,1.2765,96.7831,0.5,0,17.2806,13.1821,2.63641,15.5817,-7.93074,2,0.421209,0.421209,1,-22.2707
496,2004-02-09,00:00:00.00,0.660936,0,0,-12.2576,-19.9153,-4.59986,-12.2576,-33333.3,-33333.3,1.29062,96.7335,0.5,0,17.4855,13.4015,2.6803,14.5067,-7.97129,2,0.348393,0.348393,1,-29.5181
497,2004-02-10,00:00:00.00,0.678103,0,0.357058,-3.2387,-6.97279,0.49539,-3.2387,-33333.3,-33333.3,1.24816,96.8823,0.5,0,17.6936,13.3899,2.67798,17.999,-7.75141,2,0.647505,0.647505,1,-7.87773
498,2004-02-11,00:00:00.00,0.695271,0,0.929515,-3.48773,-5.15773,-1.81772,-3.48773,-33333.3,-33333.3,1.24932,96.879,0.5,0,17.9049,13.5697,2.71394,17.8943,-7.76111,2,0.427843,0.427843,1,-8.52142
499,2004-02-12,00:00:00.00,0.712438,0,0.168671,-5.56247,-8.23918,-2.88576,-5.56247,-33333.3,-33333.3,1.25892,96.8448,0.5,0,18.1192,13.7958,2.75916,17.0388,-7.83622,2,0.467689,0.467689,1,-13.7184
500,2004-02-13,00:00:00.00,0.729605,0,0.0627957,-4.12795,-7.50922,-0.746676,-4.12795,-33333.3,-33333.3,1.25227,96.868,0.5,0,18.3365,13.9398,2.78795,17.627,-7.78611,2,0.598448,0.598448,1,-10.2721
501,2004-02-14,00:00:00.00,0.746772,0,0,-5.34999,-8.0805,-2.61948,-5.34999,-33333.3,-33333.3,1.25792,96.8475,0.5,0,18.5566,14.1501,2.83002,17.1275,-7.82834,2,0.472885,0.472885,1,-13.4288
502,2004-02-15,00:00:00.00,0.763939,0,0.545446,-6.53691,-11.2962,-1.77765,-6.53691,-33333.3,-33333.3,1.26348,96.8294,0.5,0,18.7797,14.3622,2.87244,16.6495,-7.86535,2,0.596265,0.596265,1,-16.4607
503,2004-02-16,00:00:00.00,0.781106,0,0,-17.6572,-23.681,-11.6335,-17.6572,-33333.3,-33333.3,1.31702,96.6384,0.5,0,19.0055,14.7387,2.94774,12.6984,-7.97566,2,0.00651271,0.00651271,1,-44.8264
504,2004-02-17,00:00:00.00,0.798274,0,0,-14.035,-22.3658,-5.70425,-14.035,-33333.3,-33333.3,1.2992,96.7023,0.5,0,19.234,14.8786,2.97571,13.8884,-7.98278,2,0.271055,0.271055,1,-35.8965
505,2004-02-18,00:00:00.00,0.815441,0,0,-9.38491,-15.395,-3.37483,-9.38491,-33333.3,-33333.3,1.27688,96.7818,0.5,0,19.4651,14.9887,2.99775,15.5517,-7.93233,2,0.52168,0.52168,1,-24.1965
506,2004-02-19,00:00:00.00,0.832608,0,0,-7.66314,-13.9745,-1.3518,-7.66314,-33333.3,-33333.3,1.26878,96.8112,0.5,0,19.6987,15.1461,3.02923,16.2092,-7.89452,2,0.649042,0.649042,1,-19.8658
507,2004-02-20,00:00:00.00,0.849775,0,0.142823,-1.56521,-6.14939,3.01896,-1.56521,-33333.3,-33333.3,1.24047,96.909,0.5,0,19.9347,15.1818,3.03636,18.7184,-7.67687,2,0.89995,0.89995,1,-4.1044
508,2004-02-21,00:00:00.00,0.866942,1.55796,1.2614,0.100513,-1.97783,2.17885,0.100513,-33333.3,-33333.3,1.23287,96.9354,0.5,0,20.1732,15.3241,3.06482,19.4515,-7.59723,2,0.666647,0.666647,1,0.235836
509,2004-02-22,00:00:00.00,0.884109,0.227379,0.675125,-0.68368,-2.69288,1.32552,-0.68368,-33333.3,-33333.3,1.23643,96.9225,0.5,0,20.4138,15.5469,3.10938,19.1072,-7.63314,2,0.63238,0.63238,1,-1.85489
510,2004-02-23,00:00:00.00,0.901277,0,0.128588,-3.77033,-8.4768,0.936138,-3.77033,-33333.3,-33333.3,1.25071,96.8761,0.5,0,20.6567,15.8386,3.16772,17.7913,-7.76402,2,0.785291,0.785291,1,-10.0132
511,2004-02-24,00:00:00.00,0.918444,0,0.548442,-6.30721,-12.8058,0.191388,-6.30721,-33333.3,-33333.3,1.26241,96.8331,0.5,0,20.9017,16.1092,3.22183,16.7416,-7.85835,2,0.793009,0.793009,1,-17.0366
512,2004-02-25,00:00:00.00,0.935611,0,0.128588,-3.70879,-7.77581,0.358228,-3.70879,-33333.3,-33333.3,1.25034,96.8754,0.5,0,21.1486,16.2445,3.24889,17.8015,-7.76991,2,0.7785,0.7785,1,-10.0853
513,2004-02-26,00:00:00.00,0.952778,0,0,-5.45087,-13.3779,2.47621,-5.45087,-33333.3,-33333.3,1.2584,96.8467,0.5,0,21.3975,16.4976,3.29952,17.0838,-7.83267,2,0.967038,0.967038,1,-14.9575
514,2004-02-27,00:00:00.00,0.969945,0,0,-5.65398,-13.9751,2.66716,-5.65398,-33333.3,-33333.3,1.25936,96.8438,0.5,0,21.6482,16.7103,3.34206,17.0023,-7.83881,2,0.985145,0.985145,1,-15.6235
515,2004-02-28,00:00:00.00,0.987112,0,0,-4.4627,-14.5416,5.61616,-4.4627,-33333.3,-33333.3,1.25384,96.8632,0.5,0,21.9006,16.8861,3.37722,17.4904,-7.79738,2,1.19986,1.19986,1,-12.4475
516,2004-02-29,00:00:00.00,1.00428,0,0,-3.59734,-12.6383,5.44363,-3.59734,-33333.3,-33333.3,1.24985,96.8778,0.5,0,22.1546,17.0713,3.41426,17.8511,-7.7638,2,1.22368,1.22368,1,-10.0554
517,2004-03-01,00:00:00.00,1.02145,0,0,3.06997,-2.61307,8.753,3.06997,-33333.3,-33333.3,1.21949,96.9813,0.5,0,22.4102,17.0438,3.40875,20.7661,-7.47766,2,1.44825,1.44825,1,8.66487
518,2004-03-02,00:00:00.00,1.03861,1.31974,0,2.45435,-3.51628,8.42497,2.45435,-33333.3,-33333.3,1.22225,96.9719,0.5,0,22.6673,17.2798,9.99912,20.4885,-7.5043,2,1.45843,1.45843,1,6.9629
519,2004-03-03,00:00:00.00,1.05578,1.76591,0,4.69492,2.50033,6.88951,4.69492,-33333.3,-33333.3,1.21224,97.0063,0.5,0,22.9257,17.393,10.0396,21.5122,-7.40169,2,0.990763,0.990763,1,13.465
520,2004-03-04,00:00:00.00,1.07295,0.313979,0,1.93093,0.793827,3.06804,1.93093,-33333.3,-33333.3,1.22461,96.9639,0.5,0,23.1853,17.726,10.2524,20.2546,-7.52588,2,0.633903,0.633903,1,5.57032
521,2004-03-05,00:00:00.00,1.09012,3.48882,0,2.31499,0.894014,3.73596,2.31499,-33333.3,-33333.3,1.22288,96.9698,0.5,0,23.4461,17.9238,10.3497,20.4259,-7.51016,2,0.727554,0.727554,1,6.72652
522,2004-03-06,00:00:00.00,1.10728,18.8807,0,8.36739,1.65387,15.0809,8.36739,-33333.3,-33333.3,1.19595,97.0612,0.5,0,23.7079,17.8391,10.3097,23.2782,-7.19511,2,2.09072,2.09072,1,24.5729
523,2004-03-07,00:00:00.00,1.12445,0,0,0.773124,-1.74893,3.29518,0.773124,-33333.3,-33333.3,1.22982,96.9443,0.5,0,23.9707,18.4146,10.8537,19.7441,-7.57688,2,0.887915,0.887915,1,2.19873
524,2004-03-08,00:00:00.00,1.14162,2.29106,4.31588,-0.309638,-1.78644,1.16716,-0.309638,-33333.3,-33333.3,1.23473,96.9288,0.5,0,24.2344,18.6761,11.0042,19.2723,-7.61434,2,0.662145,0.662145,1,-0.956701
525,2004-03-09,00:00:00.00,1.15878,0,1.28588,-4.1552,-7.90608,-0.404316,-4.1552,-33333.3,-33333.3,1.25246,96.8695,0.5,0,24.4988,19.0256,3.80512,17.6245,-7.78206,2,0.777115,0.777115,1,-12.4305
526,2004-03-10,00:00:00.00,1.17595,0,1.28588,-6.05101,-13.7696,1.6676,-6.05101,-33333.3,-33333.3,1.26119,96.8365,0.5,0,24.7639,19.3024,3.86048,16.8438,-7.85097,2,1.04487,1.04487,1,-18.3951
527,2004-03-11,00:00:00.00,1.19312,0,0,-3.36171,-11.1224,4.39895,-3.36171,-33333.3,-33333.3,1.24873,96.8804,0.5,0,25.0296,19.4402,3.88804,17.9482,-7.75599,2,1.30783,1.30783,1,-10.3104
528,2004-03-12,00:00:00.00,1.21029,0.915303,1.8957,-0.294365,-3.96614,3.37741,-0.294365,-33333.3,-33333.3,1.23466,96.9291,0.5,0,25.2957,19.5498,3.90996,19.2784,-7.61448,2,1.10086,1.10086,1,-0.946661
529,2004-03-13,00:00:00.00,1.22745,0,1.3888,-6.01533,-7.54275,-4.4879,-6.01533,-33333.3,-33333.3,1.26103,96.8374,0.5,0,25.5622,19.9644,3.99288,16.8565,-7.85041,2,0.482914,0.482914,1,-18.6626
530,2004-03-14,00:00:00.00,1.24462,0,0,-5.74309,-10.5077,-0.97846,-5.74309,-33333.3,-33333.3,1.25976,96.8416,0.5,0,25.8289,20.1775,4.03549,16.9665,-7.84181,2,0.880887,0.880887,1,-17.9825
531,2004-03-15,00:00:00.00,1.26179,0,2.43119,-1.666,-5.63869,2.30669,-1.666,-33333.3,-33333.3,1.24092,96.9064,0.5,0,26.0959,20.2608,4.05217,18.6787,-7.68019,2,1.07176,1.07176,1,-5.32977
532,2004-03-16,00:00:00.00,1.27895,0,0,-2.52549,-4.8131,-0.237888,-2.52549,-33333.3,-33333.3,1.24491,96.895,0.5,0,26.3629,20.5145,4.10289,18.3055,-7.71914,2,0.779955,0.779955,1,-7.96864
533,2004-03-17,00:00:00.00,1.29612,0,1.64363,-5.78129,-7.41009,-4.15249,-5.78129,-33333.3,-33333.3,1.25994,96.8412,0.5,0,26.6298,20.8435,4.1687,16.9508,-7.84308,2,0.530302,0.530302,1,-18.4997
534,2004-03-18,00:00:00.00,1.31329,0,0.702741,-6.50493,-10.0931,-2.91672,-6.50493,-33333.3,-33333.3,1.26333,96.8299,0.5,0,26.8967,21.087,4.2174,16.6617,-7.86461,2,0.744927,0.744927,1,-20.9275
535,2004-03-19,00:00:00.00,1.33046,0,0,-6.22224,-12.1426,-0.301857,-6.22224,-33333.3,-33333.3,1.26202,96.8348,0.5,0,27.1633,21.2999,4.25997,16.7752,-7.85582,2,0.994572,0.994572,1,-20.1615
536,2004-03-20,00:00:00.00,1.34762,0,0.277031,-2.78735,-9.51641,3.9417,-2.78735,-33333.3,-33333.3,1.24608,96.8893,0.5,0,27.4296,21.406,4.28121,18.1915,-7.73223,2,1.38739,1.38739,1,-9.15115
537,2004-03-21,00:00:00.00,1.36479,7.78685,0,1.8997,-0.987573,4.78697,1.8997,-33333.3,-33333.3,1.22475,96.9633,0.5,0,27.6956,21.4313,4.28626,20.241,-7.52709,2,1.20628,1.20628,1,6.21312
538,2004-03-22,00:00:00.00,1.38196,0,0.0627957,-4.47403,-7.25311,-1.69495,-4.47403,-33333.3,-33333.3,1.25385,96.8613,0.5,0,27.961,21.9044,4.38087,17.4879,-7.79719,2,0.803296,0.803296,1,-14.9045
539,2004-03-23,00:00:00.00,1.39912,0,0.313979,-7.16362,-11.2093,-3.11796,-7.16362,-33333.3,-33333.3,1.26642,96.819,0.5,0,28.2258,22.2109,4.44219,16.4025,-7.88261,2,0.780756,0.780756,1,-23.9032
540,2004-03-24,00:00:00.00,1.41629,0,1.72484,-1.63074,-4.86392,1.60244,-1.63074,-33333.3,-33333.3,1.24077,96.9077,0.5,0,28.49,22.2385,4.44771,18.6898,-7.68019,2,1.0757,1.0757,1,-5.52148
541,2004-03-25,00:00:00.00,1.43346,2.79058,0,2.07935,-2.65828,6.81699,2.07935,-33333.3,-33333.3,1.22395,96.9664,0.5,0,28.7533,22.2921,4.45841,20.3208,-7.51978,2,1.60667,1.60667,1,7.01163
542,2004-03-26,00:00:00.00,1.45063,2.94978,0,10.0992,5.12803,15.0703,10.0992,-33333.3,-33333.3,1.18831,97.0859,0.5,0,29.0158,22.0221,12.2591,24.1528,-7.07961,2,2.3348,2.3348,1,34.3338
543,2004-03-27,00:00:00.00,1.46779,12.4152,0,11.5026,8.93484,14.0703,11.5026,-33333.3,-33333.3,1.18215,97.107,0.5,0,29.2773,22.1288,13.1144,24.8748,-6.97904,2,1.78644,1.78644,1,39.4242
544,2004-03-28,00:00:00.00,1.48496,0,0,7.84243,4.98061,10.7042,7.84243,-33333.3,-33333.3,1.19828,97.0539,0.5,0,29.5378,22.6045,13.4799,23.019,-7.22738,2,1.66305,1.66305,1,27.0806
545,2004-03-29,00:00:00.00,1.50213,0,0,6.75697,3.39027,10.1237,6.75697,-33333.3,-33333.3,1.20309,97.038,0.5,0,29.7972,22.8857,13.6129,22.4908,-7.29105,2,1.7427,1.7427,1,23.5058
546,2004-03-30,00:00:00.00,1.51929,5.62439,0,9.033,3.50632,14.5597,9.033,-33333.3,-33333.3,1.19302,97.0712,0.5,0,30.0553,22.9421,18.5044,23.6103,-7.15232,2,2.46561,2.46561,1,31.5948
547,2004-03-31,00:00:00.00,1.53646,23.5112,0,5.80407,4.27798,7.33015,5.80407,-33333.3,-33333.3,1.20732,97.0236,0.5,0,30.3122,23.3647,18.7625,22.0344,-7.34391,2,1.13636,1.13636,1,20.4636
548,2004-04-01,00:00:00.00,1.55363,1.85469,0,4.12232,2.75107,5.49357,4.12232,-33333.3,-33333.3,1.2148,96.9979,0.5,0,30.5677,23.6724,19.2372,21.2467,-7.42945,2,1.01816,1.01816,1,14.6179
549,2004-04-02,00:00:00.00,1.5708,2.4975,0,3.10057,1.36604,4.83509,3.10057,-33333.3,-33333.3,1.21936,96.982,0.5,0,30.8217,23.9369,19.4243,20.7794,-7.47649,2,1.09602,1.09602,1,11.0545
550,2004-04-03,00:00:00.00,1.58796,0.514353,0,5.33605,4.01018,6.66192,5.33605,-33333.3,-33333.3,1.20939,97.0165,0.5,0,31.0741,24.0149,19.4635,21.8128,-7.36871,2,1.06124,1.06124,1,19.191
551,2004-04-04,00:00:00.00,1.60513,1.24519,0,5.2852,-0.903559,11.474,5.2852,-33333.3,-33333.3,1.20962,97.0155,0.5,0,31.3249,24.2226,19.5966,21.7888,-7.37146,2,2.33968,2.33968,1,19.1268
552,2004-04-05,00:00:00.00,1.6223,0,0.642942,-2.35915,-3.9312,-0.787092,-2.35915,-33333.3,-33333.3,1.24411,96.8963,0.5,0,31.5741,24.8158,19.9814,18.3742,-7.71373,2,0.784951,0.784951,1,-8.62091
553,2004-04-06,00:00:00.00,1.63947,0,0,-2.89526,-7.12066,1.33015,-2.89526,-33333.3,-33333.3,1.24658,96.8879,0.5,0,31.8214,25.0423,10.2467,18.1445,-7.7371,2,1.26793,1.26793,1,-10.6271
554,2004-04-07,00:00:00.00,1.65663,0.00553536,1.89983,-1.37012,-6.09644,3.35619,-1.37012,-33333.3,-33333.3,1.23959,96.9125,0.5,0,32.0669,25.1801,10.2843,18.8029,-7.66778,2,1.48977,1.48977,1,-5.06467
555,2004-04-08,00:00:00.00,1.6738,0,0,3.50799,-0.992813,8.00879,3.50799,-33333.3,-33333.3,1.21755,96.9889,0.5,0,32.3105,25.133,5.0266,20.9656,-7.45745,2,1.89853,1.89853,1,13.0427
556,2004-04-09,00:00:00.00,1.69097,0,0,4.85116,-1.42852,11.1308,4.85116,-33333.3,-33333.3,1.21155,97.0091,0.5,0,32.5521,25.2503,20.2393,21.5854,-7.3935,2,2.40257,2.40257,1,18.1124
557,2004-04-10,00:00:00.00,1.70813,0,0,3.84076,-1.47054,9.15205,3.84076,-33333.3,-33333.3,1.21605,96.9933,0.5,0,32.7916,25.5067,20.3316,21.1171,-7.4428,2,2.12658,2.12658,1,14.4083
558,2004-04-11,00:00:00.00,1.7253,0,0,2.56242,-1.52347,6.64831,2.56242,-33333.3,-33333.3,1.22178,96.9741,0.5,0,33.029,25.7743,20.4323,20.5368,-7.49946,2,1.76774,1.76774,1,9.69112
559,2004-04-12,00:00:00.00,1.74247,0,0,2.32828,-2.03676,6.69331,2.32828,-33333.3,-33333.3,1.22283,96.9703,0.5,0,33.2643,25.9798,20.5007,20.4316,-7.50951,2,1.81786,1.81786,1,8.84283
560,2004-04-13,00:00:00.00,1.75964,1.08551,0,3.4991,-2.37483,9.37303,3.4991,-33333.3,-33333.3,1.21761,96.9892,0.5,0,33.4972,26.1026,20.5008,20.9635,-7.45678,2,2.24923,2.24923,1,13.4238
561,2004-04-14,00:00:00.00,1.7768,4.88636,0,1.92831,0.309369,3.54726,1.92831,-33333.3,-33333.3,1.22463,96.9643,0.5,0,33.7278,26.3812,20.6532,20.2535,-7.52577,2,1.10061,1.10061,1,7.41344
562,2004-04-15,00:00:00.00,1.79397,0,0,5.65431,0.160735,11.1479,5.65431,-33333.3,-33333.3,1.20797,97.021,0.5,0,33.9561,26.3417,20.6901,21.9629,-7.35226,2,2.42774,2.42774,1,21.855
563,2004-04-16,00:00:00.00,1.81114,0,0,5.6288,-3.16749,14.4251,5.6288,-33333.3,-33333.3,1.20809,97.0208,0.5,0,34.1819,26.5269,20.7264,21.951,-7.35336,2,3.08872,3.08872,1,21.8954
564,2004-04-17,00:00:00.00,1.8283,0.586041,0,11.6332,3.85799,19.4085,11.6332,-33333.3,-33333.3,1.18157,97.1088,0.5,0,34.4052,26.2374,20.9676,24.9434,-6.96917,2,3.65969,3.65969,1,45.433
565,2004-04-18,00:00:00.00,1.84547,8.80548,0,11.7207,5.3368,18.1047,11.7207,-33333.3,-33333.3,1.1812,97.1103,0.5,0,34.626,26.406,20.9611,24.9895,-6.96237,2,3.35657,3.35657,1,46.0213
566,2004-04-19,00:00:00.00,1.86264,11.8261,0,13.4576,5.28666,21.6286,13.4576,-33333.3,-33333.3,1.17359,97.1359,0.5,0,34.8441,26.4159,21.0726,25.9139,-6.82367,2,4.04682,4.04682,1,53.2
567,2004-04-20,00:00:00.00,1.87981,0.630954,0,14.7743,7.30343,22.2451,14.7743,-33333.3,-33333.3,1.16787,97.1563,0.5,0,35.0596,26.4411,21.2073,26.657,-6.69757,2,3.98461,3.98461,1,58.8277
568,2004-04-21,00:00:00.00,1.89697,0.991147,0,6.85212,2.10512,11.5991,6.85212,-33333.3,-33333.3,1.20267,97.0392,0.5,0,35.2724,27.3251,21.7799,22.5363,-7.28582,2,2.46354,2.46354,1,27.3776
569,2004-04-22,00:00:00.00,1.91414,9.24369,0,11.4,4.40055,18.3994,11.4,-33333.3,-33333.3,1.18261,97.1059,0.5,0,35.4824,27.121,21.5649,24.821,-6.98636,2,3.56377,3.56377,1,45.7667
570,2004-04-23,00:00:00.00,1.93131,0.128588,0,9.07715,4.72042,13.4339,9.07715,-33333.3,-33333.3,1.19283,97.0721,0.5,0,35.6896,27.4888,21.9576,23.6322,-7.14919,2,2.60001,2.60001,1,36.628
571,2004-04-24,00:00:00.00,1.94847,0,0,10.0181,4.02068,16.0155,10.0181,-33333.3,-33333.3,1.18868,97.0858,0.5,0,35.894,27.5732,21.9434,24.1081,-7.08591,2,3.17612,3.17612,1,40.6117
572,2004-04-25,00:00:00.00,1.96564,0,0,6.89922,2.67403,11.1244,6.89922,-33333.3,-33333.3,1.20246,97.0399,0.5,0,36.0954,27.9862,22.1295,22.5591,-7.28316,2,2.38278,2.38278,1,28.1277
573,2004-04-26,00:00:00.00,1.98281,3.45507,0,6.93319,2.6198,11.2466,6.93319,-33333.3,-33333.3,1.2023,97.0401,0.5,0,36.294,28.1435,22.1382,22.5753,-7.28159,2,2.42363,2.42363,1,28.366
574,2004-04-27,00:00:00.00,1.99998,3.43314,0,9.57506,4.75224,14.3979,9.57506,-33333.3,-33333.3,1.19064,97.0794,0.5,0,36.4895,28.0885,22.1268,23.8831,-7.11604,2,2.84838,2.84838,1,39.3997
575,2004-04-28,00:00:00.00,2.01714,0.514353,0,1.30861,-1.36347,3.98069,1.30861,-33333.3,-33333.3,1.22741,96.9543,0.5,0,36.682,28.8276,22.7182,19.9796,-7.55025,2,1.46159,1.46159,1,5.39534
576,2004-04-29,00:00:00.00,2.03431,0.32011,0,3.31361,-3.55412,10.1813,3.31361,-33333.3,-33333.3,1.21844,96.9864,0.5,0,36.8715,28.86,22.7005,20.8798,-7.46475,2,2.65246,2.65246,1,13.8302
577,2004-04-30,00:00:00.00,2.05148,0,0,14.7755,7.25971,22.2913,14.7755,-33333.3,-33333.3,1.16779,97.1536,0.5,0,37.0578,28.0279,21.9443,26.6333,-6.71167,2,4.26745,4.26745,1,61.6043
578,2004-05-01,00:00:00.00,2.06864,3.38155,0,16.0511,12.0844,20.0178,16.0511,-33333.3,-33333.3,1.16223,97.1728,0.5,0,37.241,28.0266,21.8079,27.3453,-6.59368,2,3.26353,3.26353,1,67.3222
579,2004-05-02,00:00:00.00,2.08581,8.30451,0,11.8455,7.58285,16.1081,11.8455,-33333.3,-33333.3,1.18065,97.1124,0.5,0,37.4211,28.6227,22.3666,25.0542,-6.95272,2,2.96706,2.96706,1,49.8603
580,2004-05-03,00:00:00.00,2.10298,16.5984,0,4.19305,1.95382,6.43227,4.19305,-33333.3,-33333.3,1.21448,96.9989,0.5,0,37.598,29.3911,23.1684,21.2793,-7.42611,2,1.59049,1.59049,1,17.713
581,2004-05-04,00:00:00.00,2.12015,0,0,2.83509,-0.156232,5.82641,2.83509,-33333.3,-33333.3,1.22056,96.9784,0.5,0,37.7716,29.6202,23.9296,20.6596,-7.48778,2,1.75266,1.75266,1,12.0425
582,2004-05-05,00:00:00.00,2.13731,4.02748,0,5.0306,-3.03033,13.0915,5.0306,-33333.3,-33333.3,1.21076,97.012,0.5,0,37.9419,29.6103,23.8653,21.6698,-7.38423,2,3.198,3.198,1,21.4504
583,2004-05-06,00:00:00.00,2.15448,2.95753,0,6.1458,3.25302,9.03858,6.1458,-33333.3,-33333.3,1.20581,97.0291,0.5,0,38.109,29.6628,23.8653,22.1984,-7.32461,2,2.00324,2.00324,1,26.3357
584,2004-05-07,00:00:00.00,2.17165,1.4,0,11.4352,2.39627,20.4742,11.4352,-33333.3,-33333.3,1.18245,97.1062,0.5,0,38.2727,29.337,23.5938,24.8397,-6.98402,2,4.3746,4.3746,1,49.0961
585,2004-05-08,00:00:00.00,2.18881,0,0,8.29002,3.34632,13.2337,8.29002,-33333.3,-33333.3,1.19629,97.06,0.5,0,38.4331,29.7509,23.77,23.2401,-7.19996,2,2.89524,2.89524,1,35.7192
586,2004-05-09,00:00:00.00,2.20598,14.5727,0,5.41824,3.64926,7.18721,5.41824,-33333.3,-33333.3,1.20902,97.0173,0.5,0,38.5901,30.1033,23.9012,21.8514,-7.3648,2,1.53319,1.53319,1,23.4346
587,2004-05-10,00:00:00.00,2.22315,11.7959,0,10.9601,5.1093,16.8109,10.9601,-33333.3,-33333.3,1.18454,97.0995,0.5,0,38.7438,29.7566,23.9931,24.5922,-7.01891,2,3.5054,3.5054,1,47.6368
588,2004-05-11,00:00:00.00,2.24032,5.16928,0,18.5005,11.452,25.5491,18.5005,-33333.3,-33333.3,1.15148,97.2061,0.5,0,38.894,28.9981,23.4582,28.7496,-6.35354,2,4.87396,4.87396,1,80.6965
589,2004-05-12,00:00:00.00,2.25748,0.128588,0,18.0885,12.2605,23.9164,18.0885,-33333.3,-33333.3,1.15329,97.2003,0.5,0,39.0407,29.1671,23.4703,28.509,-6.39622,2,4.39374,4.39374,1,79.174
590,2004-05-13,00:00:00.00,2.27465,0,0,20.7416,14.3104,27.1729,20.7416,-33333.3,-33333.3,1.14165,97.2372,0.5,0,39.184,28.897,23.0749,30.0865,-6.1078,2,4.97628,4.97628,1,91.1396
591,2004-05-14,00:00:00.00,2.29182,5.91258,0,22.3201,16.6072,28.0329,22.3201,-33333.3,-33333.3,1.13468,97.258,0.5,0,39.3238,28.7542,22.7579,31.0563,-5.92251,2,4.88478,4.88478,1,98.3621
592,2004-05-15,00:00:00.00,2.30898,9.21118,0,20.586,16.6403,24.5317,20.586,-33333.3,-33333.3,1.14233,97.235,0.5,0,39.4601,29.1305,23.0363,29.992,-6.12573,2,3.90873,3.90873,1,91.0591
593,2004-05-16,00:00:00.00,2.32615,0.385765,0,8.62934,5.27155,11.9871,8.62934,-33333.3,-33333.3,1.1948,97.0652,0.5,0,39.5929,30.6442,24.3616,23.4083,-7.17838,2,2.46939,2.46939,1,38.2802
594,2004-05-17,00:00:00.00,2.34332,0,0,10.0737,3.09644,17.051,10.0737,-33333.3,-33333.3,1.18844,97.0865,0.5,0,39.7221,30.6143,24.2651,24.1365,-7.08208,2,3.80379,3.80379,1,44.8312
595,2004-05-18,00:00:00.00,2.36049,0,0,14.6424,5.49957,23.7851,14.6424,-33333.3,-33333.3,1.16839,97.1522,0.5,0,39.8478,30.2278,23.7788,26.5585,-6.72361,2,5.08357,5.08357,1,65.3676
596,2004-05-19,00:00:00.00,2.37765,0.222851,0,16.0238,11.5311,20.5164,16.0238,-33333.3,-33333.3,1.16238,97.1733,0.5,0,39.9699,30.1488,23.4699,27.3396,-6.59058,2,3.7119,3.7119,1,71.8959
597,2004-05-20,00:00:00.00,2.39482,0.128588,0,13.7205,7.11573,20.3253,13.7205,-33333.3,-33333.3,1.17244,97.1397,0.5,0,40.0884,30.5216,23.7293,26.0567,-6.80124,2,4.22261,4.22261,1,61.6729
