time [d], date, hour, day_angle, rain [mm/d], snow [mm/d], temp [C], temp_daily_min [C], temp_daily_max [C],temp_daily_ave [C],temp_monthly_min [C],temp_monthly_max [C], air_density [kg/m3], air_pressure [KPa], rel_humidity [-], cloud_cover [-], ET_radiation [MJ/m2/d], SW_radiation [MJ/m2/d], net_SW_radiation [MJ/m2/d], LW_incoming [MJ/m2/d], net_LW_radiation [MJ/m2/d], wind_speed [m/s], PET [mm/d], OW_PET [mm/d], daily_correction [-], potential_melt [mm/d]
261,2003-06-19,00:00:00.00,2.90059,7.56173,0,19.811,14.4541,25.1679,19.811,-33333.3,-33333.3,1.14574,97.2243,0.5,0,41.9197,31.1055,24.1762,29.5253,-6.21287,2,4.74111,4.74111,1,93.2934
262,2003-06-20,00:00:00.00,2.91781,2.12171,0,13.8001,10.59,17.0102,13.8001,-33333.3,-33333.3,1.17209,97.1409,0.5,0,41.9246,31.9313,24.9783,26.0998,-6.79465,2,3.05966,3.05966,1,65.0456
263,2003-06-21,00:00:00.00,2.93502,0,0,14.6371,7.8055,21.4686,14.6371,-33333.3,-33333.3,1.16841,97.1522,0.5,0,41.9257,31.8308,24.8609,26.5556,-6.72408,2,4.61634,4.61634,1,68.9545
264,2003-06-22,00:00:00.00,2.95224,0,0,18.3065,10.7651,25.8479,18.3065,-33333.3,-33333.3,1.15234,97.2035,0.5,0,41.923,31.3348,24.3604,28.6361,-6.3735,2,5.40393,5.40393,1,86.2712
265,2003-06-23,00:00:00.00,2.96945,0,0,19.6834,12.3893,26.9776,19.6834,-33333.3,-33333.3,1.14628,97.2221,0.5,0,41.9165,31.1219,24.1889,29.4501,-6.22661,2,5.51513,5.51513,1,92.7548
266,2003-06-24,00:00:00.00,2.98666,0,0,19.6938,10.1733,29.2144,19.6938,-33333.3,-33333.3,1.14625,97.2226,0.5,0,41.9062,31.1138,24.1827,29.4555,-6.22542,2,6.30455,6.30455,1,92.8234
267,2003-06-25,00:00:00.00,3.00388,0,0,20.8759,12.433,29.3188,20.8759,-33333.3,-33333.3,1.14106,97.2391,0.5,0,41.8921,30.9157,24.0288,30.1685,-6.09212,2,6.12139,6.12139,1,98.3877
268,2003-06-26,00:00:00.00,3.02109,0,0,25.0006,20.0068,29.9943,25.0006,-33333.3,-33333.3,1.12284,97.2945,0.5,0,41.8742,30.1741,23.4525,32.7621,-5.57643,2,5.17167,5.17167,1,117.834
269,2003-06-27,00:00:00.00,3.03831,6.22735,0,23.6805,17.1334,30.2276,23.6805,-33333.3,-33333.3,1.12868,97.2767,0.5,0,41.8525,30.4039,23.6309,31.9127,-5.75157,2,5.77685,5.77685,1,111.52
270,2003-06-28,00:00:00.00,3.05552,0,0,19.78,14.3767,25.1833,19.78,-33333.3,-33333.3,1.14589,97.2246,0.5,0,41.8271,31.0401,24.2156,29.511,-6.21286,2,4.7308,4.7308,1,93.205
271,2003-06-29,00:00:00.00,3.07274,1.5858,0,19.6357,13.9432,25.3282,19.6357,-33333.3,-33333.3,1.1465,97.2216,0.5,0,41.7978,31.0415,24.1264,29.4206,-6.23243,2,4.85325,4.85325,1,92.3691
272,2003-06-30,00:00:00.00,3.08995,2.10339,0,20.3942,15.3018,25.4867,20.3942,-33333.3,-33333.3,1.14317,97.232,0.5,0,41.7648,30.8982,24.0173,29.8757,-6.14817,2,4.68083,4.68083,1,95.8867
273,2003-07-01,00:00:00.00,3.10716,0.0642942,0,17.7184,11.3665,24.0703,17.7184,-33333.3,-33333.3,1.15491,97.1953,0.5,0,41.7281,31.2725,24.3074,28.2943,-6.43375,2,4.85811,4.85811,1,83.26
274,2003-07-02,00:00:00.00,3.12438,0,0,20.7397,13.7397,27.7397,20.7397,-33333.3,-33333.3,1.14165,97.2367,0.5,0,41.6876,30.7853,23.9272,30.0849,-6.109,2,5.52832,5.52832,1,97.3671
275,2003-07-03,00:00:00.00,3.14159,0,0,20.7394,12.7708,28.708,20.7394,-33333.3,-33333.3,1.14166,97.2371,0.5,0,41.6433,30.7532,23.9025,30.0851,-6.10808,2,5.89171,5.89171,1,97.3366
276,2003-07-04,00:00:00.00,3.15881,0,0,23.0372,15.9028,30.1717,23.0372,-33333.3,-33333.3,1.13152,97.2679,0.5,0,41.5953,30.331,23.5742,31.505,-5.83341,2,5.89993,5.89993,1,108.009
277,2003-07-05,00:00:00.00,3.17602,0.0172319,0,25.2944,19.7439,30.8448,25.2944,-33333.3,-33333.3,1.12151,97.2976,0.5,0,41.5436,29.8775,23.2216,32.9509,-5.53938,2,5.48561,5.48561,1,118.435
278,2003-07-06,00:00:00.00,3.19324,2.43283,0,23.8152,19.1551,28.4753,23.8152,-33333.3,-33333.3,1.12808,97.2783,0.5,0,41.4881,30.1134,23.4051,31.9976,-5.73471,2,4.84202,4.84202,1,111.419
279,2003-07-07,00:00:00.00,3.21045,5.34643,0,22.9614,16.2057,29.7171,22.9614,-33333.3,-33333.3,1.13187,97.2671,0.5,0,41.4289,30.2219,23.4896,31.4579,-5.84227,2,5.70797,5.70797,1,107.325
280,2003-07-08,00:00:00.00,3.22766,8.33295,0,21.6754,18.9647,24.3861,21.6754,-33333.3,-33333.3,1.13753,97.2494,0.5,0,41.3661,30.3937,23.8012,30.657,-5.99992,2,3.49254,3.49254,1,101.134
281,2003-07-09,00:00:00.00,3.24488,0.620229,0,21.9311,18.1569,25.7053,21.9311,-33333.3,-33333.3,1.13641,97.253,0.5,0,41.2995,30.302,23.9704,30.8149,-5.96918,2,4.1434,4.1434,1,102.204
282,2003-07-10,00:00:00.00,3.26209,0.321471,0,21.0735,15.9734,26.1736,21.0735,-33333.3,-33333.3,1.14018,97.2413,0.5,0,41.2292,30.3906,23.8572,30.2879,-6.07044,2,4.70424,4.70424,1,98.0623
283,2003-07-11,00:00:00.00,3.27931,3.18464,0,18.4912,16.1916,20.7908,18.4912,-33333.3,-33333.3,1.15151,97.2055,0.5,0,41.1552,30.7278,23.8974,28.7455,-6.35455,2,2.93197,2.93197,1,85.8691
284,2003-07-12,00:00:00.00,3.29652,8.7808,0,17.3962,14.7216,20.0707,17.3962,-33333.3,-33333.3,1.15633,97.1912,0.5,0,41.0776,30.8255,24.0201,28.109,-6.46525,2,3.07225,3.07225,1,80.7339
285,2003-07-13,00:00:00.00,3.31373,1.08578,0,15.3454,13.3656,17.3251,15.3454,-33333.3,-33333.3,1.16529,97.1615,0.5,0,40.9963,31.0302,24.4868,26.9495,-6.66082,2,2.48564,2.48564,1,70.9986
286,2003-07-14,00:00:00.00,3.33095,0.0772181,0,17.8493,11.2682,24.4303,17.8493,-33333.3,-33333.3,1.15434,97.1971,0.5,0,40.9114,30.6364,24.0997,28.3703,-6.42029,2,4.86457,4.86457,1,82.5319
287,2003-07-15,00:00:00.00,3.34816,0,0,19.8715,12.6677,27.0752,19.8715,-33333.3,-33333.3,1.14549,97.226,0.5,0,40.8229,30.273,23.6266,29.5669,-6.20209,2,5.35288,5.35288,1,91.8003
288,2003-07-16,00:00:00.00,3.36538,11.4739,0,19.2026,12.9504,25.4549,19.2026,-33333.3,-33333.3,1.14841,97.2159,0.5,0,40.7307,30.305,23.5541,29.1633,-6.27916,2,4.90136,4.90136,1,88.4295
289,2003-07-17,00:00:00.00,3.38259,0.578647,0,15.7456,12.0953,19.3959,15.7456,-33333.3,-33333.3,1.16356,97.1679,0.5,0,40.6349,30.7051,24.2074,27.1712,-6.62412,2,3.37778,3.37778,1,72.375
290,2003-07-18,00:00:00.00,3.39981,0.0627957,0,18.5649,10.1304,26.9994,18.5649,-33333.3,-33333.3,1.15122,97.2076,0.5,0,40.5355,30.2501,23.7281,28.7889,-6.34518,2,5.5645,5.5645,1,85.2058
291,2003-07-19,00:00:00.00,3.41702,0,0,17.0145,11.2566,22.7723,17.0145,-33333.3,-33333.3,1.15799,97.1854,0.5,0,40.4326,30.3848,23.6379,27.8897,-6.50384,2,4.38829,4.38829,1,77.8354
292,2003-07-20,00:00:00.00,3.43423,0,0,16.7675,9.89349,23.6414,16.7675,-33333.3,-33333.3,1.15909,97.1826,0.5,0,40.3261,30.3366,23.5791,27.7503,-6.52592,2,4.74918,4.74918,1,76.6275
293,2003-07-21,00:00:00.00,3.45145,3.25319,0,17.6554,14.033,21.2779,17.6554,-33333.3,-33333.3,1.15519,97.1946,0.5,0,40.216,30.134,23.4213,28.258,-6.43975,2,3.50885,3.50885,1,80.4427
294,2003-07-22,00:00:00.00,3.46866,5.89805,0,19.9293,16.1116,23.747,19.9293,-33333.3,-33333.3,1.14522,97.2261,0.5,0,40.1024,29.7227,23.1296,29.5966,-6.19914,2,3.8443,3.8443,1,90.5961
295,2003-07-23,00:00:00.00,3.48588,0.0642942,0,18.7309,13.8986,23.5632,18.7309,-33333.3,-33333.3,1.15048,97.2098,0.5,0,39.9853,29.8085,23.3219,28.8858,-6.32815,2,4.1722,4.1722,1,84.9477
296,2003-07-24,00:00:00.00,3.50309,0,0,18.9726,13.2368,24.7084,18.9726,-33333.3,-33333.3,1.14943,97.2133,0.5,0,39.8647,29.682,23.0897,29.0291,-6.30185,2,4.56498,4.56498,1,85.8342
297,2003-07-25,00:00:00.00,3.52031,0.00861593,0,19.7115,14.8051,24.618,19.7115,-33333.3,-33333.3,1.14619,97.2238,0.5,0,39.7406,29.4786,22.9123,29.4724,-6.21897,2,4.26218,4.26218,1,88.9861
298,2003-07-26,00:00:00.00,3.53752,0,0,20.1148,13.3942,26.8354,20.1148,-33333.3,-33333.3,1.14442,97.2292,0.5,0,39.613,29.3231,22.7913,29.7114,-6.17604,2,5.05728,5.05728,1,90.5152
299,2003-07-27,00:00:00.00,3.55473,1.3247,0,21.2668,17.8445,24.689,21.2668,-33333.3,-33333.3,1.13933,97.244,0.5,0,39.482,29.049,22.5779,30.406,-6.04791,2,3.70581,3.70581,1,95.3324
300,2003-07-28,00:00:00.00,3.57195,0.125591,0,20.7653,17.0462,24.4845,20.7653,-33333.3,-33333.3,1.14156,97.2382,0.5,0,39.3476,29.0233,22.5654,30.1056,-6.10186,2,3.74754,3.74754,1,92.8956
301,2003-07-29,00:00:00.00,3.58916,0,0,17.438,11.2709,23.6051,17.438,-33333.3,-33333.3,1.15615,97.1919,0.5,0,39.2098,29.392,22.8467,28.1336,-6.46058,2,4.4604,4.4604,1,77.7547
302,2003-07-30,00:00:00.00,3.60638,0,0,18.5197,11.3254,25.714,18.5197,-33333.3,-33333.3,1.15141,97.207,0.5,0,39.0686,29.1377,22.6472,28.7626,-6.34972,2,4.93897,4.93897,1,82.3293
303,2003-07-31,00:00:00.00,3.62359,0,0,20.0656,12.494,27.6373,20.0656,-33333.3,-33333.3,1.14462,97.228,0.5,0,38.924,28.8079,22.3908,29.6787,-6.18373,2,5.27379,5.27379,1,88.8905
304,2003-08-01,00:00:00.00,3.6408,2.75659,0,21.4623,17.6943,25.2303,21.4623,-33333.3,-33333.3,1.13847,97.2467,0.5,0,38.7761,28.4847,22.1394,30.5261,-6.02486,2,3.83326,3.83326,1,94.7108
305,2003-08-02,00:00:00.00,3.65802,2.4724,0,21.8526,16.9084,26.7968,21.8526,-33333.3,-33333.3,1.13675,97.2518,0.5,0,38.6248,28.3094,22.056,30.7664,-5.97875,2,4.41848,4.41848,1,96.1027
306,2003-08-03,00:00:00.00,3.67523,2.93261,0,21.0253,17.9243,24.1262,21.0253,-33333.3,-33333.3,1.14039,97.2407,0.5,0,38.4703,28.3196,22.094,30.2585,-6.07599,2,3.41975,3.41975,1,92.1526
307,2003-08-04,00:00:00.00,3.69245,18.1345,0,19.8651,18.4353,21.2949,19.8651,-33333.3,-33333.3,1.14549,97.2246,0.5,0,38.3125,28.369,22.1235,29.5579,-6.20731,2,2.23524,2.23524,1,86.7349
308,2003-08-05,00:00:00.00,3.70966,0.00861593,0,22.3076,17.9523,26.663,22.3076,-33333.3,-33333.3,1.13475,97.2581,0.5,0,38.1515,27.8802,22.3898,31.0484,-5.92351,2,4.15257,4.15257,1,97.0908
309,2003-08-06,00:00:00.00,3.72688,4.79968,0,20.6368,15.5616,25.7121,20.6368,-33333.3,-33333.3,1.1421,97.2353,0.5,0,37.9872,28.009,22.2993,30.0225,-6.12068,2,4.27784,4.27784,1,89.4589
310,2003-08-07,00:00:00.00,3.74409,2.47727,0,20.4756,17.0571,23.894,20.4756,-33333.3,-33333.3,1.14281,97.233,0.5,0,37.8198,27.9044,22.1397,29.925,-6.13893,2,3.48014,3.48014,1,88.4261
311,2003-08-08,00:00:00.00,3.7613,2.31309,0,21.8593,16.8064,26.9122,21.8593,-33333.3,-33333.3,1.13673,97.2522,0.5,0,37.6492,27.569,21.8339,30.7707,-5.97724,2,4.36396,4.36396,1,94.0751
312,2003-08-09,00:00:00.00,3.77852,0,0,21.52,16.6108,26.4293,21.52,-33333.3,-33333.3,1.13822,97.2475,0.5,0,37.4754,27.488,21.6916,30.5615,-6.01778,2,4.24408,4.24408,1,92.2402
313,2003-08-10,00:00:00.00,3.79573,0.189886,0,21.2562,16.074,26.4384,21.2562,-33333.3,-33333.3,1.13938,97.244,0.5,0,37.2986,27.3924,21.5383,30.3997,-6.0488,2,4.30559,4.30559,1,90.7382
314,2003-08-11,00:00:00.00,3.81295,0,0,21.191,16.3907,25.9913,21.191,-33333.3,-33333.3,1.13967,97.2432,0.5,0,37.1187,27.2647,21.3647,30.3603,-6.05578,2,4.12392,4.12392,1,90.1094
315,2003-08-12,00:00:00.00,3.83016,10.8335,0,20.7566,16.4826,25.0307,20.7566,-33333.3,-33333.3,1.14159,97.2375,0.5,0,36.9358,27.1877,21.2328,30.0962,-6.10552,2,3.82774,3.82774,1,87.9032
316,2003-08-13,00:00:00.00,3.84738,3.27938,0,22.5002,18.36,26.6404,22.5002,-33333.3,-33333.3,1.1339,97.261,0.5,0,36.7499,26.7866,21.1814,31.1696,-5.89878,2,3.9147,3.9147,1,94.8783
317,2003-08-14,00:00:00.00,3.86459,0.0642942,0,23.3056,16.5942,30.017,23.3056,-33333.3,-33333.3,1.13034,97.2716,0.5,0,36.561,26.5178,20.8997,31.6748,-5.79914,2,5.06351,5.06351,1,97.8298
318,2003-08-15,00:00:00.00,3.8818,0,0,23.411,17.062,29.7599,23.411,-33333.3,-33333.3,1.12988,97.2731,0.5,0,36.3692,26.3557,20.6223,31.7417,-5.7855,2,4.91135,4.91135,1,97.843
319,2003-08-16,00:00:00.00,3.89902,0.188387,0,22.9408,17.0386,28.843,22.9408,-33333.3,-33333.3,1.13195,97.2667,0.5,0,36.1744,26.2809,20.4842,31.4445,-5.84531,2,4.65666,4.65666,1,95.4251
320,2003-08-17,00:00:00.00,3.91623,1.93107,0,23.1309,18.6563,27.6056,23.1309,-33333.3,-33333.3,1.13113,97.2699,0.5,0,35.9769,26.1004,20.3039,31.5683,-5.81834,2,4.04504,4.04504,1,95.8306
321,2003-08-18,00:00:00.00,3.93345,0,0,18.1492,12.6887,23.6097,18.1492,-33333.3,-33333.3,1.15303,97.2016,0.5,0,35.7765,26.6418,20.722,28.5449,-6.38907,2,3.90797,3.90797,1,74.8112
322,2003-08-19,00:00:00.00,3.95066,0,0,18.4155,10.1698,26.6612,18.4155,-33333.3,-33333.3,1.15187,97.2054,0.5,0,35.5734,26.4502,20.5615,28.7011,-6.36098,2,4.81122,4.81122,1,75.5631
323,2003-08-20,00:00:00.00,3.96787,0,0,19.4981,11.3007,27.6956,19.4981,-33333.3,-33333.3,1.14712,97.2203,0.5,0,35.3675,26.1511,20.3261,29.3396,-6.24605,2,4.91195,4.91195,1,79.6095
324,2003-08-21,00:00:00.00,3.98509,0.0642942,0,20.5413,12.881,28.2016,20.5413,-33333.3,-33333.3,1.14254,97.2347,0.5,0,35.159,25.8501,20.0922,29.9664,-6.12951,2,4.84938,4.84938,1,83.4679
325,2003-08-22,00:00:00.00,4.0023,2.22852,0,22.8887,15.7064,30.071,22.8887,-33333.3,-33333.3,1.13217,97.2656,0.5,0,34.9478,25.3517,19.7046,31.4119,-5.85257,2,4.94928,4.94928,1,92.4568
326,2003-08-23,00:00:00.00,4.01952,0,0,20.6479,16.82,24.4758,20.6479,-33333.3,-33333.3,1.14206,97.2357,0.5,0,34.734,25.5072,19.8447,30.0293,-6.11878,2,3.39696,3.39696,1,83.0261
327,2003-08-24,00:00:00.00,4.03673,0,0,17.3218,12.4187,22.225,17.3218,-33333.3,-33333.3,1.15666,97.1901,0.5,0,34.5177,25.7582,20.0233,28.0659,-6.47295,2,3.49106,3.49106,1,69.2946
328,2003-08-25,00:00:00.00,4.05395,0.125591,0,15.5438,7.9656,23.1221,15.5438,-33333.3,-33333.3,1.16444,97.1651,0.5,0,34.2989,25.7853,20.042,27.0583,-6.64273,2,4.09455,4.09455,1,61.8406
329,2003-08-26,00:00:00.00,4.07116,2.13506,0,23.2086,17.9837,28.4335,23.2086,-33333.3,-33333.3,1.13076,97.27,0.5,0,34.0777,24.6397,19.1515,31.6132,-5.81198,2,4.15026,4.15026,1,91.8573
330,2003-08-27,00:00:00.00,4.08837,3.47254,0,22.9445,18.2416,27.6474,22.9445,-33333.3,-33333.3,1.13193,97.2664,0.5,0,33.8541,24.5067,19.0833,31.4468,-5.84545,2,3.89017,3.89017,1,90.3061
331,2003-08-28,00:00:00.00,4.10559,0,0,17.6583,11.8901,23.4266,17.6583,-33333.3,-33333.3,1.1552,97.1957,0.5,0,33.6281,25.0192,19.4854,28.2667,-6.43481,2,3.68961,3.68961,1,69.2177
332,2003-08-29,00:00:00.00,4.1228,0.313979,0,16.1,7.96411,24.236,16.1,-33333.3,-33333.3,1.16201,97.1732,0.5,0,33.3999,25.0158,19.4457,27.3709,-6.59049,2,4.19972,4.19972,1,62.7069
333,2003-08-30,00:00:00.00,4.14002,0.568159,0,20.0718,13.4084,26.7352,20.0718,-33333.3,-33333.3,1.14459,97.2279,0.5,0,33.1694,24.3691,18.9415,29.6817,-6.18398,2,4.21505,4.21505,1,77.7069
334,2003-08-31,00:00:00.00,4.15723,0,0,15.3071,9.95307,20.6612,15.3071,-33333.3,-33333.3,1.16549,97.162,0.5,0,32.9368,24.7329,19.2249,26.927,-6.66354,2,3.2808,3.2808,1,58.9538
335,2003-09-01,00:00:00.00,4.17445,0,0,15.3326,8.38427,22.281,15.3326,-33333.3,-33333.3,1.16537,97.1622,0.5,0,32.7021,24.5442,19.0774,26.9407,-6.6617,2,3.71456,3.71456,1,58.697
336,2003-09-02,00:00:00.00,4.19166,0.541325,0,16.4968,13.5767,19.4168,16.4968,-33333.3,-33333.3,1.16027,97.1786,0.5,0,32.4654,24.2352,18.8372,27.5949,-6.55315,2,2.46859,2.46859,1,62.7952
337,2003-09-03,00:00:00.00,4.20887,0.0642942,0,17.4841,11.4363,23.5318,17.4841,-33333.3,-33333.3,1.15595,97.1924,0.5,0,32.2267,23.9393,18.6124,28.1594,-6.45665,2,3.62421,3.62421,1,66.1578
338,2003-09-04,00:00:00.00,4.22609,0,0,17.7303,11.2519,24.2087,17.7303,-33333.3,-33333.3,1.15488,97.1962,0.5,0,31.9861,23.7224,18.4391,28.3032,-6.43072,2,3.76142,3.76142,1,66.7173
339,2003-09-05,00:00:00.00,4.2433,0,0,16.205,12.3288,20.0813,16.205,-33333.3,-33333.3,1.16155,97.1746,0.5,0,31.7436,23.6952,18.4176,27.4307,-6.58015,2,2.76211,2.76211,1,60.6128
340,2003-09-06,00:00:00.00,4.26052,0,0,15.1121,8.96261,21.2617,15.1121,-33333.3,-33333.3,1.16634,97.1594,0.5,0,31.4994,23.6117,18.3527,26.8193,-6.68068,2,3.3407,3.3407,1,56.1768
341,2003-09-07,00:00:00.00,4.27773,0,0,15.1021,5.95543,24.2488,15.1021,-33333.3,-33333.3,1.16638,97.1591,0.5,0,31.2534,23.4173,18.2016,26.8131,-6.6821,2,4.04423,4.04423,1,55.7851
342,2003-09-08,00:00:00.00,4.29494,0,0,20.1053,14.1271,26.0836,20.1053,-33333.3,-33333.3,1.14443,97.228,0.5,0,31.0059,22.6785,17.6273,29.7022,-6.1802,2,3.73267,3.73267,1,73.7718
343,2003-09-09,00:00:00.00,4.31216,0,0,17.3476,11.6141,23.081,17.3476,-33333.3,-33333.3,1.15656,97.191,0.5,0,30.7568,22.795,17.718,28.0833,-6.46854,2,3.36342,3.36342,1,63.2977
344,2003-09-10,00:00:00.00,4.32937,0,0,16.4274,9.56312,23.2917,16.4274,-33333.3,-33333.3,1.16059,97.1784,0.5,0,30.5061,22.6917,17.6378,27.5604,-6.55664,2,3.55735,3.55735,1,59.5829
345,2003-09-11,00:00:00.00,4.34659,0,0,17.7518,9.94902,25.5546,17.7518,-33333.3,-33333.3,1.1548,97.1971,0.5,0,30.2541,22.3542,17.3756,28.3218,-6.4247,2,3.90193,3.90193,1,63.9953
346,2003-09-12,00:00:00.00,4.3638,0,0,18.9496,10.336,27.5632,18.9496,-33333.3,-33333.3,1.14954,97.2133,0.5,0,30.0008,22.0258,17.1203,29.0183,-6.30246,2,4.2076,4.2076,1,67.8498
347,2003-09-13,00:00:00.00,4.38102,0,0,19.1439,12.4111,25.8768,19.1439,-33333.3,-33333.3,1.14868,97.2159,0.5,0,29.7462,21.8044,16.9481,29.1325,-6.2823,2,3.7071,3.7071,1,68.0773
348,2003-09-14,00:00:00.00,4.39823,0,0,18.9869,11.5756,26.3983,18.9869,-33333.3,-33333.3,1.14937,97.2136,0.5,0,29.4904,21.6213,16.8058,29.038,-6.30023,2,3.83941,3.83941,1,67.0558
349,2003-09-15,00:00:00.00,4.41544,3.86274,0,22.0705,18.7174,25.4236,22.0705,-33333.3,-33333.3,1.13579,97.2549,0.5,0,29.2335,21.0615,16.3706,30.9012,-5.95225,2,2.76007,2.76007,1,77.3916
350,2003-09-16,00:00:00.00,4.43266,9.44159,0,16.6233,12.8442,20.4024,16.6233,-33333.3,-33333.3,1.15973,97.1809,0.5,0,28.9756,21.4604,16.7749,27.6691,-6.53944,2,2.48285,2.48285,1,57.9339
351,2003-09-17,00:00:00.00,4.44987,0.0642942,0,15.684,10.0185,21.3494,15.684,-33333.3,-33333.3,1.16382,97.1669,0.5,0,28.7168,21.3446,16.907,27.1368,-6.62988,2,2.97614,2.97614,1,54.2507
352,2003-09-18,00:00:00.00,4.46709,0,0,17.3358,8.85095,25.8207,17.3358,-33333.3,-33333.3,1.15661,97.1908,0.5,0,28.4571,20.9798,16.5227,28.0768,-6.4696,2,3.78724,3.78724,1,59.5969
353,2003-09-19,00:00:00.00,4.4843,1.87534,0,15.994,9.72087,22.267,15.994,-33333.3,-33333.3,1.16249,97.1723,0.5,0,28.1966,20.902,16.3326,27.3155,-6.59772,2,3.10102,3.10102,1,54.6226
354,2003-09-20,00:00:00.00,4.50151,23.0183,0,16.045,14.0431,18.0468,16.045,-33333.3,-33333.3,1.16225,97.1721,0.5,0,27.9355,20.6905,16.164,27.3393,-6.59632,2,1.73902,1.73902,1,54.3588
355,2003-09-21,00:00:00.00,4.51873,0,0,12.9264,7.48372,18.3692,12.9264,-33333.3,-33333.3,1.17592,97.1283,0.5,0,27.6738,20.7502,16.8775,25.6283,-6.86711,2,2.57882,2.57882,1,43.5151
356,2003-09-22,00:00:00.00,4.53594,0.0642942,0,12.3474,4.67017,20.0247,12.3474,-33333.3,-33333.3,1.17847,97.1202,0.5,0,27.4116,20.585,16.6613,25.3211,-6.91242,2,2.97749,2.97749,1,41.2885
357,2003-09-23,00:00:00.00,4.55316,21.1112,0,14.956,11.4809,18.4311,14.956,-33333.3,-33333.3,1.167,97.1561,0.5,0,27.149,20.1603,16.2241,26.733,-6.69591,2,2.14554,2.14554,1,49.5612
358,2003-09-24,00:00:00.00,4.57037,0.188387,0,14.2375,11.8741,16.6008,14.2375,-33333.3,-33333.3,1.17017,97.1469,0.5,0,26.886,20.0129,16.3396,26.3371,-6.75822,2,1.71511,1.71511,1,46.8939
359,2003-09-25,00:00:00.00,4.58759,6.98257,0,13.4223,7.66909,19.1754,13.4223,-33333.3,-33333.3,1.17373,97.1348,0.5,0,26.6228,19.8681,16.182,25.8938,-6.82755,2,2.59303,2.59303,1,43.88
360,2003-09-26,00:00:00.00,4.6048,0.450059,0,10.8202,5.93165,15.7087,10.8202,-33333.3,-33333.3,1.18517,97.0979,0.5,0,26.3595,19.85,16.167,24.5209,-7.02814,2,2.15077,2.15077,1,35.1521
361,2003-09-27,00:00:00.00,4.62201,6.56585,0,10.7766,3.49957,18.0537,10.7766,-33333.3,-33333.3,1.18535,97.0968,0.5,0,26.0962,19.6403,15.9462,24.4973,-7.03229,2,2.61596,2.61596,1,34.7202
362,2003-09-28,00:00:00.00,4.63923,10.2183,0,14.0858,10.8922,17.2795,14.0858,-33333.3,-33333.3,1.17085,97.1452,0.5,0,25.8328,19.1835,15.5742,26.2565,-6.7697,2,1.91039,1.91039,1,45.0897
363,2003-09-29,00:00:00.00,4.65644,0.591897,0,11.5652,8.05293,15.0775,11.5652,-33333.3,-33333.3,1.18188,97.1082,0.5,0,25.5696,19.1611,15.6175,24.9072,-6.97418,2,1.82831,1.82831,1,36.7147
364,2003-09-30,00:00:00.00,4.67366,0.291778,0,8.63905,5.19827,12.0798,8.63905,-33333.3,-33333.3,1.19479,97.0667,0.5,0,25.3067,19.1394,15.562,23.4188,-7.17421,2,1.59854,1.59854,1,27.289
365,2003-10-01,00:00:00.00,4.69087,2.0332,0,6.7755,2.91373,10.6373,6.7755,-33333.3,-33333.3,1.203,97.0378,0.5,0,25.044,19.0344,15.4454,22.499,-7.29058,2,1.57267,1.57267,1,21.1871
366,2003-10-02,00:00:00.00,4.70809,4.23174,0,5.44985,1.12753,9.77218,5.44985,-33333.3,-33333.3,1.20889,97.0182,0.5,0,24.7818,18.8911,15.3191,21.8665,-7.36285,2,1.55511,1.55511,1,16.9213
367,2003-10-03,00:00:00.00,4.7253,1.248,0,4.31393,0.215611,8.41224,4.31393,-33333.3,-33333.3,1.21395,97.0012,0.5,0,24.5201,18.7335,15.2034,21.3361,-7.41961,2,1.42655,1.42655,1,13.3118
368,2003-10-04,00:00:00.00,4.74251,11.8472,0,5.01602,-0.657421,10.6895,5.01602,-33333.3,-33333.3,1.21081,97.0114,0.5,0,24.259,18.4858,14.9876,21.6623,-7.38548,2,1.71285,1.71285,1,15.3268
369,2003-10-05,00:00:00.00,4.75973,6.53533,0,5.56767,2.55326,8.58209,5.56767,-33333.3,-33333.3,1.20836,97.0198,0.5,0,23.9986,18.246,14.8748,21.9219,-7.3568,2,1.26381,1.26381,1,16.8954
370,2003-10-06,00:00:00.00,4.77694,1.59353,0,5.33187,1.77304,8.8907,5.33187,-33333.3,-33333.3,1.20941,97.0164,0.5,0,23.739,18.046,14.7419,21.8109,-7.36891,2,1.34683,1.34683,1,16.0666
371,2003-10-07,00:00:00.00,4.79416,0,0,6.25734,0.564619,11.9501,6.25734,-33333.3,-33333.3,1.2053,97.0301,0.5,0,23.4802,17.7886,14.5171,22.2499,-7.31968,2,1.75266,1.75266,1,18.6936
372,2003-10-08,00:00:00.00,4.81137,0.0642942,0,7.55181,-1.37559,16.4792,7.55181,-33333.3,-33333.3,1.19957,97.0497,0.5,0,23.2225,17.5113,14.2533,22.8767,-7.24468,2,2.28741,2.28741,1,22.4101
373,2003-10-09,00:00:00.00,4.82858,0,0,16.5935,8.24493,24.9421,16.5935,-33333.3,-33333.3,1.15982,97.1787,0.5,0,22.9658,16.6999,13.5434,27.6533,-6.54359,2,2.95317,2.95317,1,48.789
374,2003-10-10,00:00:00.00,4.8458,0,0,16.7748,8.10705,25.4426,16.7748,-33333.3,-33333.3,1.15906,97.1826,0.5,0,22.7103,16.4868,13.2925,27.7535,-6.52592,2,3.00595,3.00595,1,49.0153
