time,date,hour,precip [mm/day],sub36 [m],sub36 (observed) [m3/s],sub43 [m]
618,2004-06-10,00:00:00,0.954574,209.1582,209.772,204.1501
619,2004-06-11,00:00:00,1.86317,209.1546,209.754,203.9928
620,2004-06-12,00:00:00,0,209.1528,209.7387,203.8278
621,2004-06-13,00:00:00,0,209.1528,209.7252,203.6628
622,2004-06-14,00:00:00,15.2757,209.1537,209.7108,203.5
623,2004-06-15,00:00:00,16.0037,209.1546,209.6982,203.3383
624,2004-06-16,00:00:00,0.128588,209.1555,209.6847,203.1777
625,2004-06-17,00:00:00,0.791522,209.1528,209.6694,203.0149
626,2004-06-18,00:00:00,5.44093,209.16,209.6622,202.8543
627,2004-06-19,00:00:00,0.137855,209.1825,209.6712,202.6959
628,2004-06-20,00:00:00,1.15729,209.2086,209.6856,202.5364
629,2004-06-21,00:00:00,0,209.2374,209.7,202.3813
630,2004-06-22,00:00:00,6.29211,209.2527,209.7027,202.224
631,2004-06-23,00:00:00,0.385765,209.2509,209.6883,202.0678
632,2004-06-24,00:00:00,6.72297,209.2419,209.6685,201.9105
633,2004-06-25,00:00:00,5.56315,209.2428,209.6595,201.7543
634,2004-06-26,00:00:00,0.125591,209.2626,209.6685,201.5992
635,2004-06-27,00:00:00,0,209.295,209.6892,201.4496
636,2004-06-28,00:00:00,0.707985,209.3247,209.7081,201.2978
637,2004-06-29,00:00:00,0.137204,209.3517,209.7243,201.1493
638,2004-06-30,00:00:00,0,209.3643,209.7261,201.003
639,2004-07-01,00:00:00,0,209.3589,209.7099,200.8567
640,2004-07-02,00:00:00,0,209.3643,209.7036,200.7181
641,2004-07-03,00:00:00,0,209.3949,209.7234,200.5839
642,2004-07-04,00:00:00,0,209.4309,209.7477,200.4475
643,2004-07-05,00:00:00,5.25292,209.4597,209.7666,200.3078
644,2004-07-06,00:00:00,0.385765,209.4804,209.7783,200.1637
645,2004-07-07,00:00:00,4.58709,209.5002,209.7882,200.0262
646,2004-07-08,00:00:00,6.4989,209.5209,209.7981,199.8887
647,2004-07-09,00:00:00,0.523107,209.5389,209.8071,199.7501
648,2004-07-10,00:00:00,0.128588,209.5587,209.8188,199.6104
649,2004-07-11,00:00:00,0,209.5821,209.8332,199.4696
650,2004-07-12,00:00:00,0,209.6091,209.853,199.3409
651,2004-07-13,00:00:00,0,209.6316,209.8665,199.2144
652,2004-07-14,00:00:00,5.79063,209.6442,209.871,199.0802
653,2004-07-15,00:00:00,4.75079,209.655,209.8737,198.9449
654,2004-07-16,00:00:00,6.4059,209.6658,209.8773,198.8096
655,2004-07-17,00:00:00,0.257177,209.6829,209.8872,198.6765
656,2004-07-18,00:00:00,8.88626,209.7054,209.9025,198.55
657,2004-07-19,00:00:00,5.27989,209.7315,209.9205,198.429
658,2004-07-20,00:00:00,0.408616,209.7495,209.9313,198.2992
659,2004-07-21,00:00:00,0.128588,209.7585,209.934,198.1683
660,2004-07-22,00:00:00,1.589,209.7657,209.9358,198.0374
661,2004-07-23,00:00:00,6.94377,209.7756,209.9385,197.9076
662,2004-07-24,00:00:00,0,209.799,209.9565,197.791
663,2004-07-25,00:00:00,0,209.8269,209.9745,197.7052
664,2004-07-26,00:00:00,0,209.8368,209.9682,197.6601
665,2004-07-27,00:00:00,1.03671,209.8386,209.9484,197.6623
666,2004-07-28,00:00:00,12.671,209.8494,209.9322,197.6898
667,2004-07-29,00:00:00,1.60586,209.8755,209.9376,197.7657
668,2004-07-30,00:00:00,0,209.9061,209.9592,197.8867
669,2004-07-31,00:00:00,9.73135,209.9295,209.97,197.978
670,2004-08-01,00:00:00,26.3546,209.9421,209.9664,198.0187
671,2004-08-02,00:00:00,0,209.9439,209.9565,198.0044
672,2004-08-03,00:00:00,8.00946,209.9376,209.9412,197.9483
673,2004-08-04,00:00:00,0.630954,209.925,209.9232,197.8592
674,2004-08-05,00:00:00,1.74633,209.9223,209.9178,197.7525
675,2004-08-06,00:00:00,0.128588,209.9286,209.9214,197.6403
676,2004-08-07,00:00:00,0,209.9385,209.9259,197.5248
677,2004-08-08,00:00:00,0,209.9511,209.934,197.4038
678,2004-08-09,00:00:00,0,209.961,209.9394,197.2806
679,2004-08-10,00:00:00,0.402622,209.9709,209.9448,197.1585
680,2004-08-11,00:00:00,0.249211,209.9808,209.9502,197.0375
681,2004-08-12,00:00:00,5.33772,209.9925,209.9556,196.9154
682,2004-08-13,00:00:00,0.180284,210.0024,209.9601,196.7933
683,2004-08-14,00:00:00,3.52662,210.015,209.9682,196.6712
684,2004-08-15,00:00:00,0,210.0312,209.9799,196.5502
685,2004-08-16,00:00:00,0,210.0474,209.9907,196.4303
686,2004-08-17,00:00:00,0,210.0609,209.9997,196.3115
687,2004-08-18,00:00:00,0.348442,210.0708,210.0051,196.1938
688,2004-08-19,00:00:00,0.319972,210.0825,210.0114,196.0783
689,2004-08-20,00:00:00,0,210.0933,210.0177,195.9628
690,2004-08-21,00:00:00,0.0714117,210.1194,210.0411,195.8803
691,2004-08-22,00:00:00,0,210.1446,210.0636,195.8176
692,2004-08-23,00:00:00,0,210.1545,210.0654,195.7351
693,2004-08-24,00:00:00,0.128588,210.159,210.0636,195.6394
694,2004-08-25,00:00:00,0,210.1599,210.0609,195.5316
695,2004-08-26,00:00:00,1.01502,210.1644,210.0645,195.4216
696,2004-08-27,00:00:00,7.34807,210.1725,210.069,195.3116
697,2004-08-28,00:00:00,2.23516,210.1833,210.0762,195.2016
698,2004-08-29,00:00:00,10.6383,210.1986,210.0879,195.0938
699,2004-08-30,00:00:00,18.5726,210.222,210.1059,194.9959
700,2004-08-31,00:00:00,0,210.2427,210.1221,194.9013
701,2004-09-01,00:00:00,0.128588,210.2517,210.1266,194.7968
702,2004-09-02,00:00:00,0,210.2571,210.1293,194.6912
703,2004-09-03,00:00:00,0,210.2634,210.132,194.5845
704,2004-09-04,00:00:00,0,210.2715,210.1383,194.4789
705,2004-09-05,00:00:00,0,210.2841,210.1482,194.3744
706,2004-09-06,00:00:00,0,210.2967,210.1581,194.271
707,2004-09-07,00:00:00,5.01124,210.3084,210.1671,194.1676
708,2004-09-08,00:00:00,4.76057,210.3201,210.1761,194.0642
709,2004-09-09,00:00:00,3.75883,210.3309,210.1851,193.963
710,2004-09-10,00:00:00,14.1417,210.3426,210.1941,193.8618
711,2004-09-11,00:00:00,0,210.3534,210.2031,193.7617
712,2004-09-12,00:00:00,0,210.3642,210.2121,193.6627
713,2004-09-13,00:00:00,0,210.3741,210.2202,193.5626
714,2004-09-14,00:00:00,0,210.3849,210.2292,193.4658
715,2004-09-15,00:00:00,0,210.3957,210.2382,193.369
716,2004-09-16,00:00:00,0,210.4083,210.2481,193.2766
717,2004-09-17,00:00:00,1.01372,210.4191,210.2571,193.182
718,2004-09-18,00:00:00,0,210.4299,210.2652,193.0874
719,2004-09-19,00:00:00,0,210.4407,210.2751,192.995
720,2004-09-20,00:00:00,0,210.4506,210.2832,192.9026
721,2004-09-21,00:00:00,0,210.4605,210.2913,192.8091
722,2004-09-22,00:00:00,0,210.4695,210.3003,192.7167
723,2004-09-23,00:00:00,0,210.4803,210.3102,192.6265
724,2004-09-24,00:00:00,0,210.4992,210.3273,192.5462
725,2004-09-25,00:00:00,0,210.51,210.3372,192.4659
726,2004-09-26,00:00:00,0,210.4974,210.3228,192.3768
727,2004-09-27,00:00:00,0,210.4758,210.3003,192.2888
728,2004-09-28,00:00:00,0,210.4623,210.2859,192.2041
729,2004-09-29,00:00:00,0,210.4677,210.285,192.1546
730,2004-09-30,00:00:00,0,210.4812,210.2868,192.1535
