,SubBasin:,30,36,39,43,
time,day,maximum,maximum,maximum,maximum,
616,2004-06-07,0,0,0,0,
617,2004-06-08,2,0,0,0,
618,2004-06-09,1.4,1.07847,0.6,0.6,
619,2004-06-10,0.8,2.24051,2.4,2.4,
620,2004-06-11,0,0,0,0,
621,2004-06-12,0,0,0,0,
622,2004-06-13,25,10.8797,10.8,10.8,
623,2004-06-14,30.8,12.3454,7.8,7.8,
624,2004-06-15,0,0.160128,0.2,0.2,
625,2004-06-16,1.4,0.75885,0.4,0.4,
626,2004-06-17,1,6.76332,7.8,7.8,
627,2004-06-18,0,0.637956,0,0,
628,2004-06-19,0,1.44115,1.8,1.8,
629,2004-06-20,0,0,0,0,
630,2004-06-21,11.6,3.99936,3.8,3.8,
631,2004-06-22,0,0.480383,0.6,0.6,
632,2004-06-23,15.4,3.51642,2.4,2.4,
633,2004-06-24,3,6.16268,7,7,
634,2004-06-25,0.4,0,0,0,
635,2004-06-26,0,0,0,0,
636,2004-06-27,2.2,0.0797445,0,0,
637,2004-06-28,0,0.2,0.2,0.2,
638,2004-06-29,0,0,0,0,
639,2004-06-30,0,0,0,0,
640,2004-07-01,0,0,0,0,
641,2004-07-02,0,0,0,0,
642,2004-07-03,0,0,0,0,
643,2004-07-04,8.4,3.83987,3.8,3.8,
644,2004-07-05,0,0.480383,0.6,0.6,
645,2004-07-06,14.2,0.160128,0.2,0.2,
646,2004-07-07,11.6,4.9563,3.8,3.8,
647,2004-07-08,0.6,0.679106,0.4,0.4,
648,2004-07-09,0,0.160128,0.2,0.2,
649,2004-07-10,0,0,0,0,
650,2004-07-11,0,0,0,0,
651,2004-07-12,0,0,0,0,
652,2004-07-13,17.4,1.51515,0,0,
653,2004-07-14,5,4.28166,4.8,4.8,
654,2004-07-15,8.4,5.26109,5.6,5.6,
655,2004-07-16,0,0.320255,0.4,0.4,
656,2004-07-17,6.4,9.64179,10.2,10.2,
657,2004-07-18,4.8,5.28102,5.6,5.6,
658,2004-07-19,0.4,0.439872,0.4,0.4,
659,2004-07-20,0,0.160128,0.2,0.2,
660,2004-07-21,0.4,5.90237,0.4,0.4,
661,2004-07-22,0,8.6469,10.8,10.8,
662,2004-07-23,0,0,0,0,
663,2004-07-24,0,0,0,0,
664,2004-07-25,0,0,0,0,
665,2004-07-26,3,0.438595,0,0,
666,2004-07-27,11,12.6437,13.8,13.8,
667,2004-07-28,0.2,1.92153,2.4,2.4,
668,2004-07-29,0,0,0,0,
669,2004-07-30,20.2,6.11451,4.4,4.4,
670,2004-07-31,0.8,32.5059,40.6,40.6,
671,2004-08-01,0,0,0,0,
672,2004-08-02,12.4,6,6,6,
673,2004-08-03,1.6,0.160128,0.2,0.2,
674,2004-08-04,1,2.27911,2,2,
675,2004-08-05,0,0.160128,0.2,0.2,
676,2004-08-06,0,0,0,0,
677,2004-08-07,0,0,0,0,
678,2004-08-08,0,0,0,0,
679,2004-08-09,1.2,0.119617,0,0,
680,2004-08-10,0,0.718339,0.2,0.2,
681,2004-08-11,4.6,5.83923,5.6,5.6,
682,2004-08-12,0,0.399361,0.2,0.2,
683,2004-08-13,2.6,4.27847,3.8,3.8,
684,2004-08-14,0,0,0,0,
685,2004-08-15,0,0,0,0,
686,2004-08-16,0,0,0,0,
687,2004-08-17,1,0.159489,0,0,
688,2004-08-18,0.2,0.320255,0.4,0.4,
689,2004-08-19,0,0,0,0,
690,2004-08-20,0.2,0.0398723,0,0,
691,2004-08-21,0,0,0,0,
692,2004-08-22,0,0,0,0,
693,2004-08-23,0,0.160128,0.2,0.2,
694,2004-08-24,0,0,0,0,
695,2004-08-25,2,1.3563,0.2,0.2,
696,2004-08-26,0,10.0829,11,11,
697,2004-08-27,5.6,1.337,0.4,0.4,
698,2004-08-28,2.4,12.688,15.2,15.2,
699,2004-08-29,35.8,10.8791,10.6,10.6,
700,2004-08-30,0,0,0,0,
701,2004-08-31,0,0.160128,0.2,0.2,
702,2004-09-01,0,0,0,0,
703,2004-09-02,0,0,0,0,
704,2004-09-03,0,0,0,0,
705,2004-09-04,0,0,0,0,
706,2004-09-05,0,0,0,0,
707,2004-09-06,15,1.39553,0,0,
708,2004-09-07,4.4,5.19872,4.8,4.8,
709,2004-09-08,10,1.99489,0.4,0.4,
710,2004-09-09,0.4,17.4539,21.8,21.8,
711,2004-09-10,0,0,0,0,
712,2004-09-11,0,0,0,0,
713,2004-09-12,0,0,0,0,
714,2004-09-13,0,0,0,0,
715,2004-09-14,0,0,0,0,
716,2004-09-15,0,0,0,0,
717,2004-09-16,2,0.480383,0.6,0.6,
718,2004-09-17,0,0,0,0,
719,2004-09-18,0,0,0,0,
720,2004-09-19,0,0,0,0,
721,2004-09-20,0,0,0,0,
722,2004-09-21,0,0,0,0,
723,2004-09-22,0,0,0,0,
724,2004-09-23,0,0,0,0,
725,2004-09-24,0,0,0,0,
726,2004-09-25,0,0,0,0,
727,2004-09-26,0,0,0,0,
728,2004-09-27,0,0,0,0,
729,2004-09-28,0,0,0,0,
730,2004-09-29,0,0,0,0,
