Run   obj.function   RMSE_1        RES_STAB      par_g_1       par_g_2       par_g_3       par_g_5       par_s_1       par_s_3       par_s_4       par_s_5       par_s_6       par_s_7       par_s_8       par_sc_1      par_sc_2      par_vc_1      par_vc_4      par_vc_7      par_v_1_sai_ht  par_v_2_max_ca  par_v_5_max_sn  par_v_8_rai   par_v_11_sno  par_v_14_svfex  par_lc_1      par_lc_2      par_l_1_DEP   par_l_4_OW    par_l_5_OW    par_l_6_FOR   par_l_7_MEL   par_l_10_MIN  par_l_13_HBV  par_l_16_REF  par_l_19_HBV  par_l_22_LPET_CORR  par_l_23_ABST  href_67       Vref_67       Aref_67       slope_67      hflow_67      apwr_67       bpwr_67       href_71       Vref_71       Aref_71       slope_71      hflow_71      apwr_71       bpwr_71       href_72       Vref_72       Aref_72       slope_72      
284   4.496110E+00  4.496110E+00  0.000000E+00  2.190000E-01  7.360000E-01  -6.176566E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  3.570726E-01  9.744059E-01  1.480000E-01  5.586445E+00  1.724718E+00  8.645192E-01  3.063848E+00  8.374694E-01  7.053462E-01  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
285   2.216330E+00  2.216330E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.017484E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.903435E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  7.489887E-01  8.899992E-02  9.000000E-01  2.551815E+02  7.378492E-01  9.744059E-01  1.480000E-01  3.673548E+00  1.724718E+00  8.645192E-01  2.594026E+00  8.374694E-01  9.128455E-01  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
286   1.375640E+00  1.375640E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.205934E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.662043E-01  1.572264E-01  3.023282E+00  5.554564E-01  1.517810E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  6.393704E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.219460E+02  5.162336E-01  9.744059E-01  1.480000E-01  1.201955E+00  1.724718E+00  8.645192E-01  3.063848E+00  8.374694E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  4.784810E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.292703E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
287   1.387910E+00  1.387910E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  2.958800E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  9.744059E-01  1.480000E-01  3.851407E+00  1.724718E+00  8.645192E-01  3.063848E+00  5.595063E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
288   1.458820E+00  1.458820E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  9.264882E+00  1.430986E-01  8.107274E+00  3.041712E+01  5.999647E+00  1.572264E-01  3.558391E+00  2.799680E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.406279E+01  6.984882E+00  2.022815E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.696304E-01  9.744059E-01  1.480000E-01  3.015809E+00  1.724718E+00  1.114193E+00  3.063848E+00  8.374694E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
289   1.873670E+00  1.873670E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  9.011836E-02  3.023282E+00  5.554564E-01  1.869068E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  5.008003E+00  2.825667E-02  8.666217E-02  9.470189E-01  7.864070E-02  9.000000E-01  2.551815E+02  6.904325E-01  9.123942E-01  1.480000E-01  3.015809E+00  1.724718E+00  7.726049E-01  3.063848E+00  8.374694E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
290   1.186500E+00  1.186500E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  2.579108E+00  4.073515E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  3.760850E-02  7.067122E-02  9.470189E-01  6.452030E-02  9.000000E-01  2.551815E+02  5.162336E-01  9.744059E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.063848E+00  8.374694E-01  9.159256E-01  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  8.478028E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.186477E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
291   1.037740E+01  1.037740E+01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  2.753801E-01  9.744059E-01  1.480000E-01  3.015809E+00  2.468334E+00  6.005563E-01  2.498207E+00  8.374694E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
292   1.518600E+00  1.518600E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  7.994687E+00  1.430986E-01  8.107274E+00  4.419255E-01  3.520466E+00  1.572264E-01  3.023282E+00  1.059019E+00  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  9.744059E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.063848E+00  8.374694E-01  9.512400E-01  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.166027E+01  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
293   7.317850E-01  7.317850E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.491202E+00  4.419255E-01  6.251921E+00  1.572264E-01  2.634027E+00  5.554564E-01  1.596637E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.054697E+00  2.682093E-02  8.666217E-02  9.470189E-01  5.251168E-02  9.000000E-01  2.551815E+02  5.162336E-01  7.217871E-01  1.480000E-01  3.015809E+00  1.724718E+00  1.030487E+00  3.063848E+00  5.236020E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
294   1.754970E+00  1.754970E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  9.256248E+00  1.430986E-01  6.169464E+00  4.419255E-01  4.096272E+00  1.572264E-01  3.905983E+00  5.554564E-01  1.983124E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  8.336055E-01  1.480000E-01  5.951336E+00  1.724718E+00  8.645192E-01  3.063848E+00  8.374694E-01  1.060128E+00  4.276583E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  2.000945E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
295   1.590860E+00  1.590860E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  9.893846E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.822872E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  7.580800E-02  6.243318E-02  9.470189E-01  8.899992E-02  9.000000E-01  2.551815E+02  6.619717E-01  9.744059E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.063848E+00  7.235036E-01  9.825434E-01  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
296   4.348240E+00  4.348240E+00  0.000000E+00  2.190000E-01  7.360000E-01  -1.457067E+00  7.519723E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.046538E-01  1.995338E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.824421E+01  6.984882E+00  4.482510E-02  8.666217E-02  7.718469E-01  8.899992E-02  9.000000E-01  1.618141E+02  4.034265E-01  9.744059E-01  1.480000E-01  3.015809E+00  1.724718E+00  7.629912E-01  3.063848E+00  8.374694E-01  1.240221E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.804072E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.312711E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
297   7.166300E-01  7.166300E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  4.482510E-02  3.024155E-02  7.335508E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.380281E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
298   5.243110E+00  5.243110E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  3.801067E-01  1.572264E-01  3.023282E+00  2.397379E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  4.482510E-02  3.024155E-02  7.335508E-01  8.899992E-02  9.000000E-01  1.645688E+02  4.187275E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.380281E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
299   9.979390E-01  9.979390E-01  0.000000E+00  2.190000E-01  7.360000E-01  -2.342626E+00  8.923336E+00  1.430986E-01  8.107274E+00  8.731554E+00  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  5.359350E-02  3.024155E-02  7.335508E-01  8.196525E-02  9.000000E-01  2.551815E+02  5.162336E-01  8.494603E-01  1.480000E-01  4.542676E+00  1.724718E+00  8.645192E-01  3.380281E+00  6.380503E-01  1.060128E+00  3.044268E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  8.196248E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
300   9.711900E-01  9.711900E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  4.302468E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  4.482510E-02  3.024155E-02  6.249579E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  9.320517E-01  1.480000E-01  3.015809E+00  1.930478E+00  8.502443E-01  3.380281E+00  6.380503E-01  1.142179E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
301   1.021210E+00  1.021210E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  2.633008E-01  8.107274E+00  4.419255E-01  5.999647E+00  2.984915E+00  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  3.336032E+00  4.482510E-02  3.024155E-02  8.091089E-01  7.701684E-02  9.000000E-01  2.551815E+02  5.162336E-01  7.181531E-01  1.480000E-01  3.015809E+00  2.120237E+00  8.645192E-01  3.380281E+00  6.380503E-01  1.060128E+00  3.141992E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  7.016000E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.051867E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
302   1.182120E+00  1.182120E+00  0.000000E+00  2.190000E-01  7.360000E-01  -2.670561E+00  7.717571E+00  1.430986E-01  8.107274E+00  4.419255E-01  1.224145E+01  6.824185E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.097330E+01  1.006334E+01  5.977618E-02  3.024155E-02  7.335508E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.380281E+00  8.106377E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  6.836636E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
303   2.199230E+00  2.199230E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  1.681314E+01  2.134561E+00  2.170197E+00  3.023282E+00  2.586883E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  4.482510E-02  3.024155E-02  7.335508E-01  8.220612E-02  9.000000E-01  2.551815E+02  5.162336E-01  6.649857E-01  1.480000E-01  3.015809E+00  1.182339E+00  8.645192E-01  3.380281E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  6.287374E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
304   1.121750E+00  1.121750E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.888367E+00  1.430986E-01  8.107274E+00  1.011905E+01  5.999647E+00  1.572264E-01  3.023282E+00  4.762137E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  4.482510E-02  3.024155E-02  7.335508E-01  8.899992E-02  9.000000E-01  2.551815E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.132727E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  6.257917E+00  9.520379E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  6.181527E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
305   1.155220E+00  1.155220E+00  0.000000E+00  2.190000E-01  7.360000E-01  -8.541137E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  5.999647E+00  1.572264E-01  3.023282E+00  8.886848E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  9.253411E+00  3.437899E-02  3.024155E-02  7.335508E-01  8.899992E-02  9.000000E-01  1.619885E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  2.476806E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
306   1.473090E+00  1.473090E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  8.107274E+00  4.419255E-01  1.220706E+01  1.572264E-01  3.023282E+00  5.641597E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.850286E+01  6.984882E+00  4.482510E-02  3.024155E-02  8.379770E-01  9.901020E-02  9.000000E-01  1.759501E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  8.645192E-01  3.375760E+00  6.380503E-01  1.060128E+00  3.895803E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.629052E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.689787E+00  2.748723E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
307   6.512420E-01  6.512420E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  1.155384E+01  1.588153E+00  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  3.563757E-02  3.024155E-02  6.450245E-01  7.644759E-02  9.000000E-01  2.975349E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  9.005074E-01  3.380281E+00  6.380503E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.405702E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.104475E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
308   6.907210E-01  6.907210E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  6.294839E+00  1.430986E-01  1.155384E+01  1.503411E+01  5.999647E+00  1.572264E-01  3.023282E+00  8.011024E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.712445E+01  6.984882E+00  3.563757E-02  3.637376E-02  6.450245E-01  7.644759E-02  9.000000E-01  2.975349E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.220743E+00  8.853896E-01  3.380281E+00  6.380503E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.405702E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.104475E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
309   7.674240E-01  7.674240E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.430986E-01  1.436151E+01  1.126209E+01  5.999647E+00  1.572264E-01  3.318560E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  3.563757E-02  3.024155E-02  6.366435E-01  4.850486E-02  9.000000E-01  2.975349E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  9.005074E-01  3.380281E+00  6.380503E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.303128E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  3.065394E+00  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
310   1.159470E+00  1.159470E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  3.418145E-01  1.392386E+01  1.588153E+00  5.999647E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  1.359354E+01  3.563757E-02  3.024155E-02  6.126382E-01  7.644759E-02  9.000000E-01  2.406549E+02  4.993185E-01  8.494603E-01  1.480000E-01  3.015809E+00  2.202771E+00  9.005074E-01  3.380281E+00  9.865067E-01  1.096618E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.405702E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.922485E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
311   1.410700E+00  1.410700E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  1.822827E-01  1.155384E+01  1.588153E+00  4.152682E+00  1.572264E-01  3.023282E+00  7.888950E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  5.307969E+00  3.563757E-02  3.024155E-02  6.450245E-01  7.644759E-02  9.000000E-01  2.975349E+02  5.162336E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  9.005074E-01  3.246605E+00  8.061549E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.405702E+00  9.779999E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.751301E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
312   9.195030E+00  9.195030E+00  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.353369E+00  1.430986E-01  1.155384E+01  1.588153E+00  5.198527E+00  1.572264E-01  3.023282E+00  4.467168E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.686860E+01  6.984882E+00  3.563757E-02  3.024155E-02  6.411953E-01  7.644759E-02  9.000000E-01  2.975349E+02  3.128243E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  9.005074E-01  2.656728E+00  8.785902E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.219568E+00  6.636948E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.104475E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
313   5.660560E-01  5.660560E-01  0.000000E+00  2.190000E-01  7.360000E-01  -4.846947E+00  8.082257E+00  2.980904E-01  1.155384E+01  1.588153E+00  6.789641E+00  1.572264E-01  3.023282E+00  5.554564E-01  1.987160E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.549201E+01  6.984882E+00  3.563757E-02  3.024155E-02  6.983907E-01  7.644759E-02  9.000000E-01  2.975349E+02  4.136911E-01  8.494603E-01  1.480000E-01  3.015809E+00  1.724718E+00  9.005074E-01  3.343930E+00  6.380503E-01  1.060128E+00  4.923463E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.405702E+00  9.141444E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.104475E+01  4.624073E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
