Run   obj.function   RMSE_1        RES_STAB      par_g_1       par_g_2       par_g_3       par_g_5       par_s_1       par_s_3       par_s_4       par_s_5       par_s_6       par_s_7       par_s_8       par_sc_1      par_sc_2      par_vc_1      par_vc_4      par_vc_7      par_v_1_sai_ht  par_v_2_max_ca  par_v_5_max_sn  par_v_8_rai   par_v_11_sno  par_v_14_svfex  par_lc_1      par_lc_2      par_l_1_DEP   par_l_4_OW    par_l_5_OW    par_l_6_FOR   par_l_7_MEL   par_l_10_MIN  par_l_13_HBV  par_l_16_REF  par_l_19_HBV  par_l_22_LPET_CORR  par_l_23_ABST  href_67       Vref_67       Aref_67       slope_67      hflow_67      apwr_67       bpwr_67       href_71       Vref_71       Aref_71       slope_71      hflow_71      apwr_71       bpwr_71       href_72       Vref_72       Aref_72       slope_72      
80    8.682790E-01  8.682790E-01  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.430986E-01  3.416398E+00  1.555665E+00  3.577958E+00  1.494484E+00  2.517942E+00  5.564178E-01  1.681488E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.023991E+01  2.458788E+00  7.106889E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  8.692801E-01  1.480000E-01  4.318756E+00  1.228835E+00  7.294808E-01  4.896939E+00  8.631759E-01  6.694749E-01  4.648687E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
81    8.497550E-01  8.497550E-01  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.430986E-01  3.473562E+00  1.647892E+00  2.980245E+00  1.494484E+00  2.517942E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  8.692801E-01  1.480000E-01  4.318756E+00  1.001581E+00  7.294808E-01  3.938508E+00  8.631759E-01  6.694749E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
82    1.259530E+00  1.259530E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.430986E-01  3.473562E+00  1.647892E+00  2.980245E+00  5.728865E+00  2.625269E+00  7.285762E-01  1.690555E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.902709E+01  2.458788E+00  6.920305E-02  9.320442E-02  9.219956E-01  6.739721E-02  9.000000E-01  2.056047E+02  5.592760E-01  9.949282E-01  1.480000E-01  4.318756E+00  1.001581E+00  7.294808E-01  3.938508E+00  8.631759E-01  6.694749E-01  4.222566E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  6.910994E-01  4.757536E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  3.685499E+00  8.340017E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
83    1.090610E+00  1.090610E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.652766E-01  1.362081E+00  1.647892E+00  2.980245E+00  1.494484E+00  2.517942E+00  7.368912E-01  1.541314E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  5.149043E+00  6.920305E-02  9.320442E-02  7.926461E-01  8.173475E-02  9.000000E-01  2.056047E+02  5.199305E-01  8.692801E-01  1.480000E-01  4.318756E+00  2.393526E+00  1.187070E+00  3.889496E+00  7.189548E-01  6.824863E-01  2.556882E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.720041E+00  8.353852E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  3.926481E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
84    2.242510E+00  2.242510E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.430986E-01  8.237333E+00  1.647892E+00  1.997687E+01  1.494484E+00  2.517942E+00  5.564178E-01  1.402820E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  2.458788E+00  6.920305E-02  8.953134E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.266240E+02  5.199305E-01  7.960483E-01  1.480000E-01  4.318756E+00  1.514370E+00  7.294808E-01  3.938508E+00  8.160183E-01  6.694749E-01  4.368496E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
85    1.421780E+00  1.421780E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  9.327844E+00  2.948166E-01  5.916956E+00  5.071227E+00  2.980245E+00  3.828902E+00  2.073350E+00  5.334606E-01  1.647452E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.441478E+01  1.345022E+00  9.904925E-02  9.320442E-02  6.052306E-01  5.232563E-02  9.000000E-01  2.056047E+02  3.818657E-01  8.692801E-01  1.480000E-01  3.318919E+00  1.001581E+00  1.109447E+00  4.850650E+00  8.631759E-01  6.694749E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  4.501653E+00  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
86    1.116050E+00  1.116050E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.502281E+00  6.548316E+00  1.430986E-01  9.042141E+00  1.647892E+00  1.260612E+01  3.708531E+00  2.517942E+00  7.653692E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  2.458788E+00  6.470972E-02  9.320442E-02  7.926461E-01  9.340829E-02  9.000000E-01  2.056047E+02  5.199305E-01  8.692801E-01  1.480000E-01  4.318756E+00  1.001581E+00  7.336447E-01  3.967777E+00  8.631759E-01  6.694749E-01  4.838368E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.252187E+00  7.456622E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
87    2.019330E+00  2.019330E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.956983E+00  1.430986E-01  6.927238E+00  6.076034E+00  2.980245E+00  1.494484E+00  2.517942E+00  5.564178E-01  1.786796E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.856058E+01  1.288959E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  4.484374E-01  8.692801E-01  1.480000E-01  4.490421E+00  1.916763E+00  5.110832E-01  3.938508E+00  8.361412E-01  6.694749E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.991977E+00  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.900916E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
88    1.664500E+00  1.664500E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  1.658341E-01  3.473562E+00  8.425284E+00  2.980245E+00  1.060837E-02  2.517942E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  2.458788E+00  6.920305E-02  6.748476E-02  8.157822E-01  3.172753E-02  9.000000E-01  2.056047E+02  6.985619E-01  9.918249E-01  1.480000E-01  3.295880E+00  1.378647E+00  7.294808E-01  3.572714E+00  1.120661E+00  6.694749E-01  4.028533E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.389106E+00  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.986730E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
89    1.641220E+00  1.641220E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  6.981850E+00  4.478181E-01  3.473562E+00  4.211273E+00  2.980245E+00  1.857268E+00  2.614808E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  9.336343E+00  6.435162E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.923407E-01  1.480000E-01  4.318756E+00  1.001581E+00  1.009020E+00  3.938508E+00  8.221453E-01  5.492493E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  7.148714E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
90    1.755830E+00  1.755830E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.497317E+00  1.775916E-01  1.532501E+00  3.992155E+00  2.980245E+00  1.494484E+00  2.283403E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.448716E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  6.777027E-01  1.480000E-01  8.077138E+00  1.001581E+00  7.440231E-01  4.903292E+00  8.631759E-01  5.664081E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.140639E+00  8.031658E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
91    1.354520E+00  1.354520E+00  0.000000E+00  2.190000E-01  7.360000E-01  -1.412883E+00  6.981850E+00  1.430986E-01  3.473562E+00  2.449840E+01  2.980245E+00  1.494484E+00  2.268770E+00  6.173572E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  1.522621E+00  8.579874E-02  7.301665E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.976548E+02  5.199305E-01  9.532724E-01  1.480000E-01  4.318756E+00  1.082931E+00  7.294808E-01  3.938508E+00  8.631759E-01  6.694749E-01  3.079048E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  3.052124E+00  3.296645E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  8.481767E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
92    9.271880E-01  9.271880E-01  0.000000E+00  2.190000E-01  7.360000E-01  4.396830E-02  6.981850E+00  2.352930E-01  3.473562E+00  1.647892E+00  2.980245E+00  4.173821E-01  2.517942E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.341913E+01  2.458788E+00  8.053711E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  4.412518E-01  6.564156E-01  1.480000E-01  3.417747E+00  1.001581E+00  7.294808E-01  3.938508E+00  8.631759E-01  6.527139E-01  4.562260E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  9.500446E-01  7.346073E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  5.292274E+00  8.072577E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
93    1.248340E+00  1.248340E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  3.966660E+00  1.430986E-01  6.496464E+00  1.647892E+00  2.980245E+00  4.293590E+00  2.517942E+00  5.564178E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.066162E+01  7.134777E-01  9.577740E-02  9.189156E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  8.692801E-01  1.480000E-01  5.852527E+00  6.374168E-01  7.294808E-01  3.938508E+00  8.631759E-01  6.694749E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.382871E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  9.062511E+00  8.382898E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
94    8.464120E-01  8.464120E-01  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  1.430986E-01  2.172331E+00  1.647892E+00  2.980245E+00  4.459491E-01  2.517942E+00  5.554564E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.600290E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.917543E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
95    1.099470E+00  1.099470E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.398701E+00  7.724427E+00  1.594140E-01  2.776031E+00  1.647892E+00  2.980245E+00  4.459491E-01  2.517942E+00  5.067180E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.880344E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  8.887878E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.600290E-01  1.480000E-01  5.567406E+00  1.324478E+00  9.037425E-01  2.928066E+00  8.631759E-01  5.537357E-01  2.844709E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.401795E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.162091E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
96    1.663030E+00  1.663030E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.513628E-01  7.724427E+00  1.430986E-01  2.172331E+00  1.647892E+00  2.980245E+00  4.459491E-01  2.517942E+00  4.182923E-01  1.787456E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  7.169366E-02  9.424423E-02  7.971933E-01  6.721117E-02  9.000000E-01  2.056047E+02  6.895390E-01  9.600290E-01  1.480000E-01  4.318756E+00  6.559534E-01  7.294808E-01  2.917543E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.106092E-01  9.623876E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
97    3.944750E+00  3.944750E+00  0.000000E+00  2.190000E-01  7.360000E-01  -5.249683E-01  5.644285E+00  1.430986E-01  2.172331E+00  1.647892E+00  2.980245E+00  2.354952E+00  2.517942E+00  5.554564E-01  1.988380E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.703586E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  7.484954E-02  9.000000E-01  1.347572E+02  3.743724E-01  8.184182E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.135888E+00  8.631759E-01  8.342943E-01  3.136182E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  4.503294E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
98    1.604680E+00  1.604680E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  3.842738E+00  2.251584E-01  2.172331E+00  1.647892E+00  3.269151E+00  4.459491E-01  2.517942E+00  4.712177E-01  1.610556E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.526513E+01  1.493402E+00  4.642465E-02  9.320442E-02  4.712790E-01  3.930438E-02  9.000000E-01  2.126588E+02  6.267903E-01  9.600290E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.523163E+00  1.228367E+00  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.183405E+00  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
99    2.077920E+00  2.077920E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.791899E+00  7.724427E+00  1.018598E-01  2.172331E+00  1.647892E+00  9.385980E+00  5.691623E-01  2.517942E+00  5.554564E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  6.920305E-02  9.762881E-02  8.699711E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.600290E-01  1.480000E-01  4.104843E+00  1.208045E+00  7.294808E-01  2.917543E+00  8.631759E-01  7.603655E-01  4.874274E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  8.370883E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
100   1.224890E+00  1.224890E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  2.787567E-01  2.172331E+00  9.455857E+00  7.252137E+00  4.459491E-01  2.347625E+00  5.554564E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.600290E-01  1.480000E-01  2.464285E+00  7.111009E-01  7.294808E-01  2.917543E+00  1.002293E+00  7.603655E-01  3.154591E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  5.651432E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
101   1.000540E+00  1.000540E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  1.430986E-01  1.690361E+00  1.647892E+00  2.980245E+00  1.115324E+00  1.515197E+00  5.893463E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  6.920305E-02  9.320442E-02  8.943429E-01  6.721117E-02  9.000000E-01  1.542826E+02  5.199305E-01  9.600290E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.917543E+00  1.013954E+00  9.182940E-01  3.385486E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
102   2.776240E+00  2.776240E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  9.596103E+00  2.474663E-01  2.172331E+00  1.647892E+00  2.980245E+00  1.967160E+00  2.517942E+00  5.554564E-01  1.885635E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.856832E+01  2.458788E+00  7.139783E-02  9.320442E-02  7.926461E-01  4.766719E-02  9.000000E-01  1.920408E+02  8.088249E-01  9.294030E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.611086E-01  2.917543E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  5.703498E+00  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  7.034370E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
103   2.931710E+00  2.931710E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  2.701946E-01  2.403326E+00  1.647892E+00  2.980245E+00  2.428670E+00  2.517942E+00  1.261638E-01  1.562361E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  5.201702E+00  6.920305E-02  9.599818E-02  7.926461E-01  5.302396E-02  9.000000E-01  2.056047E+02  5.141735E-01  7.922404E-01  1.480000E-01  4.318756E+00  1.086421E+00  7.294808E-01  2.917543E+00  1.332032E+00  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  1.215717E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
104   9.482450E-01  9.482450E-01  0.000000E+00  2.190000E-01  7.360000E-01  -3.196467E+00  7.724427E+00  1.919994E-01  3.185078E+00  7.235195E+00  2.980245E+00  4.376542E-02  3.848080E+00  5.554564E-01  1.808175E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  7.229975E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.180519E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.917543E+00  9.723162E-01  7.603655E-01  4.307162E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  2.632074E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
105   1.311660E+00  1.311660E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  2.484083E-01  8.266725E+00  1.647892E+00  3.383611E+01  3.155430E+00  3.668236E+00  9.279940E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.670533E+01  1.488524E+00  6.920305E-02  9.947565E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.420837E+02  5.199305E-01  9.600290E-01  1.480000E-01  5.202110E+00  1.399336E+00  8.679783E-01  3.907488E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.033747E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.021423E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
106   8.978390E-01  8.978390E-01  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.724427E+00  1.530298E-01  1.541185E-01  6.912951E+00  2.980245E+00  3.029596E-01  1.918605E+00  7.780984E-01  1.652930E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  9.721966E-02  9.838374E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.056047E+02  5.199305E-01  9.079617E-01  1.480000E-01  4.318756E+00  1.242870E+00  7.294808E-01  3.514901E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  2.772549E-01  6.656418E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  6.728425E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
107   1.135280E+00  1.135280E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.788179E+00  7.724427E+00  1.802195E-01  2.172331E+00  1.647892E+00  2.980245E+00  8.953978E-02  2.573140E+00  5.554564E-01  1.301802E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  1.446593E+01  2.458788E+00  6.683958E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  2.769920E+02  5.199305E-01  8.903176E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.294808E-01  2.990497E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.798292E+00  7.350485E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  6.710868E+00  3.658876E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
108   1.231610E+00  1.231610E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  9.520383E+00  2.043824E-01  2.172331E+00  1.647892E+00  2.316154E+01  1.352972E+00  2.517942E+00  5.513393E-01  7.569867E+01  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.785152E+00  6.920305E-02  9.320442E-02  7.926461E-01  6.721117E-02  9.000000E-01  1.912409E+02  5.199305E-01  8.964952E-01  1.480000E-01  4.318756E+00  1.399336E+00  6.250336E-01  2.917543E+00  8.631759E-01  7.603655E-01  3.753578E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  1.052225E+00  1.505481E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  3.627500E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
109   8.998730E+00  8.998730E+00  0.000000E+00  2.190000E-01  7.360000E-01  1.281937E+00  7.404532E+00  1.430986E-01  7.530538E+00  5.899951E+00  1.923269E+01  1.210503E+00  2.517942E+00  4.523565E-01  1.907202E+02  2.000000E-01  1.630000E+01  6.440000E+00  8.840000E+00  2.740000E+00  2.131131E+01  2.458788E+00  6.920305E-02  9.320442E-02  7.268222E-01  6.721117E-02  9.000000E-01  2.056047E+02  4.183949E-01  9.600290E-01  1.480000E-01  4.318756E+00  1.399336E+00  7.889378E-01  2.917543E+00  9.194938E-01  7.603655E-01  2.727522E-01  3.880000E+02  2.000000E+08  5.750000E+06  5.060000E+00  3.885000E+02  7.460521E+00  9.038923E+00  3.880000E+02  2.000000E+08  1.010000E+07  6.510000E+00  3.885000E+02  4.906723E+00  2.858152E+00  3.045000E+02  0.000000E+00  4.790000E+07  5.760000E+00  
