time[d],date,hour,SURFACE_WATER,,,,,,,,ATMOSPHERE,,,,,,,,ATMOS_PRECIP,,,,,,,,,,,,,,,PONDED_WATER,,,,,,,,SOIL[0],,,,,,,,SOIL[1],,,,,,,,SOIL[2],,,,,,SNOW_LIQ,,,,,,SNOW,,,,,,CANOPY,,,,,CANOPY_SNOW,,,,
,,,Flush,Precipitation,Infiltration,Baseflow,Baseflow,cumulative,storage,error,Precipitation,Canopy Evaporation,Canopy Snow Evaporation,Soil Evaporation,Soil Evaporation,cumulative,storage,error,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,Precipitation,cumulative,storage,error,Infiltration,Infiltration,Precipitation,Snow Melt & Refreeze,Overflow,cumulative,storage,error,Soil Evaporation,Soil Evaporation,Precipitation,Infiltration,Capillary Rise,cumulative,storage,error,Capillary Rise,Percolation,Baseflow,Precipitation,Flush,cumulative,storage,error,Baseflow,Precipitation,Percolation,cumulative,storage,error,Snow Refreeze,Overflow,Precipitation,cumulative,storage,error,Snow Melt & Refreeze,Snow Refreeze,Precipitation,cumulative,storage,error,Canopy Evaporation,Precipitation,cumulative,storage,error,Canopy Snow Evaporation,Precipitation,cumulative,storage,error
433,2003-12-08,00:00:00.00,-294.157,0,294.157,101.445,124.596,226.041,0,226.041,0,5.15146,0.0930526,348.032,267.105,620.382,620.382,5.68434e-013,-0,-0,-0,-704.997,-0,-0,-0,-5.61229,-135.229,-5.15146,-0.0930526,0,-851.084,-851.084,-4.54747e-013,-548.896,-294.157,704.997,135.019,3.03678,1.24345e-014,0,1.24345e-014,-348.032,-267.105,0,548.896,74.2158,7.97393,17.9739,-10,-74.2158,-128.496,-101.445,0,294.157,-10,0,-10,-124.596,0,128.496,3.89963,13.8996,-10,-2.57551,-3.03678,5.61229,2.66454e-015,0,2.66454e-015,-135.019,2.57551,135.229,2.78638,2.78638,1.26565e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
434,2003-12-09,00:00:00.00,-294.157,0,294.157,101.445,125.208,226.653,0,226.653,0,5.15146,0.0930526,348.377,267.45,621.071,621.071,6.82121e-013,-0,-0,-0,-704.997,-0,-0,-0,-5.61229,-135.229,-5.15146,-0.0930526,0,-851.084,-851.084,-4.54747e-013,-548.896,-294.157,704.997,135.019,3.03678,1.24345e-014,0,1.24345e-014,-348.377,-267.45,0,548.896,74.2158,7.2849,17.2849,-10,-74.2158,-128.496,-101.445,0,294.157,-10,0,-10,-125.208,0,128.496,3.28802,13.288,-10,-2.57551,-3.03678,5.61229,2.66454e-015,0,2.66454e-015,-135.019,2.57551,135.229,2.78638,2.78638,1.26565e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
435,2003-12-10,00:00:00.00,-294.224,0,294.224,101.445,125.795,227.24,0,227.24,0,5.15146,0.0930526,348.635,267.708,621.587,621.587,4.54747e-013,-0,-0,-0,-704.997,-0,-0,-0,-5.61229,-135.229,-5.15146,-0.0930526,0,-851.084,-851.084,-4.54747e-013,-548.912,-294.224,704.997,135.102,3.03678,9.76996e-014,0,9.76996e-014,-348.635,-267.708,0,548.912,74.2312,6.80035,16.8004,-10,-74.2312,-128.548,-101.445,0,294.224,-10,0,-10,-125.795,0,128.548,2.75259,12.7526,-10,-2.57551,-3.03678,5.61229,2.66454e-015,0,2.66454e-015,-135.102,2.57551,135.229,2.70333,2.70333,9.10383e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
436,2003-12-11,00:00:00.00,-298.153,0,298.153,102.45,126.379,228.829,0,228.829,0,5.15146,0.0930526,349.035,268.107,622.387,622.387,7.95808e-013,-0,-0,-0,-708.093,-0,-0,-0,-5.74745,-135.229,-5.15146,-0.0930526,0,-854.314,-854.314,-5.68434e-013,-549.773,-298.153,708.093,136.715,3.11746,-1.88294e-013,0,-1.88294e-013,-349.035,-268.107,0,549.773,74.3244,6.955,16.955,-10,-74.3244,-129.064,-102.45,0,298.153,-7.68511,2.31489,-10,-126.379,0,129.064,2.68503,12.685,-10,-2.57551,-3.11746,5.74745,0.0544883,0.0544883,1.94983e-015,-136.715,2.57551,135.229,1.08977,1.08977,1.10134e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
437,2003-12-12,00:00:00.00,-298.206,0,298.206,102.735,126.96,229.695,0,229.695,0,5.15146,0.0930526,349.463,268.535,623.243,623.243,4.54747e-013,-0,-0,-0,-708.158,-0,-0,-0,-5.77286,-135.645,-5.15146,-0.0930526,0,-854.82,-854.82,-4.54747e-013,-549.784,-298.206,708.158,136.715,3.11746,1.52767e-013,0,1.52767e-013,-349.463,-268.535,0,549.784,74.4163,6.20194,16.2019,-10,-74.4163,-129.58,-102.735,0,298.206,-8.52539,1.47461,-10,-126.96,0,129.58,2.62045,12.6205,-10,-2.63,-3.11746,5.77286,0.0254084,0.0254084,2.21004e-015,-136.715,2.63,135.645,1.56024,1.56024,1.03251e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
438,2003-12-13,00:00:00.00,-298.206,0,298.206,102.808,127.538,230.346,0,230.346,0,5.15146,0.0930526,349.672,268.744,623.661,623.661,5.68434e-013,-0,-0,-0,-708.158,-0,-0,-0,-5.77286,-139.942,-5.15146,-0.0930526,0,-859.117,-859.117,-4.54747e-013,-549.784,-298.206,708.158,136.715,3.11746,1.52767e-013,0,1.52767e-013,-349.672,-268.744,0,549.784,74.5062,5.87372,15.8737,-10,-74.5062,-130.097,-102.808,0,298.206,-9.2046,0.795396,-10,-127.538,0,130.097,2.55872,12.5587,-10,-2.65541,-3.11746,5.77286,1.77636e-015,0,1.77636e-015,-136.715,2.65541,139.942,5.88277,5.88277,1.3145e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
439,2003-12-14,00:00:00.00,-298.206,0,298.206,102.813,128.112,230.925,0,230.925,0,5.15146,0.0930526,349.937,269.009,624.191,624.191,4.54747e-013,-0,-0,-0,-708.158,-0,-0,-0,-5.77286,-140.131,-5.15146,-0.0930526,0,-859.306,-859.306,-6.82121e-013,-549.784,-298.206,708.158,136.715,3.11746,1.52767e-013,0,1.52767e-013,-349.937,-269.009,0,549.784,74.5934,5.43145,15.4315,-10,-74.5934,-130.589,-102.813,0,298.206,-9.78937,0.210633,-10,-128.112,0,130.589,2.4768,12.4768,-10,-2.65541,-3.11746,5.77286,1.77636e-015,0,1.77636e-015,-136.715,2.65541,140.131,6.07116,6.07116,1.25233e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
440,2003-12-15,00:00:00.00,-298.206,0,298.206,102.813,128.667,231.48,0,231.48,0,5.15146,0.0930526,350.138,269.21,624.593,624.593,5.68434e-013,-0,-0,-0,-708.158,-0,-0,-0,-5.77286,-141.139,-5.15146,-0.0930526,0,-860.314,-860.314,-6.82121e-013,-549.784,-298.206,708.158,136.715,3.11746,1.52767e-013,0,1.52767e-013,-350.138,-269.21,0,549.784,74.6645,5.10015,15.1001,-10,-74.6645,-130.728,-102.813,0,298.206,-10,0,-10,-128.667,0,130.728,2.06116,12.0612,-10,-2.65541,-3.11746,5.77286,1.77636e-015,0,1.77636e-015,-136.715,2.65541,141.139,7.07954,7.07954,8.79297e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
441,2003-12-16,00:00:00.00,-298.206,0,298.206,102.813,129.198,232.011,0,232.011,0,5.15146,0.0930526,350.344,269.416,625.005,625.005,3.41061e-013,-0,-0,-0,-708.158,-0,-0,-0,-5.77286,-141.139,-5.15146,-0.0930526,0,-860.314,-860.314,-6.82121e-013,-549.784,-298.206,708.158,136.715,3.11746,1.52767e-013,0,1.52767e-013,-350.344,-269.416,0,549.784,74.6645,4.68872,14.6887,-10,-74.6645,-130.728,-102.813,0,298.206,-10,0,-10,-129.198,0,130.728,1.53045,11.5304,-10,-2.65541,-3.11746,5.77286,1.77636e-015,0,1.77636e-015,-136.715,2.65541,141.139,7.07954,7.07954,8.79297e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
442,2003-12-17,00:00:00.00,-298.331,0,298.331,102.815,129.708,232.523,0,232.523,0,5.15146,0.0930526,350.739,269.807,625.791,625.791,4.54747e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-141.724,-5.15146,-0.0930526,0,-861.217,-861.217,-7.95808e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-350.739,-269.807,0,549.809,74.6771,3.93918,13.9392,-10,-74.6771,-130.79,-102.815,0,298.331,-9.95074,0.0492575,-10,-129.708,0,130.79,1.08164,11.0816,-10,-2.65541,-3.12146,6.02494,0.248068,0.248068,1.63758e-015,-136.795,2.65541,141.724,7.58414,7.58414,1.39444e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
443,2003-12-18,00:00:00.00,-298.331,0,298.331,102.815,130.197,233.013,0,233.013,0,5.15146,0.0930526,350.993,270.059,626.297,626.297,3.41061e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-142.924,-5.15146,-0.0930526,0,-862.417,-862.417,-9.09495e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-350.993,-270.059,0,549.809,74.6869,3.44329,13.4433,-10,-74.6869,-130.829,-102.815,0,298.331,-10,0,-10,-130.197,0,130.829,0.63176,10.6318,-10,-2.90347,-3.12146,6.02494,2.66454e-015,0,2.66454e-015,-136.795,2.90347,142.924,9.03262,9.03262,1.1724e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
444,2003-12-19,00:00:00.00,-298.331,0,298.331,102.815,130.665,233.481,0,233.481,0,5.15146,0.0930526,351.155,270.22,626.62,626.62,6.82121e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-143.05,-5.15146,-0.0930526,0,-862.543,-862.543,-6.82121e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-351.155,-270.22,0,549.809,74.6869,3.12004,13.12,-10,-74.6869,-130.829,-102.815,0,298.331,-10,0,-10,-130.665,0,130.829,0.163941,10.1639,-10,-2.90347,-3.12146,6.02494,2.66454e-015,0,2.66454e-015,-136.795,2.90347,143.05,9.15822,9.15822,1.13687e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
445,2003-12-20,00:00:00.00,-298.331,0,298.331,102.815,131.112,233.928,0,233.928,0,5.15146,0.0930526,351.34,270.395,626.98,626.98,6.82121e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-144.03,-5.15146,-0.0930526,0,-863.523,-863.523,-9.09495e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-351.34,-270.395,0,549.809,74.6869,2.76039,12.7604,-10,-74.6869,-130.829,-102.815,0,298.331,-10,0,-10,-131.112,0,130.829,-0.283293,9.71671,-10,-2.90347,-3.12146,6.02494,2.66454e-015,0,2.66454e-015,-136.795,2.90347,144.03,10.1383,10.1383,1.36779e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
446,2003-12-21,00:00:00.00,-298.331,0,298.331,102.815,131.54,234.355,0,234.355,0,5.15146,0.0930526,351.512,270.556,627.312,627.312,4.54747e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-144.262,-5.15146,-0.0930526,0,-863.754,-863.754,-7.95808e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-351.512,-270.556,0,549.809,74.6869,2.42799,12.428,-10,-74.6869,-130.829,-102.815,0,298.331,-10,0,-10,-131.54,0,130.829,-0.710847,9.28915,-10,-2.90347,-3.12146,6.02494,2.66454e-015,0,2.66454e-015,-136.795,2.90347,144.262,10.3697,10.3697,1.33227e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
447,2003-12-22,00:00:00.00,-298.331,0,298.331,102.815,131.949,234.764,0,234.764,0,5.15146,0.0930526,351.767,270.784,627.795,627.795,4.54747e-013,-0,-0,-0,-708.223,-0,-0,-0,-6.02494,-144.262,-5.15146,-0.0930526,0,-863.754,-863.754,-7.95808e-013,-549.809,-298.331,708.223,136.795,3.12146,3.9968e-015,0,3.9968e-015,-351.767,-270.784,0,549.809,74.6869,1.9451,11.9451,-10,-74.6869,-130.829,-102.815,0,298.331,-10,0,-10,-131.949,0,130.829,-1.11959,8.88041,-10,-2.90347,-3.12146,6.02494,2.66454e-015,0,2.66454e-015,-136.795,2.90347,144.262,10.3697,10.3697,1.33227e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
448,2003-12-23,00:00:00.00,-299.856,0,299.856,102.901,132.362,235.263,0,235.263,0,5.15146,0.0930526,351.903,270.911,628.058,628.058,2.27374e-013,-0,-0,-0,-708.815,-0,-0,-0,-6.54342,-144.262,-5.15146,-0.0930526,0,-864.865,-864.865,-7.95808e-013,-550.045,-299.856,708.815,137.908,3.17711,-1.06581e-014,0,-1.06581e-014,-351.903,-270.911,0,550.045,74.772,2.00281,12.0028,-10,-74.772,-131.339,-102.901,0,299.856,-9.15595,0.844045,-10,-132.362,0,131.339,-1.02288,8.97712,-10,-2.90347,-3.17711,6.54342,0.462837,0.462837,1.9984e-015,-137.908,2.90347,144.262,9.25675,9.25675,1.06581e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
449,2003-12-24,00:00:00.00,-304.596,0,304.596,105.202,132.78,237.982,0,237.982,0,5.15146,0.0930526,352.004,271.006,628.254,628.254,3.41061e-013,-0,-0,-0,-713.228,-0,-0,-0,-6.54342,-144.262,-5.15146,-0.0930526,0,-869.277,-869.277,-6.82121e-013,-550.741,-304.596,713.228,138.883,3.22583,-3.41949e-014,0,-3.41949e-014,-352.004,-271.006,0,550.741,74.8349,2.56565,12.5656,-10,-74.8349,-131.855,-105.202,0,304.596,-7.29683,2.70317,-10,-132.78,0,131.855,-0.924302,9.0757,-10,-2.90347,-3.22583,6.54342,0.414123,0.414123,2.77556e-015,-138.883,2.90347,144.262,8.28246,8.28246,1.26121e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
450,2003-12-25,00:00:00.00,-305.512,0,305.512,106.038,133.202,239.24,0,239.24,0,5.15146,0.0930526,352.119,271.113,628.477,628.477,5.68434e-013,-0,-0,-0,-713.271,-0,-0,-0,-6.54342,-144.262,-5.15146,-0.0930526,0,-869.321,-869.321,-6.82121e-013,-550.828,-305.512,713.271,139.797,3.27156,1.50102e-013,0,1.50102e-013,-352.119,-271.113,0,550.828,74.8942,2.48968,12.4897,-10,-74.8942,-132.372,-106.038,0,305.512,-7.79208,2.20792,-10,-133.202,0,132.372,-0.830063,9.16994,-10,-2.90347,-3.27156,6.54342,0.368386,0.368386,2.22045e-015,-139.797,2.90347,144.262,7.36772,7.36772,1.26121e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
451,2003-12-26,00:00:00.00,-305.512,0,305.512,106.286,133.628,239.914,0,239.914,0,5.15146,0.0930526,352.185,271.176,628.605,628.605,4.54747e-013,-0,-0,-0,-713.271,-0,-0,-0,-6.54342,-144.637,-5.15146,-0.0930526,0,-869.696,-869.696,-5.68434e-013,-550.828,-305.512,713.271,139.797,3.27156,1.50102e-013,0,1.50102e-013,-352.185,-271.176,0,550.828,74.9526,2.41987,12.4199,-10,-74.9526,-132.888,-106.286,0,305.512,-8.61473,1.38527,-10,-133.628,0,132.888,-0.739971,9.26003,-10,-3.27186,-3.27156,6.54342,8.88178e-016,0,8.88178e-016,-139.797,3.27186,144.637,8.11156,8.11156,1.36779e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
452,2003-12-27,00:00:00.00,-305.512,0,305.512,106.352,134.058,240.409,0,240.409,0,5.15146,0.0930526,352.293,271.275,628.812,628.812,5.68434e-013,-0,-0,-0,-713.271,-0,-0,-0,-6.54342,-144.637,-5.15146,-0.0930526,0,-869.696,-869.696,-5.68434e-013,-550.828,-305.512,713.271,139.797,3.27156,1.50102e-013,0,1.50102e-013,-352.293,-271.275,0,550.828,75.0103,2.27057,12.2706,-10,-75.0103,-133.395,-106.352,0,305.512,-9.24488,0.75512,-10,-134.058,0,133.395,-0.66279,9.33721,-10,-3.27186,-3.27156,6.54342,8.88178e-016,0,8.88178e-016,-139.797,3.27186,144.637,8.11156,8.11156,1.36779e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
453,2003-12-28,00:00:00.00,-306.098,0,306.098,106.416,134.49,240.906,0,240.906,0,5.15146,0.0930526,352.426,271.393,629.064,629.064,2.27374e-013,-0,-0,-0,-713.271,-0,-0,-0,-6.54342,-144.637,-5.15146,-0.0930526,0,-869.696,-869.696,-5.68434e-013,-550.879,-306.098,713.271,140.435,3.27156,3.64153e-014,0,3.64153e-014,-352.426,-271.393,0,550.879,75.0664,2.12638,12.1264,-10,-75.0664,-133.893,-106.416,0,306.098,-9.277,0.723001,-10,-134.49,0,133.893,-0.597723,9.40228,-10,-3.27186,-3.27156,6.54342,8.88178e-016,0,8.88178e-016,-140.435,3.27186,144.637,7.47409,7.47409,1.40332e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
454,2003-12-29,00:00:00.00,-308.859,0,308.859,107.203,134.927,242.13,0,242.13,0,5.15146,0.0930526,352.564,271.512,629.32,629.32,4.54747e-013,-0,-0,-0,-713.981,-0,-0,-0,-6.91713,-144.637,-5.15146,-0.0930526,0,-870.78,-870.78,-6.82121e-013,-551.113,-308.859,713.981,142.61,3.38034,5.10703e-014,0,5.10703e-014,-352.564,-271.512,0,551.113,75.116,2.1532,12.1532,-10,-75.116,-134.409,-107.203,0,308.859,-7.86908,2.13092,-10,-134.927,0,134.409,-0.517854,9.48215,-10,-3.27186,-3.38034,6.91713,0.264929,0.264929,1.77636e-015,-142.61,3.27186,144.637,5.29858,5.29858,1.50102e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
455,2003-12-30,00:00:00.00,-318.096,0,318.096,117.245,135.367,252.612,0,252.612,0,5.15146,0.0930526,352.628,271.572,629.445,629.445,4.54747e-013,-0,-0,-0,-720.775,-0,-0,-0,-6.91713,-144.637,-5.15146,-0.0930526,0,-877.574,-877.574,-6.82121e-013,-551.83,-318.096,720.775,145.62,3.53082,5.32907e-014,0,5.32907e-014,-352.628,-271.572,0,551.83,75.1448,2.77411,12.7741,-10,-75.1448,-134.925,-117.245,0,318.096,-9.21963,0.780369,-10,-135.367,0,134.925,-0.4415,9.5585,-10,-3.27186,-3.53082,6.91713,0.114453,0.114453,1.52656e-015,-145.62,3.27186,144.637,2.28906,2.28906,1.40776e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
456,2003-12-31,00:00:00.00,-318.26,0,318.26,117.281,135.809,253.09,0,253.09,0,5.15146,0.0930526,352.688,271.628,629.561,629.561,4.54747e-013,-0,-0,-0,-720.944,-0,-0,-0,-6.91713,-144.763,-5.15146,-0.0930526,0,-877.868,-877.868,-5.68434e-013,-551.838,-318.26,720.944,145.623,3.53099,6.12843e-014,0,6.12843e-014,-352.688,-271.628,0,551.838,75.1741,2.69601,12.696,-10,-75.1741,-135.42,-117.281,0,318.26,-9.61498,0.38502,-10,-135.809,0,135.42,-0.389048,9.61095,-10,-3.27186,-3.53099,6.91713,0.114281,0.114281,1.67921e-015,-145.623,3.27186,144.763,2.41121,2.41121,1.2923e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
457,2004-01-01,00:00:00.00,-319.07,0,319.07,117.337,136.252,253.589,0,253.589,0,5.15146,0.0930526,352.767,271.703,629.715,629.715,4.54747e-013,-0,-0,-0,-720.944,-0,-0,-0,-6.91713,-144.763,-5.15146,-0.0930526,0,-877.868,-877.868,-5.68434e-013,-551.871,-319.07,720.944,146.432,3.56514,1.81188e-013,0,1.81188e-013,-352.767,-271.703,0,551.871,75.1998,2.60033,12.6003,-10,-75.1998,-135.881,-117.337,0,319.07,-9.34751,0.652494,-10,-136.252,0,135.881,-0.370963,9.62904,-10,-3.27186,-3.56514,6.91713,0.0801272,0.0801272,1.48492e-015,-146.432,3.27186,144.763,1.60254,1.60254,1.39666e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
458,2004-01-02,00:00:00.00,-319.408,0,319.408,117.392,136.699,254.091,0,254.091,0,5.15146,0.0930526,352.816,271.751,629.812,629.812,3.41061e-013,-0,-0,-0,-721.302,-0,-0,-0,-6.98532,-145.032,-5.15146,-0.0930526,0,-878.564,-878.564,-7.95808e-013,-551.897,-319.408,721.302,146.438,3.56543,2.01617e-013,0,2.01617e-013,-352.816,-271.751,0,551.897,75.2308,2.56021,12.5602,-10,-75.2308,-136.398,-117.392,0,319.408,-9.61247,0.387528,-10,-136.699,0,136.398,-0.301072,9.69893,-10,-3.33681,-3.56543,6.98532,0.0830869,0.0830869,2.9976e-015,-146.438,3.33681,145.032,1.93161,1.93161,1.30784e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
459,2004-01-03,00:00:00.00,-322.771,0,322.771,118.128,137.149,255.277,0,255.277,0,5.15146,0.0930526,353.607,272.544,631.396,631.396,4.54747e-013,-0,-0,-0,-728.366,-0,-0,-0,-6.99882,-145.032,-5.15146,-0.0930526,0,-885.641,-885.641,-5.68434e-013,-557.319,-322.771,728.366,148.077,3.6474,6.21725e-015,9.51581e-017,6.12209e-015,-353.607,-272.544,0,557.319,75.5475,6.71546,16.7155,-10,-75.5475,-136.931,-118.128,0,322.771,-7.83566,2.16434,-10,-137.149,0,136.931,-0.217631,9.78237,-10,-3.33681,-3.6474,6.99882,0.0146082,0.0146082,3.49026e-015,-148.077,3.33681,145.032,0.292164,0.292164,8.74856e-014,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
460,2004-01-04,00:00:00.00,-322.966,0,322.966,118.386,137.603,255.989,0,255.989,0,5.15146,0.0930526,354.469,273.409,633.122,633.122,2.27374e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-145.032,-5.15146,-0.0930526,0,-885.898,-885.898,-5.68434e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-354.469,-273.409,0,557.492,75.7138,5.32779,15.3278,-10,-75.7138,-137.465,-118.386,0,322.966,-8.5991,1.4009,-10,-137.603,0,137.465,-0.137862,9.86214,-10,-3.33681,-3.65266,6.99882,0.00935297,0.00935297,4.12517e-015,-148.182,3.33681,145.032,0.187059,0.187059,1.21569e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
461,2004-01-05,00:00:00.00,-322.966,0,322.966,118.45,138.06,256.51,0,256.51,0,5.15146,0.0930526,354.82,273.761,633.826,633.826,4.54747e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-145.75,-5.15146,-0.0930526,0,-886.616,-886.616,-4.54747e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-354.82,-273.761,0,557.492,75.7872,4.69701,14.697,-10,-75.7872,-137.999,-118.45,0,322.966,-9.26983,0.730168,-10,-138.06,0,137.999,-0.061602,9.9384,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,145.75,0.914176,0.914176,1.55098e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
462,2004-01-06,00:00:00.00,-322.966,0,322.966,118.455,138.52,256.975,0,256.975,0,5.15146,0.0930526,354.987,273.928,634.159,634.159,1.13687e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-147.268,-5.15146,-0.0930526,0,-888.134,-888.134,-6.82121e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-354.987,-273.928,0,557.492,75.847,4.42405,14.424,-10,-75.847,-138.501,-118.455,0,322.966,-9.83686,0.163136,-10,-138.52,0,138.501,-0.0187589,9.98124,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,147.268,2.43222,2.43222,2.05169e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
463,2004-01-07,00:00:00.00,-322.966,0,322.966,118.455,138.964,257.419,0,257.419,0,5.15146,0.0930526,355.171,274.105,634.521,634.521,5.68434e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-149.025,-5.15146,-0.0930526,0,-889.891,-889.891,-5.68434e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-355.171,-274.105,0,557.492,75.8972,4.11254,14.1125,-10,-75.8972,-138.609,-118.455,0,322.966,-9.99479,0.00520565,-10,-138.964,0,138.609,-0.35509,9.64491,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,149.025,4.18902,4.18902,1.59872e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
464,2004-01-08,00:00:00.00,-322.966,0,322.966,118.455,139.388,257.843,0,257.843,0,5.15146,0.0930526,355.274,274.204,634.723,634.723,5.68434e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-151.686,-5.15146,-0.0930526,0,-892.552,-892.552,-4.54747e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-355.274,-274.204,0,557.492,75.9008,3.91435,13.9144,-10,-75.9008,-138.61,-118.455,0,322.966,-10,0,-10,-139.388,0,138.61,-0.777969,9.22203,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,151.686,6.8498,6.8498,1.50102e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
465,2004-01-09,00:00:00.00,-322.966,0,322.966,118.455,139.794,258.249,0,258.249,0,5.15146,0.0930526,355.314,274.243,634.802,634.802,4.54747e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-152.86,-5.15146,-0.0930526,0,-893.727,-893.727,-5.68434e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-355.314,-274.243,0,557.492,75.9008,3.83511,13.8351,-10,-75.9008,-138.61,-118.455,0,322.966,-10,0,-10,-139.794,0,138.61,-1.18376,8.81624,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,152.86,8.02447,8.02447,1.56319e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
466,2004-01-10,00:00:00.00,-322.966,0,322.966,118.455,140.182,258.637,0,258.637,0,5.15146,0.0930526,355.314,274.243,634.802,634.802,4.54747e-013,-0,-0,-0,-728.623,-0,-0,-0,-6.99882,-152.86,-5.15146,-0.0930526,0,-893.727,-893.727,-5.68434e-013,-557.492,-322.966,728.623,148.182,3.65266,-2.15383e-013,0,-2.15383e-013,-355.314,-274.243,0,557.492,75.9008,3.83511,13.8351,-10,-75.9008,-138.61,-118.455,0,322.966,-10,0,-10,-140.182,0,138.61,-1.57169,8.42831,-10,-3.34616,-3.65266,6.99882,3.55271e-015,0,3.55271e-015,-148.182,3.34616,152.86,8.02447,8.02447,1.56319e-013,-5.15146,5.15146,0,0,0,-0.0930526,0.0930526,0,0,0
